mondo_id	disease_name	n_dismech	direct_hpoa_ids	direct_n_hpoa	direct_n_exact	direct_n_more_specific	direct_n_more_general	direct_n_novel	direct_n_hpoa_only	direct_novel_terms	subtree_hpoa_ids	subtree_n_hpoa	subtree_n_exact	subtree_n_more_specific	subtree_n_more_general	subtree_n_novel	subtree_n_hpoa_only	subtree_novel_terms
MONDO:0014599	intellectual disability, autosomal dominant 34	22	OMIM:616351	26	3	0	5	14	23	HP:0000717;HP:0000718;HP:0000750;HP:0001270;HP:0001272;HP:0001508;HP:0001999;HP:0002119;HP:0007018;HP:0007328;HP:0011968;HP:0012448;HP:0033725;HP:0100716	OMIM:616351	26	3	0	5	14	23	HP:0000717;HP:0000718;HP:0000750;HP:0001270;HP:0001272;HP:0001508;HP:0001999;HP:0002119;HP:0007018;HP:0007328;HP:0011968;HP:0012448;HP:0033725;HP:0100716
MONDO:0859224	intellectual disability and myopathy syndrome	29	OMIM:619719	34	11	1	3	14	23	HP:0000252;HP:0000407;HP:0000726;HP:0001249;HP:0001250;HP:0001257;HP:0001263;HP:0001273;HP:0001324;HP:0003388;HP:0003394;HP:0004322;HP:0006970;HP:0011968	OMIM:619719	34	11	1	3	14	23	HP:0000252;HP:0000407;HP:0000726;HP:0001249;HP:0001250;HP:0001257;HP:0001263;HP:0001273;HP:0001324;HP:0003388;HP:0003394;HP:0004322;HP:0006970;HP:0011968
MONDO:0011773	anauxetic dysplasia	25									OMIM:607095;OMIM:617396;OMIM:618853	86	10	0	1	14	76	HP:0000252;HP:0000365;HP:0000518;HP:0000974;HP:0001363;HP:0001762;HP:0001903;HP:0002024;HP:0002213;HP:0002251;HP:0002664;HP:0002721;HP:0003025;HP:0034368
MONDO:0008736	peroxisome biogenesis disorder 2B	14	OMIM:202370	18	1	0	0	13	17	HP:0000407;HP:0000556;HP:0000705;HP:0000787;HP:0000938;HP:0001251;HP:0001252;HP:0001263;HP:0001271;HP:0001410;HP:0002415;HP:0003159;HP:0008897	OMIM:202370	18	1	0	0	13	17	HP:0000407;HP:0000556;HP:0000705;HP:0000787;HP:0000938;HP:0001251;HP:0001252;HP:0001263;HP:0001271;HP:0001410;HP:0002415;HP:0003159;HP:0008897
MONDO:0014609	cognitive impairment - coarse facies - heart defects - obesity - pulmonary involvement - short stature - skeletal dysplasia syndrome	53	OMIM:616368;ORPHA:444077	91	32	7	1	13	59	HP:0000050;HP:0000708;HP:0002079;HP:0002120;HP:0002591;HP:0006297;HP:0009804;HP:0011800;HP:0011834;HP:0025160;HP:0031938;HP:0100025;HP:6000184	OMIM:616368;ORPHA:444077	91	32	7	1	13	59	HP:0000050;HP:0000708;HP:0002079;HP:0002120;HP:0002591;HP:0006297;HP:0009804;HP:0011800;HP:0011834;HP:0025160;HP:0031938;HP:0100025;HP:6000184
MONDO:0060532	congenital heart defects and skeletal malformations syndrome	32	OMIM:617602	47	15	0	4	13	32	HP:0000089;HP:0000252;HP:0000347;HP:0000365;HP:0001643;HP:0001770;HP:0001999;HP:0002108;HP:0002579;HP:0009125;HP:0031703;HP:0034349;HP:0034681	OMIM:617602	47	15	0	4	13	32	HP:0000089;HP:0000252;HP:0000347;HP:0000365;HP:0001643;HP:0001770;HP:0001999;HP:0002108;HP:0002579;HP:0009125;HP:0031703;HP:0034349;HP:0034681
MONDO:0060596	neurodevelopmental disorder with dysmorphic facies and distal limb anomalies	25	OMIM:617755	28	7	1	4	13	21	HP:0000307;HP:0000414;HP:0000426;HP:0000545;HP:0000577;HP:0001250;HP:0001508;HP:0001999;HP:0002353;HP:0002572;HP:0002650;HP:0002750;HP:0011968	OMIM:617755	28	7	1	4	13	21	HP:0000307;HP:0000414;HP:0000426;HP:0000545;HP:0000577;HP:0001250;HP:0001508;HP:0001999;HP:0002353;HP:0002572;HP:0002650;HP:0002750;HP:0011968
MONDO:0060621	neurodevelopmental disorder with microcephaly, seizures, and cortical atrophy	22	OMIM:617802	43	8	1	0	13	35	HP:0000648;HP:0000717;HP:0001347;HP:0001511;HP:0001627;HP:0001629;HP:0002071;HP:0002360;HP:0002509;HP:0002910;HP:0011968;HP:0012447;HP:0200134	OMIM:617802	43	8	1	0	13	35	HP:0000648;HP:0000717;HP:0001347;HP:0001511;HP:0001627;HP:0001629;HP:0002071;HP:0002360;HP:0002509;HP:0002910;HP:0011968;HP:0012447;HP:0200134
MONDO:0859198	short stature, impaired intellectual development, microcephaly, hypotonia, and ocular anomalies	35	OMIM:619557	27	18	1	3	13	9	HP:0000252;HP:0000708;HP:0000805;HP:0001260;HP:0001288;HP:0001347;HP:0001508;HP:0001999;HP:0005085;HP:0008807;HP:0009183;HP:0009623;HP:0040183	OMIM:619557	27	18	1	3	13	9	HP:0000252;HP:0000708;HP:0000805;HP:0001260;HP:0001288;HP:0001347;HP:0001508;HP:0001999;HP:0005085;HP:0008807;HP:0009183;HP:0009623;HP:0040183
MONDO:0859245	spinocerebellar ataxia, autosomal recessive 32	22	OMIM:619862	20	5	0	4	13	15	HP:0000044;HP:0000365;HP:0000602;HP:0000853;HP:0001249;HP:0001252;HP:0001263;HP:0001310;HP:0002073;HP:0002375;HP:0009830;HP:0025379;HP:0100321	OMIM:619862	20	5	0	4	13	15	HP:0000044;HP:0000365;HP:0000602;HP:0000853;HP:0001249;HP:0001252;HP:0001263;HP:0001310;HP:0002073;HP:0002375;HP:0009830;HP:0025379;HP:0100321
MONDO:0005147	type 1 diabetes mellitus	16	OMIM:222100	8	3	1	0	12	5	HP:0000112;HP:0000488;HP:0001289;HP:0001297;HP:0001677;HP:0001824;HP:0002013;HP:0002027;HP:0002789;HP:0003076;HP:0009830;HP:0012378	OMIM:222100	8	3	1	0	12	5	HP:0000112;HP:0000488;HP:0001289;HP:0001297;HP:0001677;HP:0001824;HP:0002013;HP:0002027;HP:0002789;HP:0003076;HP:0009830;HP:0012378
MONDO:0008383	rheumatoid arthritis	30	OMIM:180300	16	4	1	3	22	12	HP:0000939;HP:0001097;HP:0001288;HP:0001324;HP:0001371;HP:0001658;HP:0001701;HP:0001903;HP:0002102;HP:0002202;HP:0002716;HP:0003467;HP:0004943;HP:0006515;HP:0006530;HP:0009830;HP:0012181;HP:0030880;HP:0040311;HP:0100532;HP:0100534;HP:6000418	OMIM:134750;OMIM:180300;ORPHA:47612;ORPHA:85436	75	13	3	2	12	62	HP:0000939;HP:0001097;HP:0001288;HP:0001324;HP:0001371;HP:0001658;HP:0002202;HP:0003467;HP:0004943;HP:0006515;HP:0030880;HP:0100532
MONDO:0010502	intellectual disability, X-linked 99, syndromic, female-restricted	35	OMIM:300968	58	17	1	5	12	41	HP:0000316;HP:0000347;HP:0000490;HP:0000506;HP:0000581;HP:0000648;HP:0000718;HP:0000729;HP:0000739;HP:0001000;HP:0001270;HP:0001274	OMIM:300968	58	17	1	5	12	41	HP:0000316;HP:0000347;HP:0000490;HP:0000506;HP:0000581;HP:0000648;HP:0000718;HP:0000729;HP:0000739;HP:0001000;HP:0001270;HP:0001274
MONDO:0010790	MERRF syndrome	23	OMIM:545000;ORPHA:551	18	7	4	0	12	11	HP:0000508;HP:0000580;HP:0000819;HP:0001272;HP:0001638;HP:0001716;HP:0002015;HP:0002076;HP:0002093;HP:0003236;HP:0003546;HP:0009830	OMIM:545000;ORPHA:551	18	7	4	0	12	11	HP:0000508;HP:0000580;HP:0000819;HP:0001272;HP:0001638;HP:0001716;HP:0002015;HP:0002076;HP:0002093;HP:0003236;HP:0003546;HP:0009830
MONDO:0011479	postural orthostatic tachycardia syndrome	14	OMIM:604715	4	1	0	1	12	3	HP:0001063;HP:0001279;HP:0001337;HP:0001962;HP:0002018;HP:0002094;HP:0002315;HP:0002321;HP:0003546;HP:0012378;HP:0033630;HP:0100749	OMIM:604715	4	1	0	1	12	3	HP:0001063;HP:0001279;HP:0001337;HP:0001962;HP:0002018;HP:0002094;HP:0002315;HP:0002321;HP:0003546;HP:0012378;HP:0033630;HP:0100749
MONDO:0013950	peroxisome biogenesis disorder 11B	14	OMIM:614885	11	1	1	0	12	10	HP:0000556;HP:0000705;HP:0000787;HP:0000846;HP:0000938;HP:0001250;HP:0001251;HP:0001257;HP:0001271;HP:0001410;HP:0002376;HP:0002415	OMIM:614885	11	1	1	0	12	10	HP:0000556;HP:0000705;HP:0000787;HP:0000846;HP:0000938;HP:0001250;HP:0001251;HP:0001257;HP:0001271;HP:0001410;HP:0002376;HP:0002415
MONDO:0014398	combined oxidative phosphorylation defect type 21	18	OMIM:615918	16	5	0	1	12	11	HP:0000407;HP:0000708;HP:0000857;HP:0001251;HP:0001272;HP:0001332;HP:0001639;HP:0002376;HP:0002900;HP:0005484;HP:0008341;HP:0012751	OMIM:615918	16	5	0	1	12	11	HP:0000407;HP:0000708;HP:0000857;HP:0001251;HP:0001272;HP:0001332;HP:0001639;HP:0002376;HP:0002900;HP:0005484;HP:0008341;HP:0012751
MONDO:0030483	immunodeficiency 88	15	OMIM:619630	5	3	0	0	12	2	HP:0001433;HP:0001945;HP:0002716;HP:0003212;HP:0008348;HP:0025829;HP:0040218;HP:0500271;HP:4000039;HP:5210093;HP:5210111;HP:5210115	OMIM:619630	5	3	0	0	12	2	HP:0001433;HP:0001945;HP:0002716;HP:0003212;HP:0008348;HP:0025829;HP:0040218;HP:0500271;HP:4000039;HP:5210093;HP:5210111;HP:5210115
MONDO:0030524	mucopolysaccharidosis, type 10	20	OMIM:619698	27	7	1	0	12	20	HP:0000517;HP:0001216;HP:0001382;HP:0001633;HP:0002515;HP:0002684;HP:0002829;HP:0002866;HP:0005743;HP:0006297;HP:0010585;HP:0031367	OMIM:619698	27	7	1	0	12	20	HP:0000517;HP:0001216;HP:0001382;HP:0001633;HP:0002515;HP:0002684;HP:0002829;HP:0002866;HP:0005743;HP:0006297;HP:0010585;HP:0031367
MONDO:0032738	gonadal dysgenesis, dysmorphic facies, retinal dystrophy, and myopathy	28	OMIM:618419	49	12	1	3	12	37	HP:0000505;HP:0000786;HP:0000815;HP:0001249;HP:0001263;HP:0001627;HP:0002967;HP:0003198;HP:0010976;HP:0012864;HP:0031103;HP:0032218	OMIM:618419	49	12	1	3	12	37	HP:0000505;HP:0000786;HP:0000815;HP:0001249;HP:0001263;HP:0001627;HP:0002967;HP:0003198;HP:0010976;HP:0012864;HP:0031103;HP:0032218
MONDO:0100095	neurodegeneration, childhood-onset, stress-induced, with variable ataxia and seizures	23	OMIM:618170	29	9	2	0	12	20	HP:0000518;HP:0000657;HP:0000709;HP:0001257;HP:0001300;HP:0001332;HP:0001336;HP:0002270;HP:0002650;HP:0003477;HP:0007110;HP:0008064	OMIM:618170	29	9	2	0	12	20	HP:0000518;HP:0000657;HP:0000709;HP:0001257;HP:0001300;HP:0001332;HP:0001336;HP:0002270;HP:0002650;HP:0003477;HP:0007110;HP:0008064
MONDO:0100297	short stature, facial dysmorphism, and skeletal anomalies with or without cardiac anomalies 1	32	OMIM:617877	40	17	1	2	12	23	HP:0000175;HP:0000316;HP:0000347;HP:0000403;HP:0000750;HP:0000818;HP:0001156;HP:0001647;HP:0002616;HP:0002650;HP:0002797;HP:0012443	OMIM:617877	40	17	1	2	12	23	HP:0000175;HP:0000316;HP:0000347;HP:0000403;HP:0000750;HP:0000818;HP:0001156;HP:0001647;HP:0002616;HP:0002650;HP:0002797;HP:0012443
MONDO:0100348	neurodevelopmental disorder with microcephaly, impaired language, and gait abnormalities	23	OMIM:619091	28	6	4	1	12	22	HP:0000486;HP:0000708;HP:0001166;HP:0001251;HP:0001272;HP:0001508;HP:0002015;HP:0002059;HP:0002119;HP:0002344;HP:0003693;HP:0005328	OMIM:619091	28	6	4	1	12	22	HP:0000486;HP:0000708;HP:0001166;HP:0001251;HP:0001272;HP:0001508;HP:0002015;HP:0002059;HP:0002119;HP:0002344;HP:0003693;HP:0005328
MONDO:0003924	adrenal cortex adenoma	18									ORPHA:231625	18	2	3	1	12	16	HP:0000846;HP:0000939;HP:0000978;HP:0001297;HP:0001635;HP:0001677;HP:0001712;HP:0002953;HP:0003077;HP:0005110;HP:0005978;HP:0012743
MONDO:0800373	carbon monoxide poisoning	14									ORPHA:306686	9	1	0	1	12	8	HP:0001250;HP:0001259;HP:0001279;HP:0001289;HP:0001300;HP:0001658;HP:0002017;HP:0002315;HP:0002321;HP:0002878;HP:0012378;HP:0100749
MONDO:0007267	hypertrophic cardiomyopathy 3	14	OMIM:115196	3	2	1	0	11	1	HP:0001279;HP:0001635;HP:0001685;HP:0001712;HP:0001723;HP:0003115;HP:0003546;HP:0004756;HP:0025168;HP:0031333;HP:0032092	OMIM:115196	3	2	1	0	11	1	HP:0001279;HP:0001635;HP:0001685;HP:0001712;HP:0001723;HP:0003115;HP:0003546;HP:0004756;HP:0025168;HP:0031333;HP:0032092
MONDO:0008542	tetralogy of fallot	11	OMIM:187500;ORPHA:3303	13	0	0	0	11	13	HP:0000961;HP:0001508;HP:0001629;HP:0001642;HP:0001667;HP:0001901;HP:0002623;HP:0002627;HP:0025503;HP:0030148;HP:0100759	OMIM:187500;ORPHA:3303	13	0	0	0	11	13	HP:0000961;HP:0001508;HP:0001629;HP:0001642;HP:0001667;HP:0001901;HP:0002623;HP:0002627;HP:0025503;HP:0030148;HP:0100759
MONDO:0009477	Stromme syndrome	27	OMIM:243605	33	14	0	2	11	19	HP:0000343;HP:0000400;HP:0000448;HP:0000463;HP:0000505;HP:0000593;HP:0000969;HP:0001249;HP:0001270;HP:0001627;HP:0001873	OMIM:243605	33	14	0	2	11	19	HP:0000343;HP:0000400;HP:0000448;HP:0000463;HP:0000505;HP:0000593;HP:0000969;HP:0001249;HP:0001270;HP:0001627;HP:0001873
MONDO:0009816	autosomal recessive osteopetrosis 2	21	OMIM:259710	28	7	1	2	11	21	HP:0000256;HP:0000365;HP:0000980;HP:0001363;HP:0001508;HP:0001510;HP:0002205;HP:0002653;HP:0002719;HP:0002901;HP:0012758	OMIM:259710	28	7	1	2	11	21	HP:0000256;HP:0000365;HP:0000980;HP:0001363;HP:0001508;HP:0001510;HP:0002205;HP:0002653;HP:0002719;HP:0002901;HP:0012758
MONDO:0010397	severe neonatal-onset encephalopathy with microcephaly	26	OMIM:300673;ORPHA:209370	33	9	3	3	11	24	HP:0000496;HP:0001290;HP:0001332;HP:0001657;HP:0001662;HP:0001699;HP:0002360;HP:0002540;HP:0003554;HP:0003763;HP:0011704	OMIM:300673;ORPHA:209370	33	9	3	3	11	24	HP:0000496;HP:0001290;HP:0001332;HP:0001657;HP:0001662;HP:0001699;HP:0002360;HP:0002540;HP:0003554;HP:0003763;HP:0011704
MONDO:0011365	blepharophimosis - intellectual disability syndrome, SBBYS type	29	OMIM:603736;ORPHA:3047	58	11	3	4	11	47	HP:0000298;HP:0000508;HP:0000563;HP:0000609;HP:0000708;HP:0000750;HP:0001883;HP:0002566;HP:0002659;HP:0003065;HP:0100259	OMIM:603736;ORPHA:3047	58	11	3	4	11	47	HP:0000298;HP:0000508;HP:0000563;HP:0000609;HP:0000708;HP:0000750;HP:0001883;HP:0002566;HP:0002659;HP:0003065;HP:0100259
MONDO:0013949	peroxisome biogenesis disorder 11A (Zellweger)	20	OMIM:614883	21	7	1	1	11	14	HP:0000365;HP:0000505;HP:0000846;HP:0001257;HP:0001272;HP:0001290;HP:0001511;HP:0002376;HP:0002415;HP:0010655;HP:0011968	OMIM:614883	21	7	1	1	11	14	HP:0000365;HP:0000505;HP:0000846;HP:0001257;HP:0001272;HP:0001290;HP:0001511;HP:0002376;HP:0002415;HP:0010655;HP:0011968
MONDO:0014793	microcephaly-congenital cataract-psoriasiform dermatitis syndrome	27	OMIM:616834	20	13	0	3	11	7	HP:0000486;HP:0000545;HP:0000609;HP:0000639;HP:0000958;HP:0001019;HP:0001257;HP:0001270;HP:0001596;HP:0004209;HP:0010442	OMIM:616834	20	13	0	3	11	7	HP:0000486;HP:0000545;HP:0000609;HP:0000639;HP:0000958;HP:0001019;HP:0001257;HP:0001270;HP:0001596;HP:0004209;HP:0010442
MONDO:0014823	hypotonia, infantile, with psychomotor retardation and characteristic facies 3	40	OMIM:616900;ORPHA:488632	148	23	3	3	11	125	HP:0000010;HP:0000648;HP:0000787;HP:0001712;HP:0001733;HP:0001922;HP:0002015;HP:0002019;HP:0002380;HP:0002757;HP:0002791	OMIM:616900;ORPHA:488632	148	23	3	3	11	125	HP:0000010;HP:0000648;HP:0000787;HP:0001712;HP:0001733;HP:0001922;HP:0002015;HP:0002019;HP:0002380;HP:0002757;HP:0002791
MONDO:0032786	Noonan syndrome 11	25	OMIM:618499	25	13	1	0	11	12	HP:0000337;HP:0000475;HP:0001249;HP:0001561;HP:0001712;HP:0001789;HP:0006521;HP:0010880;HP:0025676;HP:0032092;HP:0430046	OMIM:618499	25	13	1	0	11	12	HP:0000337;HP:0000475;HP:0001249;HP:0001561;HP:0001712;HP:0001789;HP:0006521;HP:0010880;HP:0025676;HP:0032092;HP:0430046
MONDO:0032805	hypopigmentation, organomegaly, and delayed myelination and development	15	OMIM:618541	23	2	1	1	11	21	HP:0000105;HP:0000486;HP:0001107;HP:0001263;HP:0001508;HP:0001712;HP:0001922;HP:0002243;HP:0002750;HP:0004313;HP:0006892	OMIM:618541	23	2	1	1	11	21	HP:0000105;HP:0000486;HP:0001107;HP:0001263;HP:0001508;HP:0001712;HP:0001922;HP:0002243;HP:0002750;HP:0004313;HP:0006892
MONDO:0032855	neurodevelopmental disorder with dysmorphic facies and distal skeletal anomalies	35	OMIM:618659	61	13	4	7	11	48	HP:0000252;HP:0000506;HP:0000545;HP:0000581;HP:0001385;HP:0001508;HP:0001627;HP:0001999;HP:0002251;HP:0002360;HP:0034392	OMIM:618659	61	13	4	7	11	48	HP:0000252;HP:0000506;HP:0000545;HP:0000581;HP:0001385;HP:0001508;HP:0001627;HP:0001999;HP:0002251;HP:0002360;HP:0034392
MONDO:0033642	neurodevelopmental disorder with alopecia and brain abnormalities	26	OMIM:619075;ORPHA:544488	76	9	1	5	11	67	HP:0000405;HP:0000486;HP:0000539;HP:0001513;HP:0001548;HP:0001627;HP:0001999;HP:0002416;HP:0025104;HP:0030807;HP:0200040	OMIM:619075;ORPHA:544488	76	9	1	5	11	67	HP:0000405;HP:0000486;HP:0000539;HP:0001513;HP:0001548;HP:0001627;HP:0001999;HP:0002416;HP:0025104;HP:0030807;HP:0200040
MONDO:0005976	syphilis	21									ORPHA:499009	46	8	1	1	11	38	HP:0000099;HP:0000726;HP:0001596;HP:0001659;HP:0002140;HP:0003249;HP:0010871;HP:0012115;HP:0012727;HP:0200042;HP:6000070
MONDO:0000208	microcephaly, short stature, and impaired glucose metabolism 1	25	OMIM:616033	23	14	1	0	10	9	HP:0000089;HP:0000490;HP:0000601;HP:0000824;HP:0000855;HP:0001320;HP:0001508;HP:0002497;HP:0008209;HP:0030891	OMIM:616033	23	14	1	0	10	9	HP:0000089;HP:0000490;HP:0000601;HP:0000824;HP:0000855;HP:0001320;HP:0001508;HP:0002497;HP:0008209;HP:0030891
MONDO:0007793	hypochondroplasia	31	OMIM:146000;ORPHA:429	37	3	17	1	10	34	HP:0000238;HP:0001250;HP:0001328;HP:0002119;HP:0002677;HP:0002750;HP:0005619;HP:0012758;HP:0034222;HP:0034396	OMIM:146000;ORPHA:429	37	3	17	1	10	34	HP:0000238;HP:0001250;HP:0001328;HP:0002119;HP:0002677;HP:0002750;HP:0005619;HP:0012758;HP:0034222;HP:0034396
MONDO:0007878	congenital laryngomalacia	10	ORPHA:2373	4	0	0	0	10	4	HP:0000961;HP:0001508;HP:0002020;HP:0002094;HP:0002205;HP:0002835;HP:0002870;HP:0005348;HP:0011968;HP:0030864	ORPHA:2373	4	0	0	0	10	4	HP:0000961;HP:0001508;HP:0002020;HP:0002094;HP:0002205;HP:0002835;HP:0002870;HP:0005348;HP:0011968;HP:0030864
MONDO:0008476	spondyloepimetaphyseal dysplasia, Strudwick type	17	OMIM:184250;ORPHA:93346	48	7	0	0	10	41	HP:0000541;HP:0001762;HP:0002663;HP:0002758;HP:0002808;HP:0003467;HP:0003521;HP:0009826;HP:0030043;HP:0100255	OMIM:184250;ORPHA:93346	48	7	0	0	10	41	HP:0000541;HP:0001762;HP:0002663;HP:0002758;HP:0002808;HP:0003467;HP:0003521;HP:0009826;HP:0030043;HP:0100255
MONDO:0009595	cartilage-hair hypoplasia	32	OMIM:250250;ORPHA:175	111	14	5	1	12	97	HP:0002028;HP:0002099;HP:0002110;HP:0002960;HP:0003193;HP:0005387;HP:0005403;HP:0008669;HP:0010049;HP:0031413;HP:0032140;HP:0032170	OMIM:250250;OMIM:250460;ORPHA:175	123	16	5	1	10	107	HP:0002028;HP:0002099;HP:0002110;HP:0002960;HP:0003193;HP:0005403;HP:0008669;HP:0031413;HP:0032140;HP:0032170
MONDO:0009749	giant axonal neuropathy 1	24	OMIM:256850;ORPHA:643	51	8	1	5	10	43	HP:0000572;HP:0001250;HP:0002073;HP:0002359;HP:0002500;HP:0003121;HP:0004887;HP:0010871;HP:0011968;HP:0012332	OMIM:256850;ORPHA:643	51	8	1	5	10	43	HP:0000572;HP:0001250;HP:0002073;HP:0002359;HP:0002500;HP:0003121;HP:0004887;HP:0010871;HP:0011968;HP:0012332
MONDO:0009821	lethal osteosclerotic bone dysplasia	25	OMIM:259775;ORPHA:1832	65	12	1	2	10	53	HP:0000505;HP:0000705;HP:0001249;HP:0001250;HP:0002643;HP:0002645;HP:0004912;HP:0009882;HP:0011324;HP:0030314	OMIM:259775;ORPHA:1832	65	12	1	2	10	53	HP:0000505;HP:0000705;HP:0001249;HP:0001250;HP:0002643;HP:0002645;HP:0004912;HP:0009882;HP:0011324;HP:0030314
MONDO:0011018	brachyolmia-amelogenesis imperfecta syndrome	16	OMIM:601216	16	6	0	0	10	10	HP:0000121;HP:0000668;HP:0000679;HP:0000684;HP:0000689;HP:0000938;HP:0001631;HP:0001650;HP:0002673;HP:0012727	OMIM:601216	16	6	0	0	10	10	HP:0000121;HP:0000668;HP:0000679;HP:0000684;HP:0000689;HP:0000938;HP:0001631;HP:0001650;HP:0002673;HP:0012727
MONDO:0011053	intellectual disability-sparse hair-brachydactyly syndrome	30	OMIM:601358;ORPHA:3051	107	16	3	1	10	91	HP:0000280;HP:0000405;HP:0000539;HP:0000668;HP:0000684;HP:0000729;HP:0000926;HP:0002376;HP:0003758;HP:0010780	OMIM:601358;ORPHA:3051	107	16	3	1	10	91	HP:0000280;HP:0000405;HP:0000539;HP:0000668;HP:0000684;HP:0000729;HP:0000926;HP:0002376;HP:0003758;HP:0010780
MONDO:0011257	MPI-congenital disorder of glycosylation	30	OMIM:602579;ORPHA:79319	36	14	6	0	10	22	HP:0000105;HP:0001250;HP:0001397;HP:0001510;HP:0001744;HP:0001943;HP:0002040;HP:0002719;HP:0004315;HP:0006563	OMIM:602579;ORPHA:79319	36	14	6	0	10	22	HP:0000105;HP:0001250;HP:0001397;HP:0001510;HP:0001744;HP:0001943;HP:0002040;HP:0002719;HP:0004315;HP:0006563
MONDO:0011972	ovarian hyperstimulation syndrome	20	OMIM:608115;ORPHA:64739	19	6	4	0	10	13	HP:0001899;HP:0001907;HP:0001974;HP:0002094;HP:0002153;HP:0002878;HP:0002902;HP:0004324;HP:0031865;HP:0034267	OMIM:608115;ORPHA:64739	19	6	4	0	10	13	HP:0001899;HP:0001907;HP:0001974;HP:0002094;HP:0002153;HP:0002878;HP:0002902;HP:0004324;HP:0031865;HP:0034267
MONDO:0012211	MPDU1-congenital disorder of glycosylation	18	OMIM:609180;ORPHA:79323	44	5	1	2	10	39	HP:0000407;HP:0000557;HP:0001638;HP:0001873;HP:0001999;HP:0002093;HP:0002104;HP:0004322;HP:0008007;HP:0012440	OMIM:609180;ORPHA:79323	44	5	1	2	10	39	HP:0000407;HP:0000557;HP:0001638;HP:0001873;HP:0001999;HP:0002093;HP:0002104;HP:0004322;HP:0008007;HP:0012440
MONDO:0013110	neurodegenerative syndrome due to cerebral folate transport deficiency	13	OMIM:613068	5	2	1	0	10	3	HP:0000717;HP:0001251;HP:0001266;HP:0001272;HP:0002059;HP:0003429;HP:0005484;HP:0007018;HP:0100022;HP:0100543	OMIM:613068	5	2	1	0	10	3	HP:0000717;HP:0001251;HP:0001266;HP:0001272;HP:0002059;HP:0003429;HP:0005484;HP:0007018;HP:0100022;HP:0100543
MONDO:0013120	46,XY sex reversal 5	13	OMIM:613080	7	2	1	0	10	5	HP:0000013;HP:0000048;HP:0000051;HP:0000054;HP:0000815;HP:0008668;HP:0008689;HP:0008730;HP:0034299;HP:0040171	OMIM:613080	7	2	1	0	10	5	HP:0000013;HP:0000048;HP:0000051;HP:0000054;HP:0000815;HP:0008668;HP:0008689;HP:0008730;HP:0034299;HP:0040171
MONDO:0013547	mitochondrial complex V (ATP synthase) deficiency, nuclear type 3	14	OMIM:614053	7	4	0	0	10	3	HP:0000365;HP:0000505;HP:0001250;HP:0001251;HP:0001263;HP:0001332;HP:0002013;HP:0002098;HP:0003546;HP:0004372	OMIM:614053	7	4	0	0	10	3	HP:0000365;HP:0000505;HP:0001250;HP:0001251;HP:0001263;HP:0001332;HP:0002013;HP:0002098;HP:0003546;HP:0004372
MONDO:0013797	chromosome 17q12 deletion syndrome	21	OMIM:614527;ORPHA:261265	69	7	3	1	10	62	HP:0000256;HP:0000843;HP:0001392;HP:0001627;HP:0001738;HP:0002149;HP:0002900;HP:0002917;HP:0007018;HP:0007302	OMIM:614527;ORPHA:261265	69	7	3	1	10	62	HP:0000256;HP:0000843;HP:0001392;HP:0001627;HP:0001738;HP:0002149;HP:0002900;HP:0002917;HP:0007018;HP:0007302
MONDO:0014023	congenital muscular dystrophy with intellectual disability and severe epilepsy	32	OMIM:615042;ORPHA:329178	53	13	3	6	10	40	HP:0001249;HP:0001270;HP:0001276;HP:0001647;HP:0001650;HP:0001771;HP:0003202;HP:0003546;HP:0003560;HP:0009830	OMIM:615042;ORPHA:329178	53	13	3	6	10	40	HP:0001249;HP:0001270;HP:0001276;HP:0001647;HP:0001650;HP:0001771;HP:0003202;HP:0003546;HP:0003560;HP:0009830
MONDO:0014186	retinitis pigmentosa with or without situs inversus	13	OMIM:615434	15	2	0	1	10	13	HP:0000028;HP:0000107;HP:0000122;HP:0000458;HP:0000512;HP:0000613;HP:0000662;HP:0000798;HP:0001133;HP:0007737	OMIM:615434	15	2	0	1	10	13	HP:0000028;HP:0000107;HP:0000122;HP:0000458;HP:0000512;HP:0000613;HP:0000662;HP:0000798;HP:0001133;HP:0007737
MONDO:0014254	otofaciocervical syndrome 2	15	OMIM:615560	22	3	0	2	10	19	HP:0000750;HP:0000829;HP:0001627;HP:0001999;HP:0002719;HP:0003468;HP:0004322;HP:0004430;HP:0005359;HP:0009794	OMIM:615560	22	3	0	2	10	19	HP:0000750;HP:0000829;HP:0001627;HP:0001999;HP:0002719;HP:0003468;HP:0004322;HP:0004430;HP:0005359;HP:0009794
MONDO:0014276	combined immunodeficiency due to CD3gamma deficiency	16	OMIM:615607	19	3	2	1	10	16	HP:0000872;HP:0001045;HP:0001973;HP:0002110;HP:0003212;HP:0004385;HP:0011840;HP:0020113;HP:0025834;HP:5210421	OMIM:615607	19	3	2	1	10	16	HP:0000872;HP:0001045;HP:0001973;HP:0002110;HP:0003212;HP:0004385;HP:0011840;HP:0020113;HP:0025834;HP:5210421
MONDO:0014704	skeletal overgrowth-craniofacial dysmorphism-hyperelastic skin-white matter lesions syndrome	15	OMIM:616592	26	5	0	0	10	21	HP:0000256;HP:0000280;HP:0000687;HP:0001371;HP:0002500;HP:0002652;HP:0004944;HP:0009125;HP:0012385;HP:0100702	OMIM:616592	26	5	0	0	10	21	HP:0000256;HP:0000280;HP:0000687;HP:0001371;HP:0002500;HP:0002652;HP:0004944;HP:0009125;HP:0012385;HP:0100702
