slug	route	subject	predicate	target	source
Blue_Cone_Monochromacy	ordo	ORDO:16	skos:broadMatch	ICD-10:H53.5	ordo.db
Bohring-Opitz_syndrome	ordo	ORDO:97297	skos:broadMatch	ICD-10:Q87.8	ordo.db
Borjeson-Forssman-Lehmann_syndrome	ordo	ORDO:127	skos:broadMatch	ICD-10:Q87.8	ordo.db
Bosch-Boonstra-Schaaf_Optic_Atrophy_Syndrome	ordo	ORDO:401777	skos:broadMatch	ICD-10:H47.2	ordo.db
Bosma_Arhinia_Microphthalmia_Syndrome	ordo	ORDO:2250	skos:broadMatch	ICD-10:Q87.0	ordo.db
Boucher-Neuhauser_Syndrome	ordo	ORDO:1180	skos:broadMatch	ICD-10:G11.8	ordo.db
Brachydactyly_Type_A1	ordo	ORDO:93388	skos:broadMatch	ICD-10:Q73.8	ordo.db
Brachydactyly_Type_A2	ordo	ORDO:93396	skos:broadMatch	ICD-10:Q73.8	ordo.db
Brachydactyly_Type_B1	ordo	ORDO:572385	skos:broadMatch	ICD-10:Q73.8	ordo.db
Brachydactyly_Type_B2	ordo	ORDO:140908	skos:broadMatch	ICD-10:Q73.8	ordo.db
Brachydactyly_Type_C	ordo	ORDO:93384	skos:broadMatch	ICD-10:Q73.8	ordo.db
Brachyolmia-Amelogenesis_Imperfecta_Syndrome	ordo	ORDO:2899	skos:broadMatch	ICD-10:Q76.3	ordo.db
Brain_Small_Vessel_Disease_1_With_Or_Without_Ocular_Anomalies	ordo	ORDO:36383	skos:broadMatch	ICD-10:I67.8	ordo.db
Brittle_Cornea_Syndrome	ordo	ORDO:90354	skos:broadMatch	ICD-10:Q79.6	ordo.db
Brody_Myopathy	ordo	ORDO:53347	skos:broadMatch	ICD-10:G71.8	ordo.db
Brown-Vialetto-Van_Laere_Syndrome	ordo	ORDO:97229	skos:broadMatch	ICD-10:G12.2	ordo.db
Brugada_Syndrome	ordo	ORDO:130	skos:broadMatch	ICD-10:I49.8	ordo.db
Burn-McKeown_Syndrome	ordo	ORDO:1200	skos:broadMatch	ICD-10:Q87.8	ordo.db
CADASIL_Type_1	ordo	ORDO:136	skos:broadMatch	ICD-10:I67.8	ordo.db
CAGSSS_Syndrome	ordo	ORDO:436174	skos:broadMatch	ICD-10:E88.8	ordo.db
CALFAN_Syndrome	ordo	ORDO:466794	skos:broadMatch	ICD-10:G11.0	ordo.db
CANVAS	ordo	ORDO:139564	skos:broadMatch	ICD-10:G60.8	ordo.db
CANVAS	ordo	ORDO:504476	skos:broadMatch	ICD-10:G11.2	ordo.db
CAPN5-Related_Vitreoretinopathy	ordo	ORDO:329211	skos:broadMatch	ICD-10:H35.2	ordo.db
CAPOS_Syndrome	ordo	ORDO:1171	skos:broadMatch	ICD-10:G11.1	ordo.db
CATSHL_Syndrome	ordo	ORDO:85164	skos:broadMatch	ICD-10:Q87.2	ordo.db
CBL-related_Disorder	ordo	ORDO:363972	skos:narrowMatch	ICD-10:C93.3	ordo.db
CCDC115-CDG	ordo	ORDO:468684	skos:broadMatch	ICD-10:E77.8	ordo.db
CD16_Deficiency	ordo	ORDO:437552	skos:broadMatch	ICD-10:D84.8	ordo.db
CD27-related_lymphoproliferative_and_immune_disorder	ordo	ORDO:238505	skos:broadMatch	ICD-10:D47.9	ordo.db
CHARGE_Syndrome	ordo	ORDO:138	skos:broadMatch	ICD-10:Q87.8	ordo.db
CHD8-Related_Neurodevelopmental_Disorder_with_Overgrowth	ordo	ORDO:642675	skos:broadMatch	ICD-10:Q87.3	ordo.db
CHILD_Syndrome	ordo	ORDO:139	skos:broadMatch	ICD-10:Q87.8	ordo.db
CHOPS_Syndrome	ordo	ORDO:444077	skos:broadMatch	ICD-10:Q87.8	ordo.db
CHRNA1-associated_Fetal_Hypo-akinesia_Disorder_of_Prenatal_Onset	ordo	ORDO:33108	skos:broadMatch	ICD-10:Q79.8	ordo.db
CHST3-Related_Skeletal_Dysplasia	ordo	ORDO:263463	skos:broadMatch	ICD-10:Q74.8	ordo.db
CINCA_Syndrome	ordo	ORDO:1451	skos:broadMatch	ICD-10:E85.0	ordo.db
CLCN2-Related_Leukoencephalopathy	ordo	ORDO:363540	skos:broadMatch	ICD-10:E75.2	ordo.db
COFS_Syndrome	ordo	ORDO:1466	skos:broadMatch	ICD-10:Q87.1	ordo.db
COG1-congenital_disorder_of_glycosylation	ordo	ORDO:263508	skos:broadMatch	ICD-10:E77.8	ordo.db
COG4-Congenital_Disorder_of_Glycosylation	ordo	ORDO:263501	skos:broadMatch	ICD-10:E77.8	ordo.db
COG7-Congenital_Disorder_of_Glycosylation	ordo	ORDO:79333	skos:broadMatch	ICD-10:E77.8	ordo.db
COL11A2_Skeletal_Spectrum	ordo	ORDO:166100	skos:broadMatch	ICD-10:Q87.0	ordo.db
COPA_Syndrome	ordo	ORDO:444092	skos:broadMatch	ICD-10:M35.8	ordo.db
COQ4-Related_Neonatal_Encephalomyopathy	ordo	ORDO:457185	skos:broadMatch	ICD-10:E88.8	ordo.db
COX4I2-Related_Pancreatic_Insufficiency-Anemia-Hyperostosis_Syndrome	ordo	ORDO:199337	skos:broadMatch	ICD-10:E88.8	ordo.db
CPT1C-Related_Hereditary_Spastic_Paraplegia	ordo	ORDO:444099	skos:broadMatch	ICD-10:G11.4	ordo.db
CTCF-related_Neurodevelopmental_Disorder	ordo	ORDO:363611	skos:broadMatch	ICD-10:Q87.8	ordo.db
CTLA4_Haploinsufficiency	ordo	ORDO:436159	skos:broadMatch	ICD-10:D84.8	ordo.db
CTNNB1_Neurodevelopmental_Disorder	mondo	MONDO:0014035	oio:hasDbXref	ICD10CM:Q87.88	mondo.db
CTNNB1_Neurodevelopmental_Disorder	mondo	MONDO:0014035	skos:exactMatch	ICD10CM:Q87.88	mondo.db
CTNNB1_Neurodevelopmental_Disorder	ordo	ORDO:404473	skos:narrowMatch	ICD-10:G80.1	ordo.db
Calvarial_Doughnut_Lesions-bone_Fragility_Syndrome	ordo	ORDO:85192	skos:broadMatch	ICD-10:M85.8	ordo.db
Campomelic_Dysplasia	ordo	ORDO:140	skos:broadMatch	ICD-10:Q87.1	ordo.db
Camurati-Engelmann_Disease	mondo	MONDO:0007542	oio:hasDbXref	ICD10CM:Q78.3	mondo.db
Camurati-Engelmann_Disease	mondo	MONDO:0007542	skos:exactMatch	ICD10CM:Q78.3	mondo.db
Camurati-Engelmann_Disease	ordo	ORDO:1328	skos:exactMatch	ICD-10:Q78.3	ordo.db
Canavan_Disease	ordo	ORDO:141	skos:broadMatch	ICD-10:E75.2	ordo.db
Capillary_Malformation-Arteriovenous_Malformation_Syndrome	ordo	ORDO:137667	skos:broadMatch	ICD-10:Q27.3	ordo.db
Carbamoyl_Phosphate_Synthetase_I_Deficiency	ordo	ORDO:147	skos:broadMatch	ICD-10:E72.2	ordo.db
Carbonic_Anhydrase_VA_Deficiency	ordo	ORDO:401948	skos:broadMatch	ICD-10:E74.8	ordo.db
Cardiac_Facial_And_Digital_Anomalies_With_Developmental_Delay	ordo	ORDO:592570	skos:broadMatch	ICD-10:Q87.8	ordo.db
Cardiac_Valvular_Ehlers-Danlos_Syndrome	ordo	ORDO:230851	skos:broadMatch	ICD-10:Q79.6	ordo.db
Cardiofaciocutaneous_Syndrome	ordo	ORDO:1340	skos:broadMatch	ICD-10:Q87.8	ordo.db
Cardiomyopathy-Hypotonia-Lactic_Acidosis_Syndrome	ordo	ORDO:91130	skos:broadMatch	ICD-10:G71.3	ordo.db
Cardiospondylocarpofacial_Syndrome	ordo	ORDO:3238	skos:broadMatch	ICD-10:Q87.8	ordo.db
Carney_Complex	mondo	MONDO:0015285	oio:hasDbXref	ICD10CM:D44.8	mondo.db
Carney_Complex	mondo	MONDO:0015285	skos:relatedMatch	ICD10CM:D44.8	mondo.db
Carney_Complex	ordo	ORDO:1359	skos:broadMatch	ICD-10:D44.8	ordo.db
Carnitine-Acylcarnitine_Translocase_Deficiency	ordo	ORDO:159	skos:broadMatch	ICD-10:E71.3	ordo.db
Carnitine_Palmitoyltransferase_1A_Deficiency	ordo	ORDO:156	skos:broadMatch	ICD-10:E71.3	ordo.db
Carnitine_Palmitoyltransferase_II_Deficiency	ordo	ORDO:157	skos:broadMatch	ICD-10:E71.3	ordo.db
Caroli_Disease	ordo	ORDO:53035	skos:broadMatch	ICD-10:Q44.6	ordo.db
Cartilage-Hair_Hypoplasia	ordo	ORDO:175	skos:broadMatch	ICD-10:Q78.8	ordo.db
Central_Areolar_Choroidal_Dystrophy	mondo	MONDO:0008982	oio:hasDbXref	ICD10CM:H31.22	mondo.db
Central_Areolar_Choroidal_Dystrophy	mondo	MONDO:0008982	skos:exactMatch	ICD10CM:H31.22	mondo.db
Central_Areolar_Choroidal_Dystrophy	ordo	ORDO:75377	skos:broadMatch	ICD-10:H31.2	ordo.db
Central_Core_Myopathy	ordo	ORDO:597	skos:broadMatch	ICD-10:G71.2	ordo.db
Centronuclear_Myopathy	mondo	MONDO:0018947	oio:hasDbXref	ICD10CM:G71.22	mondo.db
Centronuclear_Myopathy	mondo	MONDO:0018947	skos:exactMatch	ICD10CM:G71.22	mondo.db
Cerebellar_Ataxia-Hypogonadism_Syndrome	ordo	ORDO:1173	skos:broadMatch	ICD-10:G11.8	ordo.db
Cerebellar_Ataxia_Intellectual_Disability_and_Dysequilibrium	ordo	ORDO:1766	skos:broadMatch	ICD-10:G11.8	ordo.db
Cerebral_Amyloid_Angiopathy	mondo	MONDO:0005620	oio:hasDbXref	ICD10CM:I68.0	mondo.db
Cerebral_Amyloid_Angiopathy	mondo	MONDO:0005620	skos:exactMatch	ICD10CM:I68.0	mondo.db
Cerebral_Amyloid_Angiopathy	ordo	ORDO:85458	skos:broadMatch	ICD-10:E85.4+	ordo.db
Cerebral_Amyloid_Angiopathy	ordo	ORDO:85458	skos:broadMatch	ICD-10:I68.0*	ordo.db
Cerebral_Palsy	mondo	MONDO:0006497	oio:hasDbXref	ICD10CM:G80	mondo.db
Cerebral_Palsy	mondo	MONDO:0006497	skos:exactMatch	ICD10CM:G80	mondo.db
Cerebrocostomandibular_Syndrome	ordo	ORDO:1393	skos:broadMatch	ICD-10:Q87.8	ordo.db
Cerebrotendinous_Xanthomatosis	ordo	ORDO:909	skos:broadMatch	ICD-10:E75.5	ordo.db
Cernunnos-XLF_deficiency	ordo	ORDO:169079	skos:broadMatch	ICD-10:D81.1	ordo.db
Charcot-Marie-Tooth_Disease_Axonal_Type_2C	ordo	ORDO:99937	skos:broadMatch	ICD-10:G60.0	ordo.db
Charcot-Marie-Tooth_Disease_Axonal_Type_2P	ordo	ORDO:300319	skos:broadMatch	ICD-10:G60.0	ordo.db
Charcot-Marie-Tooth_Disease_Axonal_Type_2T	ordo	ORDO:495274	skos:broadMatch	ICD-10:G60.0	ordo.db
Charcot-Marie-Tooth_Disease_Dominant_Intermediate_B	ordo	ORDO:100044	skos:broadMatch	ICD-10:G60.0	ordo.db
Charcot-Marie-Tooth_Disease_Dominant_Intermediate_E	ordo	ORDO:93114	skos:broadMatch	ICD-10:G60.0	ordo.db
Charcot-Marie-Tooth_Disease_Recessive_Intermediate_D	ordo	ORDO:435998	skos:broadMatch	ICD-10:G60.0	ordo.db
Charcot-Marie-Tooth_Disease_Type_4B3	ordo	ORDO:363981	skos:broadMatch	ICD-10:G60.0	ordo.db
Charcot-Marie-Tooth_Disease_Type_4D	ordo	ORDO:99950	skos:broadMatch	ICD-10:G60.0	ordo.db
Charcot-Marie-Tooth_Disease_Type_4K	ordo	ORDO:391351	skos:broadMatch	ICD-10:G60.0	ordo.db
Charlevoix-Saguenay_spastic_ataxia	ordo	ORDO:98	skos:broadMatch	ICD-10:G11.1	ordo.db
Chediak-Higashi_Syndrome	mondo	MONDO:0008963	oio:hasDbXref	ICD10CM:E70.330	mondo.db
Chediak-Higashi_Syndrome	mondo	MONDO:0008963	skos:exactMatch	ICD10CM:E70.330	mondo.db
Chediak-Higashi_Syndrome	ordo	ORDO:167	skos:broadMatch	ICD-10:E70.3	ordo.db
Cherubism	ordo	ORDO:184	skos:broadMatch	ICD-10:K10.8	ordo.db
Cholangiocarcinoma	ordo	ORDO:70567	skos:exactMatch	ICD-10:C22.1	ordo.db
Cholangiocarcinoma	ordo	ORDO:70567	skos:narrowMatch	ICD-10:C24.0	ordo.db
Cholangiocarcinoma	ordo	ORDO:70567	skos:narrowMatch	ICD-10:C24.8	ordo.db
Cholangiocarcinoma	ordo	ORDO:70567	skos:narrowMatch	ICD-10:C24.9	ordo.db
Cholesteryl_Ester_Storage_Disease	ordo	ORDO:75234	skos:broadMatch	ICD-10:E75.5	ordo.db
Chondrodysplasia_Blomstrand_Type	ordo	ORDO:50945	skos:broadMatch	ICD-10:Q78.8	ordo.db
Chondrodysplasia_Punctata_Tibial-metacarpal_Type	ordo	ORDO:79346	skos:broadMatch	ICD-10:Q77.3	ordo.db
Chondrodysplasia_With_Joint_Dislocations_gPAPP_Type	ordo	ORDO:280586	skos:broadMatch	ICD-10:M85.0	ordo.db
Chondrosarcoma	ordo	ORDO:55880	skos:broadMatch	ICD-10:C49.9	ordo.db
Chorea-acanthocytosis	ordo	ORDO:2388	skos:broadMatch	ICD-10:E78.6	ordo.db
Choroid_Plexus_Carcinoma	ordo	ORDO:251899	skos:broadMatch	ICD-10:C71.7	ordo.db
Choroideremia	mondo	MONDO:0010557	oio:hasDbXref	ICD10CM:H31.21	mondo.db
Choroideremia	mondo	MONDO:0010557	skos:exactMatch	ICD10CM:H31.21	mondo.db
Choroideremia	ordo	ORDO:180	skos:broadMatch	ICD-10:H31.2	ordo.db
Chromosome_17q12_Deletion_Syndrome	ordo	ORDO:261265	skos:broadMatch	ICD-10:Q93.5	ordo.db
Chromosome_18p_Deletion_Syndrome	ordo	ORDO:1598	skos:broadMatch	ICD-10:Q93.5	ordo.db
Chromosome_2q32-q33_Deletion_Syndrome	ordo	ORDO:251019	skos:broadMatch	ICD-10:Q93.5	ordo.db
Chromosome_2q32-q33_Deletion_Syndrome	ordo	ORDO:576283	skos:broadMatch	ICD-10:Q87.8	ordo.db
Chronic_Granulomatous_Disease	ordo	ORDO:379	skos:broadMatch	ICD-10:D71	ordo.db
Chronic_Intestinal_Pseudoobstruction	ordo	ORDO:2978	skos:broadMatch	ICD-10:K59.8	ordo.db
Chronic_Mucocutaneous_Candidiasis	ordo	ORDO:1334	skos:broadMatch	ICD-10:B37.2	ordo.db
Chronic_Neurovisceral_Acid_Sphingomyelinase_Deficiency	mondo	MONDO:0850058	oio:hasDbXref	ICD10CM:E75.244	mondo.db
Chronic_Neurovisceral_Acid_Sphingomyelinase_Deficiency	mondo	MONDO:0850058	skos:exactMatch	ICD10CM:E75.244	mondo.db
Chronic_Neurovisceral_Acid_Sphingomyelinase_Deficiency	ordo	ORDO:618891	skos:broadMatch	ICD-10:E75.2	ordo.db
Chung-Jansen_Syndrome	ordo	ORDO:589905	skos:broadMatch	ICD-10:Q87.8	ordo.db
Chuvash_Polycythemia	ordo	ORDO:238557	skos:broadMatch	ICD-10:D75.1	ordo.db
Citrullinemia_Type_I	ordo	ORDO:247525	skos:broadMatch	ICD-10:E72.2	ordo.db
Classic_Familial_Adenomatous_Polyposis	ordo	ORDO:733	skos:broadMatch	ICD-10:D12.6	ordo.db
Cleidocranial_Dysplasia	ordo	ORDO:1452	skos:broadMatch	ICD-10:Q74.0	ordo.db
Clouston_Syndrome	ordo	ORDO:189	skos:broadMatch	ICD-10:Q82.8	ordo.db
Coffin-Lowry_Syndrome	ordo	ORDO:192	skos:broadMatch	ICD-10:Q87.0	ordo.db
Coffin_Siris_Syndrome	ordo	ORDO:1465	skos:broadMatch	ICD-10:Q87.1	ordo.db
Cole-Carpenter_Syndrome	ordo	ORDO:2050	skos:broadMatch	ICD-10:Q78.0	ordo.db
Colobomatous_Microphthalmia-Rhizomelic_Dysplasia_Syndrome	ordo	ORDO:424099	skos:broadMatch	ICD-10:Q87.5	ordo.db
Combined_Immunodeficiency_Due_To_CD3gamma_Deficiency	ordo	ORDO:169082	skos:broadMatch	ICD-10:D81.2	ordo.db
Combined_Immunodeficiency_Due_To_CTPS1_Deficiency	ordo	ORDO:420573	skos:broadMatch	ICD-10:D81.2	ordo.db
Combined_Immunodeficiency_Due_To_GINS1_Deficiency	ordo	ORDO:505227	skos:broadMatch	ICD-10:D81.8	ordo.db
Combined_Malonic_and_Methylmalonic_Aciduria	ordo	ORDO:289504	skos:broadMatch	ICD-10:E71.1	ordo.db
Combined_Oxidative_Phosphorylation_Defect_Type_13	ordo	ORDO:319514	skos:broadMatch	ICD-10:E88.8	ordo.db
Combined_Oxidative_Phosphorylation_Defect_Type_21	ordo	ORDO:420733	skos:broadMatch	ICD-10:E88.8	ordo.db
Combined_Oxidative_Phosphorylation_Defect_Type_26	ordo	ORDO:477684	skos:broadMatch	ICD-10:E88.8	ordo.db
Combined_Oxidative_Phosphorylation_Defect_Type_30	ordo	ORDO:478042	skos:broadMatch	ICD-10:E88.8	ordo.db
Combined_Oxidative_Phosphorylation_Defect_Type_4	ordo	ORDO:254925	skos:broadMatch	ICD-10:E88.8	ordo.db
Combined_Oxidative_Phosphorylation_Defect_Type_7	ordo	ORDO:254930	skos:broadMatch	ICD-10:E88.8	ordo.db
Combined_Saposin_Deficiency	ordo	ORDO:139406	skos:broadMatch	ICD-10:E75.2	ordo.db
Congenital_Adrenal_Hyperplasia	ordo	ORDO:418	skos:exactMatch	ICD-10:E25.0	ordo.db
Congenital_Bilateral_Absence_of_Vas_Deferens	ordo	ORDO:48	skos:broadMatch	ICD-10:Q55.4	ordo.db
Congenital_Chloride_Diarrhea	ordo	ORDO:53689	skos:broadMatch	ICD-10:P78.3	ordo.db
Congenital_Dyserythropoietic_Anemia	mondo	MONDO:0019403	oio:hasDbXref	ICD10CM:D64.4	mondo.db
Congenital_Dyserythropoietic_Anemia	mondo	MONDO:0019403	skos:exactMatch	ICD10CM:D64.4	mondo.db
Congenital_Dyserythropoietic_Anemia	ordo	ORDO:85	skos:exactMatch	ICD-10:D64.4	ordo.db
Congenital_Fibrosis_of_the_Extraocular_Muscles	ordo	ORDO:45358	skos:broadMatch	ICD-10:H49.8	ordo.db
Congenital_Heart_Defects_and_Skeletal_Malformations_Syndrome	ordo	ORDO:643503	skos:broadMatch	ICD-10:Q87.8	ordo.db
Congenital_Hydrocephalus	mondo	MONDO:0016349	oio:hasDbXref	ICD10CM:Q03	mondo.db
Congenital_Hydrocephalus	mondo	MONDO:0016349	skos:exactMatch	ICD10CM:Q03	mondo.db
Congenital_Hydrocephalus	ordo	ORDO:2185	skos:narrowMatch	ICD-10:Q03.0	ordo.db
Congenital_Hydrocephalus	ordo	ORDO:2185	skos:narrowMatch	ICD-10:Q03.1	ordo.db
Congenital_Hydrocephalus	ordo	ORDO:2185	skos:narrowMatch	ICD-10:Q03.8	ordo.db
Congenital_Hydrocephalus	ordo	ORDO:2185	skos:narrowMatch	ICD-10:Q03.9	ordo.db
Congenital_Lactase_Deficiency	mondo	MONDO:0009115	oio:hasDbXref	ICD10CM:E73.0	mondo.db
Congenital_Lactase_Deficiency	mondo	MONDO:0009115	skos:exactMatch	ICD10CM:E73.0	mondo.db
Congenital_Lactase_Deficiency	ordo	ORDO:53690	skos:exactMatch	ICD-10:E73.0	ordo.db
Congenital_Myasthenic_Syndrome	ordo	ORDO:590	skos:exactMatch	ICD-10:G70.2	ordo.db
Congenital_Primary_Megaureter	ordo	ORDO:617	skos:exactMatch	ICD-10:Q62.2	ordo.db
Congenital_Sialidosis_Type_2	ordo	ORDO:93400	skos:broadMatch	ICD-10:E77.1	ordo.db
Congenital_Sodium_Diarrhea	ordo	ORDO:103908	skos:broadMatch	ICD-10:K90.8	ordo.db
Congenital_Stationary_Night_Blindness	ordo	ORDO:215	skos:broadMatch	ICD-10:H53.6	ordo.db
Congenital_Sucrase-Isomaltase_Deficiency	ordo	ORDO:35122	skos:broadMatch	ICD-10:E74.3	ordo.db
Congenital_Thrombotic_Thrombocytopenic_Purpura	ordo	ORDO:93583	skos:broadMatch	ICD-10:M31.1	ordo.db
Congenital_Tufting_Enteropathy	ordo	ORDO:92050	skos:broadMatch	ICD-10:P78.3	ordo.db
Congenital_Vertebral-Cardiac-Renal_Anomalies_Syndrome	ordo	ORDO:521438	skos:broadMatch	ICD-10:Q87.8	ordo.db
Constitutional_Mismatch_Repair_Deficiency	ordo	ORDO:252202	skos:broadMatch	ICD-10:D80.8	ordo.db
Cooks_Syndrome	ordo	ORDO:1487	skos:broadMatch	ICD-10:Q84.6	ordo.db
Cori_Forbes_Disease	mondo	MONDO:0009291	oio:hasDbXref	ICD10CM:E74.03	mondo.db
Cori_Forbes_Disease	mondo	MONDO:0009291	skos:exactMatch	ICD10CM:E74.03	mondo.db
Cori_Forbes_Disease	ordo	ORDO:366	skos:broadMatch	ICD-10:E74.0	ordo.db
Corneal_Dystrophy	ordo	ORDO:34533	skos:exactMatch	ICD-10:H18.5	ordo.db
Coronary_Artery_Congenital_Malformation	ordo	ORDO:1081	skos:exactMatch	ICD-10:Q24.5	ordo.db
Corpus_Callosum_Agenesis-Intellectual_Disability-Coloboma-Micrognathia_Syndrome	ordo	ORDO:52055	skos:broadMatch	ICD-10:Q87.8	ordo.db
Cortisone_Reductase_Deficiency	ordo	ORDO:168588	skos:broadMatch	ICD-10:E25.8	ordo.db
Costello_Syndrome	ordo	ORDO:3071	skos:broadMatch	ICD-10:Q87.8	ordo.db
Cowden_Syndrome	ordo	ORDO:201	skos:broadMatch	ICD-10:Q85.8	ordo.db
Cranioectodermal_Dysplasia	ordo	ORDO:1515	skos:broadMatch	ICD-10:Q87.5	ordo.db
Craniofacial-Deafness-Hand_Syndrome	ordo	ORDO:1529	skos:broadMatch	ICD-10:Q87.0	ordo.db
Craniometaphyseal_Dysplasia	ordo	ORDO:1522	skos:broadMatch	ICD-10:Q78.8	ordo.db
Creatine_Transporter_Deficiency	ordo	ORDO:52503	skos:broadMatch	ICD-10:E72.8	ordo.db
Crigler-Najjar_Syndrome	mondo	MONDO:0009044	oio:hasDbXref	ICD10CM:E80.5	mondo.db
Crigler-Najjar_Syndrome	mondo	MONDO:0009044	skos:exactMatch	ICD10CM:E80.5	mondo.db
Crigler-Najjar_Syndrome	ordo	ORDO:205	skos:exactMatch	ICD-10:E80.5	ordo.db
Crouzon_Syndrome	ordo	ORDO:207	skos:broadMatch	ICD-10:Q75.1	ordo.db
Crouzon_Syndrome_with_Acanthosis_Nigricans	ordo	ORDO:93262	skos:broadMatch	ICD-10:Q75.1	ordo.db
Cryoglobulinemic_Vasculitis	ordo	ORDO:91138	skos:broadMatch	ICD-10:D89.1	ordo.db
Cystinosis	mondo	MONDO:0016239	oio:hasDbXref	ICD10CM:E72.04	mondo.db
Cystinosis	mondo	MONDO:0016239	skos:exactMatch	ICD10CM:E72.04	mondo.db
Cystinosis	ordo	ORDO:213	skos:broadMatch	ICD-10:E72.0	ordo.db
Cystinuria	mondo	MONDO:0009067	oio:hasDbXref	ICD10CM:E72.01	mondo.db
Cystinuria	mondo	MONDO:0009067	skos:exactMatch	ICD10CM:E72.01	mondo.db
Cystinuria	ordo	ORDO:214	skos:broadMatch	ICD-10:E72.0	ordo.db
Czech_Dysplasia	ordo	ORDO:137678	skos:broadMatch	ICD-10:Q77.7	ordo.db
D-2-Hydroxyglutaric_Aciduria	ordo	ORDO:79315	skos:broadMatch	ICD-10:E72.8	ordo.db
DECR_Deficiency	ordo	ORDO:431361	skos:broadMatch	ICD-10:G31.8	ordo.db
DGAT1_Deficiency	ordo	ORDO:329242	skos:broadMatch	ICD-10:P78.3	ordo.db
DICER1_Tumor_Predisposition_Syndrome	ordo	ORDO:284343	skos:broadMatch	ICD-10:C34.8	ordo.db
DK1-congenital_disorder_of_glycosylation	ordo	ORDO:91131	skos:broadMatch	ICD-10:E77.8	ordo.db
DLG4-Related_Synaptopathy	mondo	MONDO:0032919	oio:hasDbXref	ICD10CM:QA0.0142	mondo.db
DLG4-Related_Synaptopathy	mondo	MONDO:0032919	skos:exactMatch	ICD10CM:QA0.0142	mondo.db
DONSON-Related_Microcephalic_Primordial_Dwarfism	ordo	ORDO:572761	skos:broadMatch	ICD-10:Q87.1	ordo.db
DOORS_Syndrome	ordo	ORDO:79500	skos:broadMatch	ICD-10:Q87.8	ordo.db
DPM2-congenital_disorder_of_glycosylation	ordo	ORDO:329178	skos:broadMatch	ICD-10:E77.8	ordo.db
DYRK1A_Syndrome	ordo	ORDO:464306	skos:broadMatch	ICD-10:Q87.8	ordo.db
Danon_disease	ordo	ORDO:34587	skos:broadMatch	ICD-10:E74.0	ordo.db
DeSanto-Shinawi_Syndrome	ordo	ORDO:466943	skos:broadMatch	ICD-10:Q87.0	ordo.db
Deficiency_of_Adenosine_Deaminase_2	ordo	ORDO:404553	skos:broadMatch	ICD-10:M30.8	ordo.db
Delpire-McNeill_Syndrome	ordo	ORDO:633024	skos:broadMatch	ICD-10:Q87.8	ordo.db
Dentatorubral-Pallidoluysian_Atrophy	ordo	ORDO:101	skos:broadMatch	ICD-10:G11.8	ordo.db
Denys-Drash_Syndrome	ordo	ORDO:220	skos:broadMatch	ICD-10:N04.1	ordo.db
Dermatosparaxis_Ehlers-Danlos_Syndrome	ordo	ORDO:1901	skos:broadMatch	ICD-10:Q79.6	ordo.db
Developmental_And_Epileptic_Encephalopathy_50	ordo	ORDO:448010	skos:broadMatch	ICD-10:E77.8	ordo.db
Diabetes_Mellitus	mondo	MONDO:0005015	oio:hasDbXref	ICD10CM:E08-E13	mondo.db
Diabetes_Mellitus	mondo	MONDO:0005015	skos:exactMatch	ICD10CM:E08-E13	mondo.db
Diamond-Blackfan_Anemia	ordo	ORDO:124	skos:broadMatch	ICD-10:D61.0	ordo.db
Diaphyseal_Medullary_Stenosis_With_Malignant_Fibrous_Histiocytoma	ordo	ORDO:85182	skos:broadMatch	ICD-10:M89.8	ordo.db
Diastrophic_Dysplasia	mondo	MONDO:0009107	oio:hasDbXref	ICD10CM:Q77.5	mondo.db
Diastrophic_Dysplasia	mondo	MONDO:0009107	skos:exactMatch	ICD10CM:Q77.5	mondo.db
Diastrophic_Dysplasia	ordo	ORDO:628	skos:exactMatch	ICD-10:Q77.5	ordo.db
Diffuse_Astrocytoma	ordo	ORDO:251595	skos:broadMatch	ICD-10:C71.9	ordo.db
Diffuse_Nonepidermolytic_Palmoplantar_Keratoderma	ordo	ORDO:530838	skos:broadMatch	ICD-10:Q82.8	ordo.db
Dihydropyrimidine_Dehydrogenase_Deficiency	ordo	ORDO:1675	skos:broadMatch	ICD-10:E79.8	ordo.db
Dimethylglycine_Dehydrogenase_Deficiency	ordo	ORDO:243343	skos:broadMatch	ICD-10:E72.5	ordo.db
Diphtheria	mondo	MONDO:0005504	oio:hasDbXref	ICD10CM:A36	mondo.db
Diphtheria	mondo	MONDO:0005504	skos:exactMatch	ICD10CM:A36	mondo.db
Diphtheria	ordo	ORDO:1679	skos:narrowMatch	ICD-10:A36.0	ordo.db
Diphtheria	ordo	ORDO:1679	skos:narrowMatch	ICD-10:A36.1	ordo.db
Diphtheria	ordo	ORDO:1679	skos:narrowMatch	ICD-10:A36.2	ordo.db
Diphtheria	ordo	ORDO:1679	skos:narrowMatch	ICD-10:A36.3	ordo.db
Diphtheria	ordo	ORDO:1679	skos:narrowMatch	ICD-10:A36.8	ordo.db
Diphtheria	ordo	ORDO:1679	skos:narrowMatch	ICD-10:A36.9	ordo.db
Dominant_Deafness-Onychodystrophy_Syndrome	ordo	ORDO:79499	skos:broadMatch	ICD-10:Q87.8	ordo.db
Donnai-Barrow_syndrome	ordo	ORDO:2143	skos:broadMatch	ICD-10:Q87.8	ordo.db
