dismech_disorder	parent_mondo	parent_label	uncovered_child_mondo	child_label
Axenfeld-Rieger_syndrome	MONDO:0019187	Axenfeld-Rieger syndrome	MONDO:0008386	Axenfeld-Rieger syndrome type 1
Axenfeld-Rieger_syndrome	MONDO:0019187	Axenfeld-Rieger syndrome	MONDO:0011097	Axenfeld-Rieger syndrome type 2
Axenfeld-Rieger_syndrome	MONDO:0019187	Axenfeld-Rieger syndrome	MONDO:0011233	Axenfeld-Rieger syndrome type 3
BBSome-Related_Retinitis_Pigmentosa	MONDO:0019200	retinitis pigmentosa	MONDO:0000910	retinitis pigmentosa 6
BBSome-Related_Retinitis_Pigmentosa	MONDO:0019200	retinitis pigmentosa	MONDO:0007362	cone-rod dystrophy 2
BBSome-Related_Retinitis_Pigmentosa	MONDO:0019200	retinitis pigmentosa	MONDO:0008377	retinitis pigmentosa 1
BBSome-Related_Retinitis_Pigmentosa	MONDO:0019200	retinitis pigmentosa	MONDO:0008378	retinitis pigmentosa 9
BBSome-Related_Retinitis_Pigmentosa	MONDO:0019200	retinitis pigmentosa	MONDO:0008379	retinitis pigmentosa 10
BBSome-Related_Retinitis_Pigmentosa	MONDO:0019200	retinitis pigmentosa	MONDO:0008381	dominant pericentral pigmentary retinopathy
BBSome-Related_Retinitis_Pigmentosa	MONDO:0019200	retinitis pigmentosa	MONDO:0009984	late-adult onset retinitis pigmentosa
BBSome-Related_Retinitis_Pigmentosa	MONDO:0019200	retinitis pigmentosa	MONDO:0009987	autosomal recessive pericentral pigmentary retinopathy
BBSome-Related_Retinitis_Pigmentosa	MONDO:0019200	retinitis pigmentosa	MONDO:0010259	retinitis pigmentosa 24
BBSome-Related_Retinitis_Pigmentosa	MONDO:0019200	retinitis pigmentosa	MONDO:0010320	retinitis pigmentosa 23
BBSome-Related_Retinitis_Pigmentosa	MONDO:0019200	retinitis pigmentosa	MONDO:0010374	retinitis pigmentosa 34
BBSome-Related_Retinitis_Pigmentosa	MONDO:0019200	retinitis pigmentosa	MONDO:0010723	retinitis pigmentosa 2
BBSome-Related_Retinitis_Pigmentosa	MONDO:0019200	retinitis pigmentosa	MONDO:0010761	retinitis pigmentosa Y-linked
BBSome-Related_Retinitis_Pigmentosa	MONDO:0019200	retinitis pigmentosa	MONDO:0010806	retinitis pigmentosa 13
BBSome-Related_Retinitis_Pigmentosa	MONDO:0019200	retinitis pigmentosa	MONDO:0010827	retinitis pigmentosa 14
BBSome-Related_Retinitis_Pigmentosa	MONDO:0019200	retinitis pigmentosa	MONDO:0010828	retinitis pigmentosa 11
BBSome-Related_Retinitis_Pigmentosa	MONDO:0019200	retinitis pigmentosa	MONDO:0010945	retinitis pigmentosa 17
BBSome-Related_Retinitis_Pigmentosa	MONDO:0019200	retinitis pigmentosa	MONDO:0011075	retinitis pigmentosa 18
BBSome-Related_Retinitis_Pigmentosa	MONDO:0019200	retinitis pigmentosa	MONDO:0011137	retinitis pigmentosa 19
BBSome-Related_Retinitis_Pigmentosa	MONDO:0019200	retinitis pigmentosa	MONDO:0011259	retinitis pigmentosa 22
BBSome-Related_Retinitis_Pigmentosa	MONDO:0019200	retinitis pigmentosa	MONDO:0011630	retinitis pigmentosa 28
BBSome-Related_Retinitis_Pigmentosa	MONDO:0019200	retinitis pigmentosa	MONDO:0011935	retinitis pigmentosa 30
BBSome-Related_Retinitis_Pigmentosa	MONDO:0019200	retinitis pigmentosa	MONDO:0012024	retinitis pigmentosa 26
BBSome-Related_Retinitis_Pigmentosa	MONDO:0019200	retinitis pigmentosa	MONDO:0012363	retinitis pigmentosa 32
BBSome-Related_Retinitis_Pigmentosa	MONDO:0019200	retinitis pigmentosa	MONDO:0012367	retinitis pigmentosa 31
BBSome-Related_Retinitis_Pigmentosa	MONDO:0019200	retinitis pigmentosa	MONDO:0012463	retinitis pigmentosa 35
BBSome-Related_Retinitis_Pigmentosa	MONDO:0019200	retinitis pigmentosa	MONDO:0012477	retinitis pigmentosa 33
BBSome-Related_Retinitis_Pigmentosa	MONDO:0019200	retinitis pigmentosa	MONDO:0012523	retinitis pigmentosa 36
BBSome-Related_Retinitis_Pigmentosa	MONDO:0019200	retinitis pigmentosa	MONDO:0012625	retinitis pigmentosa 37
BBSome-Related_Retinitis_Pigmentosa	MONDO:0019200	retinitis pigmentosa	MONDO:0012796	retinitis pigmentosa 41
BBSome-Related_Retinitis_Pigmentosa	MONDO:0019200	retinitis pigmentosa	MONDO:0012813	retinitis pigmentosa 29
BBSome-Related_Retinitis_Pigmentosa	MONDO:0019200	retinitis pigmentosa	MONDO:0012943	retinitis pigmentosa 46
BBSome-Related_Retinitis_Pigmentosa	MONDO:0019200	retinitis pigmentosa	MONDO:0013052	retinitis pigmentosa 42
BBSome-Related_Retinitis_Pigmentosa	MONDO:0019200	retinitis pigmentosa	MONDO:0013175	retinitis pigmentosa 50
BBSome-Related_Retinitis_Pigmentosa	MONDO:0019200	retinitis pigmentosa	MONDO:0013263	retinitis pigmentosa 54
BBSome-Related_Retinitis_Pigmentosa	MONDO:0019200	retinitis pigmentosa	MONDO:0013274	retinitis pigmentosa 51
BBSome-Related_Retinitis_Pigmentosa	MONDO:0019200	retinitis pigmentosa	MONDO:0013312	retinitis pigmentosa 55
BBSome-Related_Retinitis_Pigmentosa	MONDO:0019200	retinitis pigmentosa	MONDO:0013314	retinitis pigmentosa 56
BBSome-Related_Retinitis_Pigmentosa	MONDO:0019200	retinitis pigmentosa	MONDO:0013315	retinitis pigmentosa 57
BBSome-Related_Retinitis_Pigmentosa	MONDO:0019200	retinitis pigmentosa	MONDO:0013328	retinitis pigmentosa 58
BBSome-Related_Retinitis_Pigmentosa	MONDO:0019200	retinitis pigmentosa	MONDO:0013348	cone-rod dystrophy 15
BBSome-Related_Retinitis_Pigmentosa	MONDO:0019200	retinitis pigmentosa	MONDO:0013402	retinitis pigmentosa 27
BBSome-Related_Retinitis_Pigmentosa	MONDO:0019200	retinitis pigmentosa	MONDO:0013405	retinitis pigmentosa 49
BBSome-Related_Retinitis_Pigmentosa	MONDO:0019200	retinitis pigmentosa	MONDO:0013407	retinitis pigmentosa 47
BBSome-Related_Retinitis_Pigmentosa	MONDO:0019200	retinitis pigmentosa	MONDO:0013413	retinitis pigmentosa 45
BBSome-Related_Retinitis_Pigmentosa	MONDO:0019200	retinitis pigmentosa	MONDO:0013414	retinitis pigmentosa 44
BBSome-Related_Retinitis_Pigmentosa	MONDO:0019200	retinitis pigmentosa	MONDO:0013425	retinitis pigmentosa 20
BBSome-Related_Retinitis_Pigmentosa	MONDO:0019200	retinitis pigmentosa	MONDO:0013429	retinitis pigmentosa 40
BBSome-Related_Retinitis_Pigmentosa	MONDO:0019200	retinitis pigmentosa	MONDO:0013436	retinitis pigmentosa 39
BBSome-Related_Retinitis_Pigmentosa	MONDO:0019200	retinitis pigmentosa	MONDO:0013437	retinitis pigmentosa 43
BBSome-Related_Retinitis_Pigmentosa	MONDO:0019200	retinitis pigmentosa	MONDO:0013447	retinitis pigmentosa 48
BBSome-Related_Retinitis_Pigmentosa	MONDO:0019200	retinitis pigmentosa	MONDO:0013468	retinitis pigmentosa 59
BBSome-Related_Retinitis_Pigmentosa	MONDO:0019200	retinitis pigmentosa	MONDO:0013469	retinitis pigmentosa 38
BBSome-Related_Retinitis_Pigmentosa	MONDO:0019200	retinitis pigmentosa	MONDO:0013516	retinitis pigmentosa 60
BBSome-Related_Retinitis_Pigmentosa	MONDO:0019200	retinitis pigmentosa	MONDO:0013610	retinitis pigmentosa 61
BBSome-Related_Retinitis_Pigmentosa	MONDO:0019200	retinitis pigmentosa	MONDO:0013611	retinitis pigmentosa 62
BBSome-Related_Retinitis_Pigmentosa	MONDO:0019200	retinitis pigmentosa	MONDO:0013780	retinitis pigmentosa 63
BBSome-Related_Retinitis_Pigmentosa	MONDO:0019200	retinitis pigmentosa	MONDO:0013786	cone-rod dystrophy 16
BBSome-Related_Retinitis_Pigmentosa	MONDO:0019200	retinitis pigmentosa	MONDO:0014093	retinitis pigmentosa 66
BBSome-Related_Retinitis_Pigmentosa	MONDO:0019200	retinitis pigmentosa	MONDO:0014186	retinitis pigmentosa with or without situs inversus
BBSome-Related_Retinitis_Pigmentosa	MONDO:0019200	retinitis pigmentosa	MONDO:0014256	retinitis pigmentosa 67
BBSome-Related_Retinitis_Pigmentosa	MONDO:0019200	retinitis pigmentosa	MONDO:0014323	retinitis pigmentosa 68
BBSome-Related_Retinitis_Pigmentosa	MONDO:0019200	retinitis pigmentosa	MONDO:0014345	retinitis pigmentosa 69
BBSome-Related_Retinitis_Pigmentosa	MONDO:0019200	retinitis pigmentosa	MONDO:0014400	retinitis pigmentosa 70
BBSome-Related_Retinitis_Pigmentosa	MONDO:0019200	retinitis pigmentosa	MONDO:0014522	retinal dystrophy and obesity
BBSome-Related_Retinitis_Pigmentosa	MONDO:0019200	retinitis pigmentosa	MONDO:0014618	retinitis pigmentosa 71
BBSome-Related_Retinitis_Pigmentosa	MONDO:0019200	retinitis pigmentosa	MONDO:0014653	retinitis pigmentosa 72
BBSome-Related_Retinitis_Pigmentosa	MONDO:0019200	retinitis pigmentosa	MONDO:0014687	retinitis pigmentosa 73
BBSome-Related_Retinitis_Pigmentosa	MONDO:0019200	retinitis pigmentosa	MONDO:0014692	retinitis pigmentosa 74
BBSome-Related_Retinitis_Pigmentosa	MONDO:0019200	retinitis pigmentosa	MONDO:0014871	retinitis pigmentosa 75
BBSome-Related_Retinitis_Pigmentosa	MONDO:0019200	retinitis pigmentosa	MONDO:0014929	retinitis pigmentosa 76
BBSome-Related_Retinitis_Pigmentosa	MONDO:0019200	retinitis pigmentosa	MONDO:0015013	retinitis pigmentosa 77
BBSome-Related_Retinitis_Pigmentosa	MONDO:0019200	retinitis pigmentosa	MONDO:0030619	retinitis pigmentosa 92
BBSome-Related_Retinitis_Pigmentosa	MONDO:0019200	retinitis pigmentosa	MONDO:0030797	retinitis pigmentosa 93
BBSome-Related_Retinitis_Pigmentosa	MONDO:0019200	retinitis pigmentosa	MONDO:0032577	retinitis pigmentosa 83
BBSome-Related_Retinitis_Pigmentosa	MONDO:0019200	retinitis pigmentosa	MONDO:0032604	retinitis pigmentosa 84
BBSome-Related_Retinitis_Pigmentosa	MONDO:0019200	retinitis pigmentosa	MONDO:0032689	retinitis pigmentosa 85
BBSome-Related_Retinitis_Pigmentosa	MONDO:0019200	retinitis pigmentosa	MONDO:0032834	retinitis pigmentosa 86
BBSome-Related_Retinitis_Pigmentosa	MONDO:0019200	retinitis pigmentosa	MONDO:0032873	retinitis pigmentosa 87 with choroidal involvement
BBSome-Related_Retinitis_Pigmentosa	MONDO:0019200	retinitis pigmentosa	MONDO:0032940	retinitis pigmentosa 88
BBSome-Related_Retinitis_Pigmentosa	MONDO:0019200	retinitis pigmentosa	MONDO:0033563	retinitis pigmentosa 90
BBSome-Related_Retinitis_Pigmentosa	MONDO:0019200	retinitis pigmentosa	MONDO:0036482	retinitis pigmentosa 81
BBSome-Related_Retinitis_Pigmentosa	MONDO:0019200	retinitis pigmentosa	MONDO:0044314	retinitis pigmentosa 78
BBSome-Related_Retinitis_Pigmentosa	MONDO:0019200	retinitis pigmentosa	MONDO:0044320	retinitis pigmentosa 79
BBSome-Related_Retinitis_Pigmentosa	MONDO:0019200	retinitis pigmentosa	MONDO:0800328	retinitis pigmentosa 94, variable age at onset
BBSome-Related_Retinitis_Pigmentosa	MONDO:0019200	retinitis pigmentosa	MONDO:0800348	retinitis pigmentosa 53
BBSome-Related_Retinitis_Pigmentosa	MONDO:0019200	retinitis pigmentosa	MONDO:0800352	retinitis pigmentosa 65
BBSome-Related_Retinitis_Pigmentosa	MONDO:0019200	retinitis pigmentosa	MONDO:0800359	retinitis pigmentosa 64
BBSome-Related_Retinitis_Pigmentosa	MONDO:0019200	retinitis pigmentosa	MONDO:0859308	retinitis pigmentosa 95
BBSome-Related_Retinitis_Pigmentosa	MONDO:0019200	retinitis pigmentosa	MONDO:0859367	retinitis pigmentosa 96
BBSome-Related_Retinitis_Pigmentosa	MONDO:0019200	retinitis pigmentosa	MONDO:0957314	retinitis pigmentosa 97
BBSome-Related_Retinitis_Pigmentosa	MONDO:0019200	retinitis pigmentosa	MONDO:0975840	retinitis pigmentosa 98
BBSome-Related_Retinitis_Pigmentosa	MONDO:0019200	retinitis pigmentosa	MONDO:0978291	retinitis pigmentosa 99
BBSome-Related_Retinitis_Pigmentosa	MONDO:0019200	retinitis pigmentosa	MONDO:0979574	retinitis pigmentosa 100
BBSome-Related_Retinitis_Pigmentosa	MONDO:0019200	retinitis pigmentosa	MONDO:0981164	retinitis pigmentosa 101
BLOC1S1-related_Complex_Neurodevelopmental_Disorder_with_Leukodystrophy	MONDO:0100038	complex neurodevelopmental disorder	MONDO:0000594	pervasive developmental disorder
BLOC1S1-related_Complex_Neurodevelopmental_Disorder_with_Leukodystrophy	MONDO:0100038	complex neurodevelopmental disorder	MONDO:0030060	neurodevelopmental disorder with language impairment and behavioral abnormalities
BLOC1S1-related_Complex_Neurodevelopmental_Disorder_with_Leukodystrophy	MONDO:0100038	complex neurodevelopmental disorder	MONDO:0060622	neurodevelopmental disorder with severe motor impairment and absent language
BLOC1S1-related_Complex_Neurodevelopmental_Disorder_with_Leukodystrophy	MONDO:0100038	complex neurodevelopmental disorder	MONDO:0100148	X-linked complex neurodevelopmental disorder
BLOC1S1-related_Complex_Neurodevelopmental_Disorder_with_Leukodystrophy	MONDO:0100038	complex neurodevelopmental disorder	MONDO:0100456	neonatal encephalopathy with non-epileptic myoclonus
BLOC1S1-related_Complex_Neurodevelopmental_Disorder_with_Leukodystrophy	MONDO:0100038	complex neurodevelopmental disorder	MONDO:0100465	complex neurodevelopmental disorder with or without congenital anomalies
BLOC1S1-related_Complex_Neurodevelopmental_Disorder_with_Leukodystrophy	MONDO:0100038	complex neurodevelopmental disorder	MONDO:0100516	complex neurodevelopmental disorder with motor features
BLOC1S1-related_Complex_Neurodevelopmental_Disorder_with_Leukodystrophy	MONDO:0100038	complex neurodevelopmental disorder	MONDO:0100551	AFG2B-related complex neurodevelopmental disorder with motor features and hearing loss
BLOC1S1-related_Complex_Neurodevelopmental_Disorder_with_Leukodystrophy	MONDO:0100038	complex neurodevelopmental disorder	MONDO:0100620	developmental and epileptic encephalopathy
BLOC1S1-related_Complex_Neurodevelopmental_Disorder_with_Leukodystrophy	MONDO:0100038	complex neurodevelopmental disorder	MONDO:0800439	syndromic complex neurodevelopmental disorder
BLOC1S1-related_Complex_Neurodevelopmental_Disorder_with_Leukodystrophy	MONDO:0100038	complex neurodevelopmental disorder	MONDO:0800443	DEAF1-associated neurodevelopmental disorder
BLOC1S1-related_Complex_Neurodevelopmental_Disorder_with_Leukodystrophy	MONDO:0100038	complex neurodevelopmental disorder	MONDO:0800475	NACC1-related neurodevelopmental disorder with epilepsy, cataracts and episodic irritability
BLOC1S1-related_Complex_Neurodevelopmental_Disorder_with_Leukodystrophy	MONDO:0100038	complex neurodevelopmental disorder	MONDO:1060138	GRIN-related complex neurodevelopmental disorder
BRAF_Mutant_Thyroid_Cancer	MONDO:0005075	thyroid gland papillary carcinoma	MONDO:0003701	thyroid gland diffuse sclerosing papillary carcinoma
BRAF_Mutant_Thyroid_Cancer	MONDO:0005075	thyroid gland papillary carcinoma	MONDO:0004101	multicentric papillary thyroid carcinoma
BRAF_Mutant_Thyroid_Cancer	MONDO:0005075	thyroid gland papillary carcinoma	MONDO:0004102	columnar cell variant thyroid gland papillary carcinoma
BRAF_Mutant_Thyroid_Cancer	MONDO:0005075	thyroid gland papillary carcinoma	MONDO:0004103	tall cell variant thyroid gland papillary carcinoma
BRAF_Mutant_Thyroid_Cancer	MONDO:0005075	thyroid gland papillary carcinoma	MONDO:0006886	thyroid gland papillary and follicular carcinoma
BRAF_Mutant_Thyroid_Cancer	MONDO:0005075	thyroid gland papillary carcinoma	MONDO:0008567	thyroid cancer, nonmedullary, 1
BRAF_V600E_Mutant_Colorectal_Cancer	MONDO:0005575	colorectal cancer	MONDO:0006519	rectal cancer
BRAF_V600E_Mutant_Colorectal_Cancer	MONDO:0005575	colorectal cancer	MONDO:0021063	malignant colon neoplasm
BRAF_V600E_Mutant_Colorectal_Cancer	MONDO:0005575	colorectal cancer	MONDO:0023113	familial colorectal cancer
BRAF_V600E_Mutant_Colorectal_Cancer	MONDO:0005575	colorectal cancer	MONDO:0024331	colorectal carcinoma
BRAF_V600E_Mutant_Colorectal_Cancer	MONDO:0005575	colorectal cancer	MONDO:0024656	colorectal lymphoma
BRAF_V600E_Mutant_NSCLC	MONDO:0005233	non-small cell lung carcinoma	MONDO:0003050	lung large cell carcinoma
BRAF_V600E_Mutant_NSCLC	MONDO:0005233	non-small cell lung carcinoma	MONDO:0056806	non-small cell squamous lung carcinoma
BRAF_V600_Mutant_Melanoma	MONDO:0005012	cutaneous melanoma	MONDO:0000928	eyelid melanoma
BRAF_V600_Mutant_Melanoma	MONDO:0005012	cutaneous melanoma	MONDO:0000929	balloon cell malignant melanoma
BRAF_V600_Mutant_Melanoma	MONDO:0005012	cutaneous melanoma	MONDO:0000930	nodular malignant melanoma
BRAF_V600_Mutant_Melanoma	MONDO:0005012	cutaneous melanoma	MONDO:0005208	amelanotic skin melanoma
BRAF_V600_Mutant_Melanoma	MONDO:0005012	cutaneous melanoma	MONDO:0020638	superficial spreading melanoma
BRAF_V600_Mutant_Melanoma	MONDO:0005012	cutaneous melanoma	MONDO:0023619	lentigo maligna melanoma
BRAF_V600_Mutant_Melanoma	MONDO:0005012	cutaneous melanoma	MONDO:0044785	desmoplastic melanoma
BRAF_V600_Mutant_Melanoma	MONDO:0005012	cutaneous melanoma	MONDO:0850101	spitzoid melanoma
BRCA_Mutant_Prostate_Cancer	MONDO:0008315	prostate cancer	MONDO:0000994	malignant prostate phyllodes tumor
BRCA_Mutant_Prostate_Cancer	MONDO:0008315	prostate cancer	MONDO:0000996	prostate lymphoma
BRCA_Mutant_Prostate_Cancer	MONDO:0008315	prostate cancer	MONDO:0002854	prostate sarcoma
BRCA_Mutant_Prostate_Cancer	MONDO:0008315	prostate cancer	MONDO:0005159	prostate carcinoma
BRCA_Mutant_Prostate_Cancer	MONDO:0008315	prostate cancer	MONDO:0700275	prostate cancer, hereditary
Bacterial_meningitis	MONDO:0006670	bacterial meningitis	MONDO:0000889	haemophilus meningitis
Bacterial_meningitis	MONDO:0006670	bacterial meningitis	MONDO:0001316	streptococcal meningitis
Bacterial_meningitis	MONDO:0006670	bacterial meningitis	MONDO:0002000	anaerobic meningitis
Bacterial_meningitis	MONDO:0006670	bacterial meningitis	MONDO:0006042	meningeal tuberculosis
Bacterial_meningitis	MONDO:0006670	bacterial meningitis	MONDO:0006753	Escherichia coli meningitis
Bacterial_meningitis	MONDO:0006670	bacterial meningitis	MONDO:0006836	Listeria meningitis
Bacterial_meningitis	MONDO:0006670	bacterial meningitis	MONDO:0018059	meningococcal meningitis
Bacterial_meningitis	MONDO:0006670	bacterial meningitis	MONDO:0041825	bacterial meningitis caused by gram-negative bacteria
Bardet-Biedl_Syndrome	MONDO:0015229	Bardet-Biedl syndrome	MONDO:0008854	Bardet-Biedl syndrome 1
Bardet-Biedl_Syndrome	MONDO:0015229	Bardet-Biedl syndrome	MONDO:0010832	Bardet-Biedl syndrome 3
Bardet-Biedl_Syndrome	MONDO:0015229	Bardet-Biedl syndrome	MONDO:0011523	Bardet-Biedl syndrome 6
Bardet-Biedl_Syndrome	MONDO:0015229	Bardet-Biedl syndrome	MONDO:0014432	Bardet-Biedl syndrome 2
Bardet-Biedl_Syndrome	MONDO:0015229	Bardet-Biedl syndrome	MONDO:0014433	Bardet-Biedl syndrome 4
Bardet-Biedl_Syndrome	MONDO:0015229	Bardet-Biedl syndrome	MONDO:0014434	Bardet-Biedl syndrome 5
Bardet-Biedl_Syndrome	MONDO:0015229	Bardet-Biedl syndrome	MONDO:0014435	Bardet-Biedl syndrome 7
Bardet-Biedl_Syndrome	MONDO:0015229	Bardet-Biedl syndrome	MONDO:0014436	Bardet-Biedl syndrome 8
Bardet-Biedl_Syndrome	MONDO:0015229	Bardet-Biedl syndrome	MONDO:0014437	Bardet-Biedl syndrome 9
Bardet-Biedl_Syndrome	MONDO:0015229	Bardet-Biedl syndrome	MONDO:0014438	Bardet-Biedl syndrome 10
Bardet-Biedl_Syndrome	MONDO:0015229	Bardet-Biedl syndrome	MONDO:0014439	Bardet-Biedl syndrome 11
Bardet-Biedl_Syndrome	MONDO:0015229	Bardet-Biedl syndrome	MONDO:0014440	Bardet-Biedl syndrome 12
Bardet-Biedl_Syndrome	MONDO:0015229	Bardet-Biedl syndrome	MONDO:0014441	Bardet-Biedl syndrome 13
Bardet-Biedl_Syndrome	MONDO:0015229	Bardet-Biedl syndrome	MONDO:0014442	Bardet-Biedl syndrome 14
Bardet-Biedl_Syndrome	MONDO:0015229	Bardet-Biedl syndrome	MONDO:0014443	Bardet-Biedl syndrome 15
Bardet-Biedl_Syndrome	MONDO:0015229	Bardet-Biedl syndrome	MONDO:0014444	Bardet-Biedl syndrome 16
Bardet-Biedl_Syndrome	MONDO:0015229	Bardet-Biedl syndrome	MONDO:0014445	Bardet-Biedl syndrome 17
Bardet-Biedl_Syndrome	MONDO:0015229	Bardet-Biedl syndrome	MONDO:0014446	Bardet-Biedl syndrome 18
Bardet-Biedl_Syndrome	MONDO:0015229	Bardet-Biedl syndrome	MONDO:0014447	Bardet-Biedl syndrome 19
Bardet-Biedl_Syndrome	MONDO:0015229	Bardet-Biedl syndrome	MONDO:0014926	Bardet-Biedl syndrome 22
Bardet-Biedl_Syndrome	MONDO:0015229	Bardet-Biedl syndrome	MONDO:0023670	Bardet-Biedl syndrome 20
Bardet-Biedl_Syndrome	MONDO:0015229	Bardet-Biedl syndrome	MONDO:0044308	bardet-biedl syndrome 21
Bartter_Syndrome	MONDO:0015231	Bartter syndrome	MONDO:0009424	Bartter disease type 2
Bartter_Syndrome	MONDO:0015231	Bartter syndrome	MONDO:0010503	Bartter disease type 5
Bartter_Syndrome	MONDO:0015231	Bartter syndrome	MONDO:0011822	Bartter disease type 3
Bartter_Syndrome	MONDO:0015231	Bartter syndrome	MONDO:0016983	Bartter syndrome with hypocalcemia
Bartter_Syndrome	MONDO:0015231	Bartter syndrome	MONDO:0019524	Bartter syndrome type 4
Bartter_Syndrome	MONDO:0015231	Bartter syndrome	MONDO:0100344	Bartter disease type 1
Basal_Cell_Carcinoma	MONDO:0005341	skin basal cell carcinoma	MONDO:0002935	penis basal cell carcinoma
Basal_Cell_Carcinoma	MONDO:0005341	skin basal cell carcinoma	MONDO:0002936	scrotum basal cell carcinoma
Basal_Cell_Carcinoma	MONDO:0005341	skin basal cell carcinoma	MONDO:0002937	nodular basal cell carcinoma
Basal_Cell_Carcinoma	MONDO:0005341	skin basal cell carcinoma	MONDO:0002938	metatypical basal cell carcinoma
Basal_Cell_Carcinoma	MONDO:0005341	skin basal cell carcinoma	MONDO:0002939	skin pigmented basal cell carcinoma
Basal_Cell_Carcinoma	MONDO:0005341	skin basal cell carcinoma	MONDO:0002940	anal margin basal cell carcinoma
Basal_Cell_Carcinoma	MONDO:0005341	skin basal cell carcinoma	MONDO:0002942	sebaceous basal cell carcinoma
Basal_Cell_Carcinoma	MONDO:0005341	skin basal cell carcinoma	MONDO:0002943	external ear basal cell carcinoma
Basal_Cell_Carcinoma	MONDO:0005341	skin basal cell carcinoma	MONDO:0002945	micronodular basal cell carcinoma
Basal_Cell_Carcinoma	MONDO:0005341	skin basal cell carcinoma	MONDO:0002947	adamantinoid basal cell epithelioma
Basal_Cell_Carcinoma	MONDO:0005341	skin basal cell carcinoma	MONDO:0002948	skin fibroepithelial basal cell carcinoma
Basal_Cell_Carcinoma	MONDO:0005341	skin basal cell carcinoma	MONDO:0002949	morpheaform basal cell carcinoma
Basal_Cell_Carcinoma	MONDO:0005341	skin basal cell carcinoma	MONDO:0002950	skin clear cell basal cell carcinoma
Basal_Cell_Carcinoma	MONDO:0005341	skin basal cell carcinoma	MONDO:0002951	skin adenoid basal cell carcinoma
Basal_Cell_Carcinoma	MONDO:0005341	skin basal cell carcinoma	MONDO:0002952	follicular basal cell carcinoma
Basal_Cell_Carcinoma	MONDO:0005341	skin basal cell carcinoma	MONDO:0002953	skin infiltrative basal cell carcinoma
Basal_Cell_Carcinoma	MONDO:0005341	skin basal cell carcinoma	MONDO:0002954	superficial multifocal basal cell carcinoma
Basal_Cell_Carcinoma	MONDO:0005341	skin basal cell carcinoma	MONDO:0002955	vulva basal cell carcinoma
Basal_Cell_Carcinoma	MONDO:0005341	skin basal cell carcinoma	MONDO:0002956	skin cystic basal cell carcinoma
Basal_Cell_Carcinoma	MONDO:0005341	skin basal cell carcinoma	MONDO:0002957	sarcomatoid basal cell carcinoma
Basal_Cell_Carcinoma	MONDO:0005341	skin basal cell carcinoma	MONDO:0002958	signet ring basal cell carcinoma
Basal_Cell_Carcinoma	MONDO:0005341	skin basal cell carcinoma	MONDO:0003264	basosquamous carcinoma
Basal_Cell_Carcinoma	MONDO:0005341	skin basal cell carcinoma	MONDO:0006402	salivary gland basal cell adenocarcinoma
Basal_Cell_Carcinoma	MONDO:0005341	skin basal cell carcinoma	MONDO:0011465	infundibulocystic basal cell carcinoma
Basal_Cell_Carcinoma	MONDO:0005341	skin basal cell carcinoma	MONDO:0019317	follicular atrophoderma-basal cell carcinoma
Bazex_Dupre_Christol_Syndrome	MONDO:0010535	Bazex-Dupre-Christol syndrome	MONDO:0019317	follicular atrophoderma-basal cell carcinoma
Beckwith-Wiedemann_Syndrome	MONDO:0007534	Beckwith-Wiedemann syndrome	MONDO:0016475	Beckwith-Wiedemann syndrome due to imprinting defect of 11p15
Beckwith-Wiedemann_Syndrome	MONDO:0007534	Beckwith-Wiedemann syndrome	MONDO:0016476	Beckwith-Wiedemann syndrome due to CDKN1C mutation
Beckwith-Wiedemann_Syndrome	MONDO:0007534	Beckwith-Wiedemann syndrome	MONDO:0016477	Beckwith-Wiedemann syndrome due to 11p15 microdeletion
Beckwith-Wiedemann_Syndrome	MONDO:0007534	Beckwith-Wiedemann syndrome	MONDO:0016478	Beckwith-Wiedemann syndrome due to 11p15 translocation/inversion
Beckwith-Wiedemann_Syndrome	MONDO:0007534	Beckwith-Wiedemann syndrome	MONDO:0016547	Beckwith-Wiedemann syndrome due to NSD1 mutation
Beckwith-Wiedemann_Syndrome	MONDO:0007534	Beckwith-Wiedemann syndrome	MONDO:0019875	Beckwith-Wiedemann syndrome due to 11p15 microduplication
Beckwith-Wiedemann_Syndrome	MONDO:0007534	Beckwith-Wiedemann syndrome	MONDO:0019923	Beckwith-Wiedemann syndrome due to paternal uniparental disomy of chromosome 11
Beckwith-Wiedemann_Syndrome	MONDO:0007534	Beckwith-Wiedemann syndrome	MONDO:0023182	Franceschini Vardeu Guala syndrome
Bells_Palsy	MONDO:0005665	Bell's palsy	MONDO:0005769	geniculate herpes zoster
Benign_Familial_Infantile_Epilepsy	MONDO:0017615	benign familial infantile epilepsy	MONDO:0012965	seizures, benign familial infantile, 4
Benign_Familial_Infantile_Epilepsy	MONDO:0017615	benign familial infantile epilepsy	MONDO:0042499	benign familial neonatal-infantile seizures 1
Benign_Neonatal_Seizures	MONDO:0016027	benign neonatal seizures	MONDO:0010021	seizures, benign familial neonatal, autosomal recessive
Benign_Neonatal_Seizures	MONDO:0016027	benign neonatal seizures	MONDO:0011990	seizures, benign familial neonatal, 3
Berardinelli_Seip_Congenital_Lipodystrophy	MONDO:0018883	Berardinelli-Seip congenital lipodystrophy	MONDO:0010020	congenital generalized lipodystrophy type 2
