disorder	mondo_id	n_dismech	n_kg	n_overlap	kg_only	dismech_only
BBSome-Related_Retinitis_Pigmentosa	MONDO:0019200	5	96	4	HGNC:10012(RHO);HGNC:10024(RLBP1);HGNC:10254(ROM1);HGNC:10263(RP1);HGNC:10274(RP2);HGNC:10288(RP9);HGNC:10294(RPE65);HGNC:10295(RPGR);HGNC:10521(SAG);HGNC:10729(SEMA4A);HGNC:12406(TUB);HGNC:12423(TULP1);HGNC:12601(USH2A);HGNC:12605(CLRN1);HGNC:12703(BEST1);HGNC:13081(SCAPER);HGNC:1375(CA4);HGNC:14550(CDHR1);HGNC:15446(PRPF31);HGNC:15646(KLHL7);HGNC:15860(PRPF6);HGNC:15865(KIZ);HGNC:15946(RP1L1);HGNC:17090(ARHGEF18);HGNC:17146(ARL2BP);HGNC:17211(DHX38);HGNC:17340(PRPF8);HGNC:17348(PRPF3);HGNC:17349(PRPF4);HGNC:18286(RAX2);HGNC:18362(IMPG2);HGNC:19041(COQ8B);HGNC:19139(POMGNT1);HGNC:19977(RDH12);HGNC:20041(ZNF408);HGNC:20423(SPATA7);HGNC:20603(DHDDS);HGNC:20606(IFT88);HGNC:2074(CLN3);HGNC:2148(CNGA1);HGNC:21485(TBC1D32);HGNC:2151(CNGB1);HGNC:21555(EYS);HGNC:21575(AHI1);HGNC:21653(TOPORS);HGNC:21699(CERKL);HGNC:22219(KIAA1549);HGNC:23302(HKDC1);HGNC:2343(CRB1);HGNC:2383(CRX);HGNC:25018(TMEM216);HGNC:2567(OFD1);HGNC:25808(FAM161A);HGNC:26147(AGBL5);HGNC:26498(ZNF513);HGNC:26527(HGSNAT);HGNC:27232(CFAP418);HGNC:29071(VWA8);HGNC:29077(IFT140);HGNC:29253(CC2D2A);HGNC:29326(SLC7A14);HGNC:29669(IFT43);HGNC:29675(CLCC1);HGNC:30078(REEP6);HGNC:30391(IFT172);HGNC:30859(SNRNP200);HGNC:32528(PRCD);HGNC:34(ABCA4);HGNC:34383(PCARE);HGNC:348(AHR);HGNC:3960(FSCN2);HGNC:4679(GUCA1B);HGNC:4922(HK1);HGNC:5384(IDH3A);HGNC:5385(IDH3B);HGNC:5386(IDH3G);HGNC:6052(IMPDH1);HGNC:6055(IMPG1);HGNC:6685(LRAT);HGNC:6816(MAK);HGNC:694(ARL3);HGNC:7027(MERTK);HGNC:7745(NEK2);HGNC:7974(NR2E3);HGNC:8002(NRL);HGNC:8785(PDE6A);HGNC:8786(PDE6B);HGNC:8789(PDE6G);HGNC:9454(PROM1);HGNC:9921(RBP3);HGNC:9942(PRPH2);HGNC:9990(RGR)	HGNC:30000(BBS9)
BCKDK_Deficiency	MONDO:0013970	1	1	1		
BEST1-Related_Dominant_Retinopathy	MONDO:0700238	1	1	1		
BEST1_Bestrophinopathies	MONDO:0000390	1	4	1	HGNC:18362(IMPG2);HGNC:6055(IMPG1);HGNC:9942(PRPH2)	
BLOC1S1-related_Complex_Neurodevelopmental_Disorder_with_Leukodystrophy	MONDO:0100038	1	250	0	HGNC:10057(RNF13);HGNC:10061(RNF2);HGNC:10152(RNU2-2);HGNC:10258(RORA);HGNC:10585(SCN1A);HGNC:10586(SCN1B);HGNC:10588(SCN2A);HGNC:10590(SCN3A);HGNC:10596(SCN8A);HGNC:10857(SIAH1);HGNC:10866(ST3GAL3);HGNC:10940(SLC1A2);HGNC:10982(SLC25A12);HGNC:11018(SLC32A1);HGNC:11111(SMC1A);HGNC:11142(SIK1);HGNC:11164(SNRPN);HGNC:11273(SPTAN1);HGNC:11275(SPTBN1);HGNC:11411(CDKL5);HGNC:11444(STXBP1);HGNC:11503(SYNJ1);HGNC:11537(TAF4);HGNC:11590(TBR1);HGNC:11631(TCF20);HGNC:11641(TCF7L2);HGNC:11805(TIAM1);HGNC:11968(CNPY3);HGNC:12306(TRIP12);HGNC:12412(TUBB2A);HGNC:12525(UGDH);HGNC:12527(UGP2);HGNC:12729(WARS1);HGNC:12732(WASF1);HGNC:12799(WWOX);HGNC:12852(YWHAG);HGNC:12927(ZNF142);HGNC:12989(ZMYM2);HGNC:13429(RLIM);HGNC:13540(ATP9A);HGNC:13590(FBXO11);HGNC:13607(FBXW11);HGNC:1362(FRRS1L);HGNC:13760(CYFIP2);HGNC:13818(SLC12A5);HGNC:1388(CACNA1A);HGNC:1390(CACNA1C);HGNC:1392(CACNA1E);HGNC:1399(CACNA2D1);HGNC:14135(PIGQ);HGNC:1424(CAD);HGNC:14270(PCDH19);HGNC:14288(NTNG2);HGNC:14406(PTPN23);HGNC:14561(ARHGEF9);HGNC:14677(DEAF1);HGNC:1497(CASK);HGNC:15573(SETBP1);HGNC:15579(TRIM8);HGNC:15736(HID1);HGNC:15751(NAPB);HGNC:15840(KMT2B);HGNC:15917(PLCB1);HGNC:160(ACTL6B);HGNC:16050(MED12L);HGNC:16493(ZMIZ1);HGNC:16712(FBXW7);HGNC:16716(DHX30);HGNC:16816(CHD5);HGNC:16850(CTR9);HGNC:16918(SYNCRIP);HGNC:16974(SRCAP);HGNC:17028(SNF8);HGNC:17340(PRPF8);HGNC:17342(BRWD3);HGNC:17735(TMEM63B);HGNC:1779(CDK8);HGNC:17933(KAT8);HGNC:18044(SLC38A3);HGNC:18060(ARX);HGNC:18410(ZNF292);HGNC:18423(DEPDC5);HGNC:18541(KMT2E);HGNC:18669(PALS1);HGNC:18756(RHOBTB2);HGNC:18786(FAM50A);HGNC:18865(KCNT1);HGNC:18866(KCNT2);HGNC:19036(MAST3);HGNC:1917(CHD2);HGNC:19190(DOCK7);HGNC:19304(SCAF4);HGNC:19338(CDK19);HGNC:19344(DENND5A);HGNC:19347(CUX2);HGNC:19943(TRAPPC4);HGNC:19954(SLC25A22);HGNC:20(AARS1);HGNC:201(ADAM22);HGNC:2021(CLCN3);HGNC:20344(UBR7);HGNC:20566(SV2A);HGNC:20637(DPYSL5);HGNC:20751(WDFY3);HGNC:20898(PGM2L1);HGNC:20973(ADGRL1);HGNC:20990(PHACTR1);HGNC:21701(BRAT1);HGNC:2205(CERT1);HGNC:22474(MED13);HGNC:23089(SLC13A5);HGNC:2309(CPLX1);HGNC:23230(UBA5);HGNC:2326(CPSF3);HGNC:23319(NTNG1);HGNC:23386(MYCBP2);HGNC:23575(ANKRD17);HGNC:2377(MED27);HGNC:23794(PACS2);HGNC:24124(ACTL6A);HGNC:245(ADD3);HGNC:24539(NECAP1);HGNC:2457(CSNK2A1);HGNC:24750(ZNF699);HGNC:24824(FZR1);HGNC:25287(LMBRD2);HGNC:25363(TMEM222);HGNC:25402(OTUD5);HGNC:2550(CELF2);HGNC:2553(CUL3);HGNC:25536(DALRD3);HGNC:25544(MSL2);HGNC:25566(SETD5);HGNC:25640(UFSP2);HGNC:25657(BCORL1);HGNC:25799(GUF1);HGNC:25980(TRMT1);HGNC:26033(PUS7);HGNC:2747(DDX6);HGNC:27609(EMC10);HGNC:28242(HPDL);HGNC:28295(CCDC32);HGNC:28662(DOHH);HGNC:28957(EMC1);HGNC:29010(SETD1A);HGNC:2903(DLG4);HGNC:29040(SZT2);HGNC:29046(FBXO28);HGNC:29136(KDM4B);HGNC:29190(TNRC6B);HGNC:29203(TBC1D24);HGNC:29204(SVBP);HGNC:2938(DMXL2);HGNC:29415(ZNF526);HGNC:29561(ARV1);HGNC:2972(DNM1);HGNC:2989(DOCK3);HGNC:29947(TRAK1);HGNC:30212(TANC2);HGNC:3046(PIGP);HGNC:30563(PARS2);HGNC:30782(NAA15);HGNC:30881(ALG13);HGNC:30892(HUWE1);HGNC:3192(EEF1A2);HGNC:3262(AGO1);HGNC:3263(AGO2);HGNC:3284(EIF4A2);HGNC:3300(EIF5A);HGNC:3668(FGF12);HGNC:3670(FGF13);HGNC:3811(FOXG1);HGNC:4075(GABRA1);HGNC:4076(GABRA2);HGNC:4079(GABRA5);HGNC:4081(GABRB1);HGNC:4082(GABRB2);HGNC:4083(GABRB3);HGNC:4087(GABRG2);HGNC:4092(GAD1);HGNC:4331(GLS);HGNC:4341(GLUL);HGNC:4389(GNAO1);HGNC:4398(GNB2);HGNC:4433(GOT2);HGNC:4507(GABBR2);HGNC:4572(GRIA2);HGNC:4574(GRIA4);HGNC:4580(GRIK2);HGNC:4584(GRIN1);HGNC:4585(GRIN2A);HGNC:4586(GRIN2B);HGNC:4588(GRIN2D);HGNC:4599(GRM7);HGNC:4787(H4C3);HGNC:4790(H4C5);HGNC:4793(H4C9);HGNC:4845(HCN1);HGNC:4851(HTT);HGNC:5035(HNRNPC);HGNC:5048(HNRNPU);HGNC:5193(HS2ST1);HGNC:555(AP1G1);HGNC:567(AP3B2);HGNC:6176(ITPA);HGNC:6196(JARID2);HGNC:6218(KCNA1);HGNC:6220(KCNA2);HGNC:6231(KCNB1);HGNC:6234(KCNC2);HGNC:6254(KCNH5);HGNC:6296(KCNQ2);HGNC:6572(LGI1);HGNC:6743(CAPRIN1);HGNC:6766(MADD);HGNC:6814(MAGEL2);HGNC:6827(MAN2C1);HGNC:6872(MAPK10);HGNC:6884(MAPK8IP3);HGNC:6970(MDH1);HGNC:6971(MDH2);HGNC:6990(MECP2);HGNC:7675(NDN);HGNC:7763(NEUROD2);HGNC:7877(CNOT1);HGNC:7879(CNOT3);HGNC:7887(NOVA2);HGNC:7994(NRCAM);HGNC:800(ATP1A2);HGNC:801(ATP1A3);HGNC:8016(NSF);HGNC:8032(NTRK2);HGNC:8101(OCA2);HGNC:814(ATP2B1);HGNC:851(ATP6V1A);HGNC:8592(PAK3);HGNC:865(ATP6V0A1);HGNC:8717(PCDHGC4);HGNC:8957(PIGA);HGNC:8959(PIGB);HGNC:9099(PLXNA1);HGNC:9154(PNKP);HGNC:9299(PPP2CA);HGNC:9314(PPP3CA);HGNC:947(BAIAP2);HGNC:950(BAP1);HGNC:9557(PSMD12);HGNC:9803(RAC3);HGNC:9839(RALA);HGNC:9962(UPF1)	HGNC:4200(BLOC1S1)
BRAF_Mutant_Thyroid_Cancer	MONDO:0005075	1	1	0	HGNC:11825(NKX2-1)	HGNC:11730(TERT)
BRAF_V600E_Mutant_Colorectal_Cancer	MONDO:0005575	4	45	3	HGNC:10405(RPS20);HGNC:10729(SEMA4A);HGNC:1076(BMPR1A);HGNC:1101(BRCA2);HGNC:11283(SRC);HGNC:11393(AURKA);HGNC:1148(BUB1);HGNC:1149(BUB1B);HGNC:11529(EPCAM);HGNC:11773(TGFBR2);HGNC:11848(TLR2);HGNC:11998(TP53);HGNC:1582(CCND1);HGNC:16627(CHEK2);HGNC:17228(RAD54B);HGNC:2514(CTNNB1);HGNC:2701(DCC);HGNC:27310(FLCN);HGNC:2897(DLC1);HGNC:3373(EP300);HGNC:3690(FGFR3);HGNC:391(AKT1);HGNC:583(APC);HGNC:6407(KRAS);HGNC:6935(MCC);HGNC:7128(MLH3);HGNC:7325(MSH2);HGNC:7329(MSH6);HGNC:7527(MUTYH);HGNC:7896(NPAT);HGNC:795(ATM);HGNC:7989(NRAS);HGNC:8805(PDGFRL);HGNC:9031(PLA2G2A);HGNC:904(AXIN2);HGNC:9121(PMS1);HGNC:9122(PMS2);HGNC:9175(POLD1);HGNC:9177(POLE);HGNC:959(BAX);HGNC:9645(PTPN12);HGNC:9673(PTPRJ)	HGNC:9588(PTEN)
BRAF_V600E_Mutant_NSCLC	MONDO:0005233	1	1	0	HGNC:17098(DICER1)	HGNC:1097(BRAF)
BRAF_V600_Mutant_Melanoma	MONDO:0005012	1	0	0		HGNC:1097(BRAF)
BRCA_Mutant_Prostate_Cancer	MONDO:0008315	2	21	2	HGNC:10050(RNASEL);HGNC:11285(SRD5A2);HGNC:11630(HNF1B);HGNC:14198(ELAC2);HGNC:16627(CHEK2);HGNC:1748(CDH1);HGNC:2235(KLF6);HGNC:29144(EHBP1);HGNC:3393(EPHB2);HGNC:5112(HOXB13);HGNC:6762(MAD1L1);HGNC:7372(MSMB);HGNC:7376(MSR1);HGNC:7534(MXI1);HGNC:7652(NBN);HGNC:777(ZFHX3);HGNC:795(ATM);HGNC:9588(PTEN);HGNC:9823(RAD51D)	
Baraitser-Winter_Cerebrofrontofacial_Syndrome	MONDO:0017579	2	2	2		
Bardet-Biedl_Syndrome	MONDO:0015229	26	28	26	HGNC:28163(CCDC28B);HGNC:28396(TMEM67)	
Barth_Syndrome	MONDO:0010543	1	1	1		
Bartter_Syndrome	MONDO:0015231	6	6	6		
Basal_Cell_Carcinoma	MONDO:0005341	4	0	0		HGNC:11119(SMO);HGNC:11998(TP53);HGNC:16466(SUFU);HGNC:9585(PTCH1)
Bazex_Dupre_Christol_Syndrome	MONDO:0010535	1	0	0		HGNC:26388(ARHGAP36)
Beckwith-Wiedemann_Syndrome	MONDO:0007534	4	4	4		
Benign_Familial_Infantile_Epilepsy	MONDO:0017615	4	5	3	HGNC:6296(KCNQ2);HGNC:6297(KCNQ3)	HGNC:15492(ANKH)
Benign_Neonatal_Seizures	MONDO:0016027	2	2	2		
Berardinelli_Seip_Congenital_Lipodystrophy	MONDO:0018883	4	4	3	HGNC:9236(PPARG)	HGNC:9688(CAVIN1)
Beta-Ketothiolase_Deficiency	MONDO:0008760	1	1	1		
Beta_Mannosidosis	MONDO:0009562	1	1	1		
Bilateral_Striopallidodentate_Calcinosis	MONDO:0008947	7	9	7	HGNC:27015(CMPK2);HGNC:29100(RRP12)	
Binge_Eating_Disorder	MONDO:0005582	1	0	0		HGNC:20867(MCHR2)
Biotin_Thiamine_Responsive_Basal_Ganglia_Disease	MONDO:0011841	1	1	1		
Biotinidase_Deficiency	MONDO:0009665	1	1	1		
Bladder_Urothelial_Carcinoma	MONDO:0005611	4	0	0		HGNC:11998(TP53);HGNC:3434(ERCC2);HGNC:3690(FGFR3);HGNC:9884(RB1)
Blau_Syndrome	MONDO:0008523	1	1	1		
Blepharophimosis_Ptosis_and_Epicanthus_Inversus_Syndrome	MONDO:0007201	1	1	1		
Bloom_Syndrome	MONDO:0008876	1	1	1		
Bohring-Opitz_syndrome	MONDO:0011510	1	1	1		
Borjeson-Forssman-Lehmann_syndrome	MONDO:0010537	1	1	1		
Bosch-Boonstra-Schaaf_Optic_Atrophy_Syndrome	MONDO:0014320	1	1	1		
Bosma_Arhinia_Microphthalmia_Syndrome	MONDO:0011323	1	1	1		
Boucher-Neuhauser_Syndrome	MONDO:0008980	1	1	1		
Brachyolmia	MONDO:0015262	3	2	2		HGNC:6716(LTBP3)
Brachyphalangy_Polydactyly_Tibial_Aplasia_Syndrome	MONDO:0700354	1	0	0		HGNC:4983(HMGB1)
Branchiooculofacial_Syndrome	MONDO:0007235	1	1	1		
Breast_Fibroadenoma	MONDO:0002056	1	0	0		HGNC:11957(MED12)
Breast_Implant_Associated_Anaplastic_Large_Cell_Lymphoma	MONDO:0850112	2	6	2	HGNC:1100(BRCA1);HGNC:1101(BRCA2);HGNC:11998(TP53);HGNC:6192(JAK2)	
Brown-Vialetto-Van_Laere_Syndrome	MONDO:0024537	2	2	2		
Brugada_Syndrome	MONDO:0015263	1	22	1	HGNC:10582(SCN10A);HGNC:10586(SCN1B);HGNC:10589(SCN2B);HGNC:10599(SCNN1A);HGNC:10723(SEMA3A);HGNC:1390(CACNA1C);HGNC:1399(CACNA2D1);HGNC:1402(CACNB2);HGNC:16643(SLMAP);HGNC:16882(HCN4);HGNC:17679(RANGRF);HGNC:17993(TRPM4);HGNC:20665(SCN3B);HGNC:28956(GPD1L);HGNC:379(AKAP9);HGNC:60(ABCC9);HGNC:6239(KCND3);HGNC:6241(KCNE5);HGNC:6243(KCNE3);HGNC:6269(KCNJ8);HGNC:9024(PKP2)	
Budd-Chiari_Syndrome	MONDO:0010947	2	3	2	HGNC:1455(CALR)	
CACNA1A_Related_Disorder	MONDO:0100254	1	1	1		
CACNA1E-Related_Developmental_and_Epileptic_Encephalopathy	MONDO:0032657	1	1	1		
CADASIL_Type_1	MONDO:0007432	1	2	1	HGNC:9476(HTRA1)	
CALFAN_Syndrome	MONDO:0014744	1	1	1		
CANVAS	MONDO:0044720	1	1	1		
CD27-related_lymphoproliferative_and_immune_disorder	MONDO:0014054	1	1	1		
CDH23-associated_pituitary_adenoma_5	MONDO:0054601	1	1	1		
CDKL5_Deficiency_Disorder	MONDO:0100039	1	1	1		
CFAP418-related_Retinal_Ciliopathy	MONDO:0700374	1	1	1		
CHARGE_Syndrome	MONDO:0008965	1	2	1	HGNC:10727(SEMA3E)	
CHD2-Related_Developmental_and_Epileptic_Encephalopathy	MONDO:0014150	1	1	1		
CHRNA1-associated_Fetal_Hypo-akinesia_Disorder_of_Prenatal_Onset	MONDO:0009668	1	6	1	HGNC:10483(RYR1);HGNC:1965(CHRND);HGNC:1967(CHRNG);HGNC:7720(NEB);HGNC:9863(RAPSN)	
CINCA_Syndrome	MONDO:0011776	1	1	1		
CLOVES_Syndrome	MONDO:0013038	1	1	1		
CN_Related_DEE	MONDO:0020630	1	1	1		
COA3-Related_COX_Deficiency	MONDO:0033649	1	1	1		
COA8-Related_COX_Deficiency	MONDO:0033652	1	1	1		
COFS_Syndrome	MONDO:0008926	4	4	4		
COG1-congenital_disorder_of_glycosylation	MONDO:0012637	1	1	1		
COG7-Congenital_Disorder_of_Glycosylation	MONDO:0012118	1	1	1		
COL11A2_Hearing_Loss	MONDO:0011159	1	1	1		
COL11A2_Skeletal_Spectrum	MONDO:0008490	1	2	1	HGNC:2200(COL2A1)	
COPA_Syndrome	MONDO:0014629	2	2	1	HGNC:8087(OAS2)	HGNC:27962(STING1)
COVID-19	MONDO:0100096	2	0	0		HGNC:11876(TMPRSS2);HGNC:13557(ACE2)
COX10-Related_COX_Deficiency	MONDO:0033635	1	1	1		
COX11-Related_COX_Deficiency	MONDO:0859520	1	1	1		
COX14-Related_COX_Deficiency	MONDO:0033639	1	1	1		
COX15-Related_COX_Deficiency	MONDO:0014051	1	1	1		
COX16-Related_COX_Deficiency	MONDO:0859160	1	1	1		
COX18-Related_COX_Deficiency	MONDO:0980970	1	1	1		
COX20-Related_COX_Deficiency	MONDO:0033645	1	1	1		
COX4I1-Related_COX_Deficiency	MONDO:0033651	1	1	1		
COX4I2-Related_Pancreatic_Insufficiency-Anemia-Hyperostosis_Syndrome	MONDO:0012992	1	1	1		
COX5A-Related_COX_Deficiency	MONDO:0033655	1	1	1		
COX6A2-Related_COX_Deficiency	MONDO:0033653	1	1	1		
COX6B1-Related_COX_Deficiency	MONDO:0033637	1	1	1		
COX8A-Related_COX_Deficiency	MONDO:0033650	1	1	1		
COXFA4-Related_COX_Deficiency	MONDO:0033656	1	1	1		
CPLX1-Related_DEE	MONDO:0033372	1	1	1		
CPT1C-Related_Hereditary_Spastic_Paraplegia	MONDO:0014568	1	1	1		
CRADD-Related_Thin_Lissencephaly	MONDO:0013785	1	1	1		
CRB1_Retinal_Dystrophies	MONDO:0013453	1	1	1		
CRX_Related_Retinopathy	MONDO:1040064	1	1	1		
CTLA4_Haploinsufficiency	MONDO:0014493	1	1	1		
CYCS-Related_Thrombocytopenia	MONDO:0012775	1	1	1		
Campomelic_Dysplasia	MONDO:0007251	1	1	1		
Canavan_Disease	MONDO:0010079	1	1	1		
Capillary_Malformation-Arteriovenous_Malformation_Syndrome	MONDO:0012016	2	2	2		
Carbamoyl_Phosphate_Synthetase_I_Deficiency	MONDO:0009376	1	1	1		
Carbonic_Anhydrase_VA_Deficiency	MONDO:0014332	1	1	1		
Cardiofaciocutaneous_Syndrome	MONDO:0015280	5	4	4		HGNC:7989(NRAS)
Cardiospondylocarpofacial_Syndrome	MONDO:0008005	1	1	1		
Carnitine-Acylcarnitine_Translocase_Deficiency	MONDO:0008918	1	1	1		
Carnitine_Palmitoyltransferase_1A_Deficiency	MONDO:0009705	1	1	1		
Carnitine_Palmitoyltransferase_II_Deficiency	MONDO:0015515	1	1	1		
Carvajal_Syndrome	MONDO:0011581	1	1	1		
Central_Areolar_Choroidal_Dystrophy	MONDO:0008982	3	3	3		
Central_Congenital_Hypothyroidism	MONDO:0016410	3	9	3	HGNC:12298(TRH);HGNC:21734(LHX4);HGNC:4877(HESX1);HGNC:6595(LHX3);HGNC:9210(POU1F1);HGNC:9455(PROP1)	
Central_Core_Myopathy	MONDO:0007294	1	1	1		
Central_Nervous_System_Germ_Cell_Tumor	MONDO:0003000	4	1	0	HGNC:12313(JMJD1C)	HGNC:391(AKT1);HGNC:6342(KIT);HGNC:6407(KRAS);HGNC:7989(NRAS)
Central_Nervous_System_Teratoma	MONDO:0002718	1	0	0		HGNC:2934(DMRT1)
Central_Precocious_Puberty	MONDO:0019165	4	4	4		
Centronuclear_Myopathy	MONDO:0018947	4	11	4	HGNC:12403(TTN);HGNC:14153(CCDC78);HGNC:16901(SPEG);HGNC:17797(MAP3K20);HGNC:2568(MAMLD1);HGNC:26190(MTMR14);HGNC:7566(MYF6)	
Cerebellar_Ataxia-Hypogonadism_Syndrome	MONDO:0008935	4	2	2		HGNC:11427(STUB1);HGNC:24949(OTUD4)
Cerebellar_Ataxia_Intellectual_Disability_and_Dysequilibrium	MONDO:0009133	4	5	4	HGNC:30829(TUBB2B)	
Cerebral_Amyloid_Angiopathy	MONDO:0005620	3	3	2	HGNC:6174(ITM2B)	HGNC:613(APOE)
Cerebral_Cavernous_Malformation	MONDO:0000820	3	5	3	HGNC:6855(MAP3K3);HGNC:8975(PIK3CA)	
Cerebrotendinous_Xanthomatosis	MONDO:0008948	1	1	1		
Cernunnos-XLF_deficiency	MONDO:0012650	1	1	1		
Cervical_Adenocarcinoma	MONDO:0005153	5	0	0		HGNC:11389(STK11);HGNC:11998(TP53);HGNC:3430(ERBB2);HGNC:6407(KRAS);HGNC:8975(PIK3CA)
Charcot-Marie-Tooth_Disease	MONDO:0015626	4	69	4	HGNC:10542(SBF1);HGNC:10914(SLC12A6);HGNC:11226(SPG11);HGNC:11474(SURF1);HGNC:11758(TFG);HGNC:12666(VCP);HGNC:12840(YARS1);HGNC:13797(PRX);HGNC:14201(JPH1);HGNC:15968(GDAP1);HGNC:15974(TRIM2);HGNC:16636(KIF1B);HGNC:16841(LITAF);HGNC:16873(FIG4);HGNC:16940(DGAT2);HGNC:17601(CADM3);HGNC:18083(TRPV4);HGNC:19125(FGD4);HGNC:20(AARS1);HGNC:20731(GNB4);HGNC:2135(SBF2);HGNC:2277(COX6A1);HGNC:23537(DHTKD1);HGNC:23573(MORC2);HGNC:23724(ARHGAP19);HGNC:23791(INF2);HGNC:24891(DCAF8);HGNC:25135(LRSAM1);HGNC:25538(DARS2);HGNC:26801(COX18);HGNC:29105(PLEKHG5);HGNC:29427(SH3TC2);HGNC:2961(DYNC1H1);HGNC:2974(DNM2);HGNC:30171(HSPB8);HGNC:30348(POLR3B);HGNC:3239(EGR2);HGNC:3602(FBLN5);HGNC:4162(GARS1);HGNC:4181(GBF1);HGNC:4816(HARS1);HGNC:4922(HK1);HGNC:5246(HSPB1);HGNC:5542(IGHMBP2);HGNC:6182(ITPR3);HGNC:6188(JAG1);HGNC:6215(KARS1);HGNC:6323(KIF5A);HGNC:6636(LMNA);HGNC:6898(MARS1);HGNC:7154(MME);HGNC:7224(MPV17);HGNC:7450(MTMR2);HGNC:7632(NAGLU);HGNC:7679(NDRG1);HGNC:7737(NEFH);HGNC:7739(NEFL);HGNC:799(ATP1A1);HGNC:8768(AIFM1);HGNC:8811(PDK3);HGNC:9117(PMP2);HGNC:9154(PNKP);HGNC:939(BAG3);HGNC:9462(PRPS1);HGNC:9788(RAB7A)	
Charcot-Marie-Tooth_Disease_Type_1	MONDO:0019011	4	5	3	HGNC:16841(LITAF);HGNC:7739(NEFL)	HGNC:4283(GJB1)
Charcot-Marie-Tooth_Disease_Type_2	MONDO:0018993	10	34	9	HGNC:11226(SPG11);HGNC:11758(TFG);HGNC:12666(VCP);HGNC:14201(JPH1);HGNC:15974(TRIM2);HGNC:16636(KIF1B);HGNC:16940(DGAT2);HGNC:18083(TRPV4);HGNC:20(AARS1);HGNC:23537(DHTKD1);HGNC:24891(DCAF8);HGNC:25135(LRSAM1);HGNC:2961(DYNC1H1);HGNC:2974(DNM2);HGNC:30171(HSPB8);HGNC:4816(HARS1);HGNC:5542(IGHMBP2);HGNC:6323(KIF5A);HGNC:6636(LMNA);HGNC:6898(MARS1);HGNC:7154(MME);HGNC:7224(MPV17);HGNC:7632(NAGLU);HGNC:799(ATP1A1);HGNC:9154(PNKP)	HGNC:11184(SORD)
Chediak-Higashi_Syndrome	MONDO:0008963	1	1	1		
Chemotherapy_Induced_Diarrhea	MONDO:0001673	2	15	0	HGNC:11073(SLC9A3);HGNC:11247(SPINT2);HGNC:11438(STX3);HGNC:11529(EPCAM);HGNC:12781(WNT2B);HGNC:13635(PLVAP);HGNC:13806(NEUROG3);HGNC:16526(ACSL5);HGNC:21270(GRWD1);HGNC:2843(DGAT1);HGNC:3018(SLC26A3);HGNC:4688(GUCY2C);HGNC:52293(PERCC1);HGNC:7595(MYO1A);HGNC:7603(MYO5B)	HGNC:12530(UGT1A1);HGNC:3012(DPYD)
Chemotherapy_Induced_Neutropenia	MONDO:0001475	1	26	0	HGNC:11300(SRP19);HGNC:11301(SRP54);HGNC:11302(SRP68);HGNC:11577(TAFAZZIN);HGNC:11647(TCIRG1);HGNC:12731(WAS);HGNC:14579(VPS45);HGNC:16915(HAX1);HGNC:18276(SEC61A1);HGNC:1968(LYST);HGNC:2183(VPS13B);HGNC:2243(COPZ1);HGNC:2439(CSF3R);HGNC:24861(G6PC3);HGNC:2561(CXCR4);HGNC:25792(USB1);HGNC:26926(JAGN1);HGNC:29796(LAMTOR2);HGNC:30664(CLPB);HGNC:3309(ELANE);HGNC:3620(FCGR3B);HGNC:4061(SLC37A4);HGNC:4237(GFI1);HGNC:566(AP3B1);HGNC:6027(CXCR2);HGNC:9766(RAB27A)	HGNC:12530(UGT1A1)
Cherubism	MONDO:0007315	2	1	1		HGNC:21378(OGFRL1)
Childhood_Absence_Epilepsy	MONDO:0010826	5	5	4	HGNC:6199(JRK)	HGNC:11005(SLC2A1)
Cholesteryl_Ester_Storage_Disease	MONDO:0019149	1	1	1		
Chordoma	MONDO:0008978	9	3	1	HGNC:1101(BRCA2);HGNC:26144(PALB2)	HGNC:11103(SMARCB1);HGNC:11110(ARID1A);HGNC:1787(CDKN2A);HGNC:18420(SETD2);HGNC:30064(PBRM1);HGNC:8975(PIK3CA);HGNC:8979(PIK3R1);HGNC:9588(PTEN)
Chorea-acanthocytosis	MONDO:0008695	1	1	1		
Choroid_Plexus_Carcinoma	MONDO:0016718	2	1	1		HGNC:3390(EPHA7)
Chromosome_18p_Deletion_Syndrome	MONDO:0007800	3	0	0		HGNC:11776(TGIF1);HGNC:29090(SMCHD1);HGNC:4388(GNAL)
Chromosome_2q32-q33_Deletion_Syndrome	MONDO:0012864	1	1	1		
Chronic_Beryllium_Disease	MONDO:0015274	1	1	1		
Chronic_Granulomatous_Disease	MONDO:0018305	6	6	6		
Chronic_Intestinal_Pseudoobstruction	MONDO:0017574	2	3	1	HGNC:145(ACTG2);HGNC:3431(ERBB3)	HGNC:3148(TYMP)
Chronic_Neurovisceral_Acid_Sphingomyelinase_Deficiency	MONDO:0850058	1	0	0		HGNC:11120(SMPD1)
Chronic_Primary_Adrenal_Insufficiency	MONDO:0015129	5	15	2	HGNC:11359(STAR);HGNC:1304(MRAP);HGNC:13666(AAAS);HGNC:18155(TXNRD2);HGNC:22923(GMPPA);HGNC:25751(TRAPPC11);HGNC:2590(CYP11A1);HGNC:2591(CYP11B1);HGNC:2593(CYP17A1);HGNC:5218(HSD3B2);HGNC:7863(NNT);HGNC:7960(NR0B1);HGNC:9208(POR)	HGNC:2505(CTLA4);HGNC:360(AIRE);HGNC:61(ABCD1)
Citrin_Deficiency	MONDO:0016602	1	1	1		
