disorder	mondo_id	n_dismech	n_kg	n_overlap	kg_only	dismech_only
Inherited_Retinal_Dystrophy	MONDO:0019118	6	193	6	HGNC:10013(GRK1);HGNC:10024(RLBP1);HGNC:10254(ROM1);HGNC:10263(RP1);HGNC:10274(RP2);HGNC:10288(RP9);HGNC:1037(CFB);HGNC:10457(RS1);HGNC:10521(SAG);HGNC:10526(SALL2);HGNC:10729(SEMA4A);HGNC:11397(PLK4);HGNC:11411(CDKL5);HGNC:11714(TEAD1);HGNC:118(ACO2);HGNC:11822(TIMP3);HGNC:11824(TINF2);HGNC:11891(CLEC3B);HGNC:12269(TREX1);HGNC:12406(TUB);HGNC:12423(TULP1);HGNC:1248(C2);HGNC:12565(UNC119);HGNC:1260(CFAP410);HGNC:12605(CLRN1);HGNC:12703(BEST1);HGNC:13081(SCAPER);HGNC:1318(C3);HGNC:13210(ARL6);HGNC:13436(RPGRIP1);HGNC:1375(CA4);HGNC:1393(CACNA1F);HGNC:14344(C1QTNF5);HGNC:14415(ELOVL4);HGNC:14423(RDH8);HGNC:14550(CDHR1);HGNC:15446(PRPF31);HGNC:15646(KLHL7);HGNC:15860(PRPF6);HGNC:15865(KIZ);HGNC:15946(RP1L1);HGNC:16691(TUBGCP4);HGNC:16980(CFHR3);HGNC:17090(ARHGEF18);HGNC:17110(ADAMTS18);HGNC:17146(ARL2BP);HGNC:17211(DHX38);HGNC:17282(RIMS1);HGNC:17340(PRPF8);HGNC:17348(PRPF3);HGNC:17349(PRPF4);HGNC:1762(CDH3);HGNC:17877(NMNAT1);HGNC:18127(TUBGCP6);HGNC:18243(RCBTB1);HGNC:18286(RAX2);HGNC:18362(IMPG2);HGNC:19041(COQ8B);HGNC:19139(POMGNT1);HGNC:19194(HMCN1);HGNC:19689(RD3);HGNC:19698(KCNV2);HGNC:19963(TTLL5);HGNC:19977(RDH12);HGNC:20041(ZNF408);HGNC:20080(USP45);HGNC:20087(TTC8);HGNC:20202(CACNA2D4);HGNC:2040(CLDN19);HGNC:20423(SPATA7);HGNC:20603(DHDDS);HGNC:20606(IFT88);HGNC:2074(CLN3);HGNC:20771(TUBB4B);HGNC:21043(PITPNM3);HGNC:2148(CNGA1);HGNC:21485(TBC1D32);HGNC:2150(CNGA3);HGNC:2151(CNGB1);HGNC:2153(CNGB3);HGNC:21555(EYS);HGNC:21575(AHI1);HGNC:216(ADAM9);HGNC:21653(TOPORS);HGNC:21699(CERKL);HGNC:22219(KIAA1549);HGNC:2295(CP);HGNC:23198(CYP4V2);HGNC:23302(HKDC1);HGNC:2343(CRB1);HGNC:2383(CRX);HGNC:24682(FLVCR1);HGNC:2475(CST3);HGNC:24783(LRIT3);HGNC:25018(TMEM216);HGNC:2509(CTNNA1);HGNC:25295(TLCD3B);HGNC:25394(SAMD7);HGNC:2558(CX3CR1);HGNC:2567(OFD1);HGNC:25808(FAM161A);HGNC:26147(AGBL5);HGNC:26498(ZNF513);HGNC:26527(HGSNAT);HGNC:27232(CFAP418);HGNC:28486(MFSD8);HGNC:28769(DRAM2);HGNC:28949(IQCB1);HGNC:29021(CEP290);HGNC:29071(VWA8);HGNC:29077(IFT140);HGNC:29253(CC2D2A);HGNC:29326(SLC7A14);HGNC:29669(IFT43);HGNC:29675(CLCC1);HGNC:30078(REEP6);HGNC:30391(IFT172);HGNC:30836(POC1B);HGNC:30859(SNRNP200);HGNC:31371(GPR179);HGNC:31923(LCA5);HGNC:3218(EFEMP1);HGNC:32528(PRCD);HGNC:32685(ARMS2);HGNC:34383(PCARE);HGNC:348(AHR);HGNC:359(AIPL1);HGNC:3602(FBLN5);HGNC:3604(FBN2);HGNC:3960(FSCN2);HGNC:40028(UBAP1L);HGNC:4043(FZD5);HGNC:4206(OPN1MW);HGNC:4221(GDF6);HGNC:4394(GNAT2);HGNC:4598(GRM6);HGNC:4678(GUCA1A);HGNC:4679(GUCA1B);HGNC:4689(GUCY2D);HGNC:47(ABCB6);HGNC:4883(CFH);HGNC:4888(CFHR1);HGNC:4922(HK1);HGNC:5384(IDH3A);HGNC:5385(IDH3B);HGNC:5386(IDH3G);HGNC:5394(CFI);HGNC:6052(IMPDH1);HGNC:6055(IMPG1);HGNC:613(APOE);HGNC:6174(ITM2B);HGNC:6259(KCNJ13);HGNC:6388(KIF11);HGNC:6685(LRAT);HGNC:6816(MAK);HGNC:6888(MAPKAPK3);HGNC:6938(CHST6);HGNC:694(ARL3);HGNC:7027(MERTK);HGNC:7146(TRPM1);HGNC:7745(NEK2);HGNC:791(ATF6);HGNC:794(ATIC);HGNC:7974(NR2E3);HGNC:8002(NRL);HGNC:8082(NYX);HGNC:8091(OAT);HGNC:8522(OTX2);HGNC:8620(PAX6);HGNC:8754(PCYT1A);HGNC:8785(PDE6A);HGNC:8786(PDE6B);HGNC:8787(PDE6C);HGNC:8789(PDE6G);HGNC:9038(PLA2G5);HGNC:9217(POU3F4);HGNC:9454(PROM1);HGNC:9462(PRPS1);HGNC:966(BBS1);HGNC:967(BBS2);HGNC:9768(RAB28);HGNC:9921(RBP3);HGNC:9922(RBP4);HGNC:9936(OPN1LW);HGNC:9940(RDH5);HGNC:9942(PRPH2);HGNC:9990(RGR)	
Intracranial_Berry_Aneurysm	MONDO:0016483	3	5	1	HGNC:11774(TGFBR3);HGNC:2201(COL3A1);HGNC:23140(ANGPTL6);HGNC:3349(ENG)	HGNC:27405(NPNT);HGNC:30720(CBY2)
Isobutyryl-CoA_Dehydrogenase_Deficiency	MONDO:0012648	1	1	1		
Isolated_Woolly_Hair	MONDO:0008686	3	5	3	HGNC:28927(KRT71);HGNC:30839(KRT25)	
Isovaleric_Acidemia	MONDO:0009475	1	1	1		
Jeune_Asphyxiating_Thoracic_Dystrophy	MONDO:0018770	4	26	2	HGNC:13556(IFT122);HGNC:14313(IFT81);HGNC:15901(IFT52);HGNC:18340(WDR19);HGNC:19747(EVC2);HGNC:19960(KIAA0586);HGNC:21862(DYNC2I1);HGNC:24595(DYNC2LI1);HGNC:25660(TTC21B);HGNC:26690(CEP120);HGNC:28482(DYNLT2B);HGNC:29077(IFT140);HGNC:29110(KIAA0753);HGNC:29239(INTU);HGNC:29250(WDR35);HGNC:29262(IFT80);HGNC:2962(DYNC2H1);HGNC:29669(IFT43);HGNC:3497(EVC);HGNC:3682(FGF4);HGNC:4317(GLI1);HGNC:7744(NEK1);HGNC:9380(PRKACA);HGNC:9381(PRKACB)	HGNC:21424(IFT74);HGNC:289(GRK2)
Joubert_syndrome	MONDO:0018772	35	40	35	HGNC:25018(TMEM216);HGNC:26944(TMEM138);HGNC:29162(FAM149B1);HGNC:37234(TMEM231);HGNC:7905(NPHP1)	
Juvenile_Idiopathic_Arthritis	MONDO:0011429	1	11	1	HGNC:11365(STAT4);HGNC:1677(CD247);HGNC:25681(ANKRD55);HGNC:26789(LACC1);HGNC:6008(IL2RA);HGNC:6009(IL2RB);HGNC:6018(IL6);HGNC:7097(MIF);HGNC:9650(PTPN2);HGNC:9652(PTPN22)	
Juvenile_Myoclonic_Epilepsy	MONDO:0009696	4	8	4	HGNC:2020(CLCN2);HGNC:21219(CILK1);HGNC:6199(JRK);HGNC:6297(KCNQ3)	
Juvenile_Open_Angle_Glaucoma	MONDO:0020367	2	3	2	HGNC:3218(EFEMP1)	
Juvenile_Polyposis_Syndrome	MONDO:0017380	4	4	4		
Juvenile_Sialidosis_Type_2	MONDO:0019681	1	1	1		
KBG_Syndrome	MONDO:0007846	1	1	1		
KCNA2-Related_Developmental_and_Epileptic_Encephalopathy	MONDO:0014607	1	1	1		
KCNQ2_Developmental_and_Epileptic_Encephalopathy	MONDO:0013387	1	1	1		
KCNV2_Related_Retinopathy	MONDO:1040063	1	1	1		
KRT1_Keratinopathies	MONDO:0007239	1	2	1	HGNC:6413(KRT10)	
KRT85_Ectodermal_Dysplasia	MONDO:0011177	1	1	1		
Kabuki_Syndrome	MONDO:0016512	2	2	2		
Kallmann_Syndrome	MONDO:0018800	5	23	5	HGNC:10723(SEMA3A);HGNC:11190(SOX10);HGNC:11528(TACR3);HGNC:13831(WDR11);HGNC:15533(SPRY4);HGNC:17616(IL17RD);HGNC:18455(PROK2);HGNC:22788(FEZF1);HGNC:26256(NDNF);HGNC:26821(CCDC141);HGNC:2701(DCC);HGNC:29843(NSMF);HGNC:3072(DUSP6);HGNC:3673(FGF17);HGNC:3762(FLRT3);HGNC:4510(KISS1R);HGNC:4877(HESX1);HGNC:5201(HS6ST1)	
Kanzaki_Disease	MONDO:0012222	1	1	1		
Kennedy_Disease	MONDO:0010735	1	1	1		
Keratoderma_Hereditarium_Mutilans	MONDO:0007422	2	1	1		HGNC:6663(LORICRIN)
Keratosis_Follicularis_Spinulosa_Decalvans	MONDO:0000136	4	3	3		HGNC:2478(CST6)
Kikuchi-Fujimoto_Disease	MONDO:0018864	2	0	0		HGNC:4938(HLA-DPA1);HGNC:4940(HLA-DPB1)
Kilquist_Syndrome	MONDO:0033664	1	1	1		
Kleefstra_Syndrome	MONDO:0012455	2	2	2		
Klinefelter_Syndrome	MONDO:0006823	3	0	0		HGNC:12632(USP9X);HGNC:12637(KDM6A);HGNC:2745(DDX3X)
Kniest_Dysplasia	MONDO:0007987	1	1	1		
Koolen_de_Vries_syndrome	MONDO:0012496	1	1	1		
Kosaki_Overgrowth_Syndrome	MONDO:0014704	1	1	1		
Krabbe_Disease_Due_To_Saposin_A_Deficiency	MONDO:0012720	1	1	1		
Kufor-Rakeb_syndrome	MONDO:0011706	1	1	1		
L-2-Hydroxyglutaric_Aciduria	MONDO:0009370	1	1	1		
L1_Syndrome	MONDO:0017140	1	1	1		
LRBA_Deficiency	MONDO:0013863	1	1	1		
Lafora_Disease	MONDO:0009697	2	2	2		
Landau-Kleffner_Syndrome	MONDO:0009509	1	1	1		
Langerhans_Cell_Histiocytosis	MONDO:0018310	3	3	2	HGNC:7989(NRAS)	HGNC:646(ARAF)
Larsen_Syndrome	MONDO:0007875	1	1	1		
Laryngeal_Squamous_Cell_Carcinoma	MONDO:0005595	3	3	0	HGNC:11905(TNFRSF10B);HGNC:6062(ING1);HGNC:9588(PTEN)	HGNC:11998(TP53);HGNC:1787(CDKN2A);HGNC:8975(PIK3CA)
Laryngotracheoesophageal_Cleft	MONDO:0016060	4	0	0		HGNC:11195(SOX2);HGNC:3800(FOXC1);HGNC:3809(FOXF1);HGNC:9965(RERE)
Late_Complement_Component_Deficiency	MONDO:0015700	5	7	5	HGNC:1352(C8A);HGNC:1354(C8G)	
Leber_Congenital_Amaurosis_10	MONDO:0012723	1	1	1		
Leber_Congenital_Amaurosis_with_Early-Onset_Deafness	MONDO:0060650	1	1	1		
Left_Ventricular_Noncompaction	MONDO:0018901	3	15	1	HGNC:11598(TBX20);HGNC:11949(TNNT2);HGNC:12010(TPM1);HGNC:14000(PRDM16);HGNC:143(ACTC1);HGNC:15710(LDB3);HGNC:15906(MYH7B);HGNC:21086(MIB1);HGNC:29131(PLEKHM2);HGNC:3057(DTNA);HGNC:30577(MIB2);HGNC:6636(LMNA);HGNC:7551(MYBPC3);HGNC:9024(PKP2)	HGNC:11577(TAFAZZIN);HGNC:7988(NRAP)
Leigh_Syndrome	MONDO:0009723	6	13	2	HGNC:29685(IARS2);HGNC:7455(MT-ND1);HGNC:7456(MT-ND2);HGNC:7458(MT-ND3);HGNC:7459(MT-ND4);HGNC:7461(MT-ND5);HGNC:7462(MT-ND6);HGNC:7489(MT-TK);HGNC:7490(MT-TL1);HGNC:7500(MT-TV);HGNC:7501(MT-TW)	HGNC:11474(SURF1);HGNC:7711(NDUFS4);HGNC:7716(NDUFV1);HGNC:8806(PDHA1)
Lenz-Majewski_hyperostotic_dwarfism	MONDO:0007892	1	1	1		
Leri-Weill_Dyschondrosteosis	MONDO:0007481	1	1	1		
Lesch-Nyhan_Syndrome	MONDO:0010298	1	1	1		
Leukoencephalopathy_With_Vanishing_White_Matter	MONDO:0800448	5	6	5	HGNC:21022(AARS2)	
Lichtenstein-Knorr_Syndrome	MONDO:0014572	1	1	1		
Liddle_Syndrome	MONDO:0008323	3	3	3		
Limb-Girdle_Muscular_Dystrophy_Autosomal_Dominant	MONDO:0015151	4	6	4	HGNC:12399(MYOT);HGNC:6636(LMNA)	
Lipoic_Acid_Synthetase_Deficiency	MONDO:0013762	1	1	1		
Lipoid_Proteinosis	MONDO:0009530	1	1	1		
Liposarcoma	MONDO:0005060	8	5	5		HGNC:11998(TP53);HGNC:3508(EWSR1);HGNC:9884(RB1)
Lipoyl_Transferase_1_Deficiency	MONDO:0014576	1	1	1		
Lissencephaly_Spectrum_Disorders	MONDO:0018838	10	25	5	HGNC:12851(YWHAE);HGNC:132(ACTB);HGNC:13664(MACF1);HGNC:14244(RAB18);HGNC:144(ACTG1);HGNC:16133(TBC1D20);HGNC:17063(RAB3GAP1);HGNC:17168(RAB3GAP2);HGNC:17619(NDE1);HGNC:1774(CDK5);HGNC:19129(PSAT1);HGNC:21638(CEP85L);HGNC:2510(CTNNA2);HGNC:2666(DAG1);HGNC:26899(TMTC3);HGNC:4909(HIC1);HGNC:6217(KATNB1);HGNC:6486(LAMB1);HGNC:8923(PHGDH);HGNC:9577(PSPH)	HGNC:12417(TUBG1);HGNC:19139(POMGNT1);HGNC:19743(POMT2);HGNC:2961(DYNC1H1);HGNC:9202(POMT1)
Livedoid_Vasculopathy	MONDO:0025514	2	0	0		HGNC:3542(F5);HGNC:8583(SERPINE1)
Loeys-Dietz_Syndrome	MONDO:0018954	1	7	1	HGNC:11768(TGFB2);HGNC:11769(TGFB3);HGNC:11773(TGFBR2);HGNC:6768(SMAD2);HGNC:6769(SMAD3);HGNC:9853(IPO8)	
Long-Chain_3-Hydroxyacyl-CoA_Dehydrogenase_Deficiency	MONDO:0012173	1	1	1		
Long_QT_Syndrome	MONDO:0019171	11	21	11	HGNC:10582(SCN10A);HGNC:10592(SCN4B);HGNC:11167(SNTA1);HGNC:11604(TBX5);HGNC:16859(NOS1AP);HGNC:379(AKAP9);HGNC:493(ANK2);HGNC:6240(KCNE1);HGNC:6242(KCNE2);HGNC:6266(KCNJ5)	
Lowe_Syndrome	MONDO:0010645	1	1	1		
Lymphangioleiomyomatosis	MONDO:0011705	2	2	2		
Lynch_Syndrome	MONDO:0005835	1	9	0	HGNC:11529(EPCAM);HGNC:11773(TGFBR2);HGNC:6407(KRAS);HGNC:7127(MLH1);HGNC:7325(MSH2);HGNC:7329(MSH6);HGNC:8975(PIK3CA);HGNC:9121(PMS1);HGNC:9122(PMS2)	HGNC:10405(RPS20)
Lysinuric_Protein_Intolerance	MONDO:0009109	1	1	1		
Lysosomal_Acid_Phosphatase_Deficiency	MONDO:0008705	1	1	1		
MALT_Lymphoma	MONDO:0007650	2	5	2	HGNC:3823(FOXP1);HGNC:5477(IGH);HGNC:591(BIRC3)	
MAN2C1-congenital_disorder_of_deglycosylation_2	MONDO:0030770	1	1	1		
MCAD_Deficiency	MONDO:0008721	1	1	1		
MECP2_Duplication_Syndrome	MONDO:0010436	2	0	0		HGNC:6112(IRAK1);HGNC:6990(MECP2)
MED13_Syndrome	MONDO:0032485	1	1	1		
MELAS_Syndrome	MONDO:0010789	2	14	2	HGNC:7419(MT-CO1);HGNC:7421(MT-CO2);HGNC:7422(MT-CO3);HGNC:7455(MT-ND1);HGNC:7459(MT-ND4);HGNC:7462(MT-ND6);HGNC:7481(MT-TF);HGNC:7487(MT-TH);HGNC:7495(MT-TQ);HGNC:7497(MT-TS1);HGNC:7498(MT-TS2);HGNC:7501(MT-TW)	
MGAT2-congenital_disorder_of_glycosylation	MONDO:0008908	1	1	1		
MHC_Class_II_Deficiency	MONDO:0008855	4	4	4		
MITF_Waardenburg_Tietz_Spectrum	MONDO:0018094	1	8	1	HGNC:11094(SNAI2);HGNC:11190(SOX10);HGNC:12442(TYR);HGNC:3178(EDN3);HGNC:3180(EDNRB);HGNC:6343(KITLG);HGNC:8617(PAX3)	
MMACHC-related_Methylmalonic_Aciduria_and_Homocystinuria_cblC_Type	MONDO:0010184	1	2	1	HGNC:9352(PRDX1)	
MPDU1-congenital_disorder_of_glycosylation	MONDO:0012211	1	1	1		
MSI_High_Colorectal_Cancer	MONDO:0005575	1	45	1	HGNC:10405(RPS20);HGNC:10729(SEMA4A);HGNC:1076(BMPR1A);HGNC:1101(BRCA2);HGNC:11283(SRC);HGNC:11393(AURKA);HGNC:1148(BUB1);HGNC:1149(BUB1B);HGNC:11529(EPCAM);HGNC:11773(TGFBR2);HGNC:11848(TLR2);HGNC:11998(TP53);HGNC:1582(CCND1);HGNC:16627(CHEK2);HGNC:17228(RAD54B);HGNC:2514(CTNNB1);HGNC:2701(DCC);HGNC:27310(FLCN);HGNC:2897(DLC1);HGNC:3373(EP300);HGNC:3690(FGFR3);HGNC:391(AKT1);HGNC:583(APC);HGNC:6407(KRAS);HGNC:6935(MCC);HGNC:7127(MLH1);HGNC:7128(MLH3);HGNC:7325(MSH2);HGNC:7329(MSH6);HGNC:7527(MUTYH);HGNC:7896(NPAT);HGNC:795(ATM);HGNC:7989(NRAS);HGNC:8805(PDGFRL);HGNC:8975(PIK3CA);HGNC:9031(PLA2G2A);HGNC:904(AXIN2);HGNC:9121(PMS1);HGNC:9122(PMS2);HGNC:9175(POLD1);HGNC:9177(POLE);HGNC:959(BAX);HGNC:9645(PTPN12);HGNC:9673(PTPRJ)	
MYO6_Hearing_Loss	MONDO:0019497	1	145	1	HGNC:10256(ROR1);HGNC:10887(SIX1);HGNC:10911(SLC12A2);HGNC:11122(SMPX);HGNC:11317(SSBP1);HGNC:11439(STX4);HGNC:11720(TECTA);HGNC:11828(TJP2);HGNC:11877(TMPRSS3);HGNC:12347(TRRAP);HGNC:12597(USH1C);HGNC:1268(TSPEAR);HGNC:12738(WBP2);HGNC:12762(WFS1);HGNC:13281(ESPN);HGNC:13517(CLIC5);HGNC:13552(ATP11A);HGNC:13652(BDP1);HGNC:13733(CDH23);HGNC:1385(CABP2);HGNC:13872(RIPOR2);HGNC:13941(SLC44A4);HGNC:144(ACTG1);HGNC:14674(PCDH15);HGNC:15459(P2RX2);HGNC:15480(DIAPH3);HGNC:15761(OSBPL2);HGNC:16035(STRC);HGNC:1632(CD164);HGNC:16361(WHRN);HGNC:16378(OTOA);HGNC:16400(NLRP3);HGNC:16512(BSND);HGNC:16513(TMC1);HGNC:17009(TRIOBP);HGNC:1718(CDC14A);HGNC:17513(HOMER2);HGNC:18111(CCDC50);HGNC:18141(DCDC2);HGNC:18183(GIPC3);HGNC:18502(TBL1Y);HGNC:18533(USP48);HGNC:19070(THOC1);HGNC:19987(EPHA10);HGNC:20151(SLC17A8);HGNC:20313(PKHD1L1);HGNC:2035(CLDN14);HGNC:2051(CLDN9);HGNC:20844(GPR156);HGNC:21088(SCD5);HGNC:21253(LHFPL5);HGNC:21296(EPS8L2);HGNC:21528(DIABLO);HGNC:2180(COCH);HGNC:2186(COL11A1);HGNC:2187(COL11A2);HGNC:2208(COL4A6);HGNC:23166(PNPT1);HGNC:232(ADCY1);HGNC:23212(MYH14);HGNC:23503(SLITRK6);HGNC:2418(CRYM);HGNC:24579(CIB2);HGNC:25033(LRTOMT);HGNC:25481(TRMU);HGNC:25904(TMTC4);HGNC:25966(ESRP1);HGNC:26158(ELMOD3);HGNC:26257(PDZD7);HGNC:26274(NARS2);HGNC:26401(MARVELD2);HGNC:26521(LOXHD1);HGNC:26703(SYNE4);HGNC:26894(TPRN);HGNC:26901(OTOGL);HGNC:26991(TMEM132E);HGNC:26992(SPNS2);HGNC:27375(MSRB3);HGNC:2799(GRHL2);HGNC:2810(GSDME);HGNC:28741(ILDR1);HGNC:2876(DIAPH1);HGNC:28762(AFG2B);HGNC:29035(PPIP5K2);HGNC:29203(TBC1D24);HGNC:2938(DMXL2);HGNC:29501(GPSM2);HGNC:29502(PJVK);HGNC:30800(TMIE);HGNC:31042(GREB1L);HGNC:31648(MIR96);HGNC:31673(GRXCR1);HGNC:3169(S1PR2);HGNC:31948(CEACAM16);HGNC:32933(CENPP);HGNC:33862(GRXCR2);HGNC:33914(MINAR2);HGNC:33939(CLRN2);HGNC:3420(EPS8);HGNC:3473(ESRRB);HGNC:3496(MPZL2);HGNC:3522(EYA4);HGNC:3815(FOXI1);HGNC:4066(GAB1);HGNC:4167(GAS2);HGNC:4274(GJA1);HGNC:4284(GJB2);HGNC:4285(GJB3);HGNC:4288(GJB6);HGNC:4562(GRAP);HGNC:4893(HGF);HGNC:51(ABCC1);HGNC:5318(TNC);HGNC:6215(KARS1);HGNC:6256(KCNJ10);HGNC:6298(KCNQ4);HGNC:6343(KITLG);HGNC:6653(LMX1A);HGNC:6836(MAP1B);HGNC:6944(MCM2);HGNC:7029(MET);HGNC:7579(MYH9);HGNC:7594(MYO15A);HGNC:7595(MYO1A);HGNC:7597(MYO1C);HGNC:7601(MYO3A);HGNC:7606(MYO7A);HGNC:797(ATOH1);HGNC:815(ATP2B2);HGNC:8515(OTOF);HGNC:8516(OTOG);HGNC:8768(AIFM1);HGNC:8776(PDE1C);HGNC:8818(SLC26A4);HGNC:8950(SERPINB6);HGNC:8984(PI4KB);HGNC:9090(PLS1);HGNC:9217(POU3F4);HGNC:9220(POU4F3);HGNC:9359(SLC26A5);HGNC:9462(PRPS1);HGNC:9679(PTPRQ);HGNC:9944(RDX);HGNC:9966(REST)	
Mabry_Syndrome	MONDO:0016596	7	7	6	HGNC:8966(PIGL)	HGNC:438(ALPL)
Machado_Joseph_Disease	MONDO:0007182	1	1	1		
Maculopapular_Cutaneous_Mastocytosis	MONDO:0019316	1	1	1		
Malignant_Hyperthermia_of_Anesthesia	MONDO:0018493	3	2	2		HGNC:28423(STAC3)
Malignant_Non_Dysgerminomatous_Germ_Cell_Tumor_Of_Ovary	MONDO:0016096	2	1	0	HGNC:1068(BMP15)	HGNC:6407(KRAS);HGNC:8975(PIK3CA)
Malignant_Peripheral_Nerve_Sheath_Tumor	MONDO:0017827	6	2	0	HGNC:23664(SH3PXD2A);HGNC:9476(HTRA1)	HGNC:11103(SMARCB1);HGNC:11998(TP53);HGNC:17101(SUZ12);HGNC:1787(CDKN2A);HGNC:3188(EED);HGNC:7765(NF1)
Malignant_Peritoneal_Mesothelioma	MONDO:0005512	5	0	0		HGNC:1787(CDKN2A);HGNC:18420(SETD2);HGNC:30064(PBRM1);HGNC:427(ALK);HGNC:950(BAP1)
Mandibulofacial_Dysostosis_with_Microcephaly	MONDO:0012516	1	1	1		
Mantle_Cell_Lymphoma	MONDO:0018876	3	3	2	HGNC:5477(IGH)	HGNC:11998(TP53)
Maple_Syrup_Urine_Disease	MONDO:0009563	6	5	5		HGNC:16902(BCKDK)
Marden-Walker_Syndrome	MONDO:0009564	1	1	1		
Maroteaux-Lamy_syndrome	MONDO:0009661	1	1	1		
McKusick-Kaufman_Syndrome	MONDO:0009367	1	1	1		
Meckel_Syndrome	MONDO:0018921	16	19	14	HGNC:13436(RPGRIP1);HGNC:19181(KIF14);HGNC:24519(TCTN3);HGNC:26113(TCTN1);HGNC:26193(CSPP1)	HGNC:26623(TMEM17);HGNC:30497(KIF7)
