drug_id	drug_label	chebi_id	status	disorders
NCIT:C211	Therapeutic Corticosteroid	-	PRESENT_NO_EVIDENCE	Neurosarcoidosis; X-linked cerebral adrenoleukodystrophy
NCIT:C2194	Sorafenib Tosylate	CHEBI:50928	ABSENT	-
NCIT:C2213	Liposomal Daunorubicin Citrate	-	ABSENT	-
NCIT:C2220	Interferon Alfa-N1	-	ABSENT	-
NCIT:C224852	Daratumumab and Hyaluronidase/Teclistamab Regimen	-	ABSENT	-
NCIT:C225	Recombinant Interferon Alfa	-	PRESENT_NO_EVIDENCE	Congenital Dyserythropoietic Anemia
NCIT:C226	Eflornithine	CHEBI:41948	PRESENT_NO_EVIDENCE	Classic Familial Adenomatous Polyposis
NCIT:C2265	Prasterone	CHEBI:28689	ABSENT	-
NCIT:C228	Aluminum Sulfate Anhydrous	-	ABSENT	-
NCIT:C2295	Estradiol	CHEBI:16469	ABSENT	-
NCIT:C2327	Niacinamide	CHEBI:17154	PRESENT_NO_EVIDENCE	Hartnup Disease; Lipoyl Transferase 1 Deficiency
NCIT:C2351	Hyperbaric Oxygen	-	ABSENT	-
NCIT:C236	Amiodarone Hydrochloride	-	ABSENT	-
NCIT:C2379	Uridine Triacetate	-	ABSENT	-
NCIT:C2381	Etanercept	-	PRESENT_NO_EVIDENCE	Deficiency of Adenosine Deaminase 2; Juvenile Idiopathic Arthritis
NCIT:C2388	Liposomal Cytarabine	-	ABSENT	-
NCIT:C2403	Human Papillomavirus Tumor Antigen Vaccine	-	ABSENT	-
NCIT:C2404	Rasburicase	-	PRESENT_NO_EVIDENCE	Burkitt Lymphoma
NCIT:C2413	Recombinant Leukocyte Interleukin	-	ABSENT	-
NCIT:C2423	Recombinant Adenovirus-p53 SCH-58500	-	ABSENT	-
NCIT:C2444	Iodine I 131 Tositumomab	-	ABSENT	-
NCIT:C2455	Palifermin	-	ABSENT	-
NCIT:C247	ACE Inhibitor	CHEBI:35457	PRESENT_NO_EVIDENCE	Duchenne Muscular Dystrophy
NCIT:C2487	Carmustine Implant	-	ABSENT	-
NCIT:C2491	Pegylated Interferon Alfa	-	ABSENT	-
NCIT:C2543	Tositumomab	-	ABSENT	-
NCIT:C2550	Palladium Pd-103	-	ABSENT	-
NCIT:C257	Nonsteroidal Antiinflammatory Drug	CHEBI:35475	PRESENT_NO_EVIDENCE	Ankylosing Spondylitis; Multiple Epiphyseal Dysplasia
NCIT:C2575	Fat Emulsion	-	ABSENT	-
NCIT:C25758	Human Papillomavirus 16 E7 Peptide	-	ABSENT	-
NCIT:C2579	Indium In-111 Ibritumomab Tiuxetan	-	ABSENT	-
NCIT:C2583	Rosiglitazone Maleate	CHEBI:8892	ABSENT	-
NCIT:C2586	Psoralen	CHEBI:27616	ABSENT	-
NCIT:C2588	Gadopentetate Dimeglumine	CHEBI:31797	ABSENT	-
NCIT:C2595	Candida Albicans Skin Test Reagent	-	ABSENT	-
NCIT:C2603	Donepezil Hydrochloride	CHEBI:4696	ABSENT	-
NCIT:C2629	Valganciclovir	CHEBI:63635	PRESENT_WITH_EVIDENCE	Cytomegalovirus Retinitis
NCIT:C2634	Digitoxin	CHEBI:28544	ABSENT	-
NCIT:C2639	Taurolidine	-	ABSENT	-
NCIT:C2643	Trivalent Influenza Vaccine	-	ABSENT	-
NCIT:C26444	Golnerminogene Pradenovec	-	ABSENT	-
NCIT:C2645	Doxercalciferol	-	ABSENT	-
NCIT:C2654	Ipilimumab	-	PRESENT_NO_EVIDENCE	Uveal Melanoma
NCIT:C2656	Halofuginone Hydrobromide	-	ABSENT	-
NCIT:C2660	Tetanus Toxoid Vaccine	-	ABSENT	-
NCIT:C26638	Clofarabine	CHEBI:681569	ABSENT	-
NCIT:C26639	Epoetin Beta	-	ABSENT	-
NCIT:C2664	Fibrin Sealant	-	ABSENT	-
NCIT:C26641	Buspirone Hydrochloride	CHEBI:3224	ABSENT	-
NCIT:C26642	Dexmethylphenidate	-	ABSENT	-
NCIT:C26643	Dextroamphetamine-Amphetamine	-	ABSENT	-
NCIT:C26644	Eribulin Mesylate	-	ABSENT	-
NCIT:C26656	Juven	-	ABSENT	-
NCIT:C26657	Levocarnitine	CHEBI:16347	PRESENT_NO_EVIDENCE	Inborn Disorder of Cobalamin Metabolism and Transport; L-2-Hydroxyglutaric Aciduria; Sengers syndrome
NCIT:C26661	Modafinil	-	ABSENT	-
NCIT:C26667	Zileuton	CHEBI:10112	ABSENT	-
NCIT:C26670	Sildenafil Citrate	CHEBI:58987	ABSENT	-
NCIT:C26671	Silymarin	-	ABSENT	-
NCIT:C26673	Sunitinib Malate	-	ABSENT	-
NCIT:C2668	Lenalidomide	CHEBI:63791	PRESENT_NO_EVIDENCE	Follicular Lymphoma; Myelodysplastic Syndrome; POEMS Syndrome; Plasma Cell Neoplasm
NCIT:C2673	Clopidogrel Bisulfate	CHEBI:3759	ABSENT	-
NCIT:C2688	Nab-paclitaxel	-	ABSENT	-
NCIT:C2693	Erlotinib Hydrochloride	CHEBI:53509	ABSENT	-
NCIT:C2695	Epoetin Alfa	-	ABSENT	-
NCIT:C2702	Vincristine Sulfate Liposome	-	ABSENT	-
NCIT:C2733	Nimotuzumab	-	ABSENT	-
NCIT:C2737	Vandetanib	CHEBI:49960	PRESENT_WITH_EVIDENCE	Medullary Thyroid Carcinoma
NCIT:C278	Anti-Thymocyte Globulin	-	ABSENT	-
NCIT:C2814	Tetanus Toxoid Aluminum Phosphate Adsorbed Vaccine	-	ABSENT	-
NCIT:C2828	Topotecan Hydrochloride	-	ABSENT	-
NCIT:C285	Ascorbic Acid	CHEBI:29073	PRESENT_NO_EVIDENCE	Acne Vulgaris
NCIT:C28515	Glutamic Acid Hydrochloride	-	ABSENT	-
NCIT:C286	Asparaginase	-	ABSENT	-
NCIT:C287	Aspirin	CHEBI:15365	PRESENT_NO_EVIDENCE	Anterior Spinal Artery Syndrome; Antiphospholipid Syndrome; Carotid web; Central Retinal Artery Occlusion; Cervical Artery Dissection; Essential Thrombocythemia; Fibromuscular Dysplasia; Giant Cell Arteritis; Lynch Syndrome; Neuropsychiatric Systemic Lupus Erythematosus; Polycythemia Vera; Postinfectious Vasculitis; Preeclampsia; Susac Syndrome; Vertebral Artery Insufficiency
NCIT:C288	Azacitidine	CHEBI:2038	PRESENT_NO_EVIDENCE	Chronic Myelomonocytic Leukemia; Juvenile Myelomonocytic Leukemia; Myelodysplastic Syndrome
NCIT:C28811	Adefovir Dipivoxil	-	ABSENT	-
NCIT:C28816	Alprostadil	CHEBI:15544	PRESENT_NO_EVIDENCE	Dextro-Transposition of the Great Arteries; Sneddon syndrome
NCIT:C28818	Amantadine Hydrochloride	CHEBI:2619	ABSENT	-
NCIT:C28858	Baclofen	CHEBI:2972	PRESENT_NO_EVIDENCE	BLOC1S1-related Complex Neurodevelopmental Disorder with Leukodystrophy; Hereditary Spastic Paraplegia; Lesch-Nyhan Syndrome; Stiff Person Syndrome
NCIT:C28920	Cetirizine Hydrochloride	-	ABSENT	-
NCIT:C28934	Clobetasol Propionate	CHEBI:31414	ABSENT	-
NCIT:C28941	Cosyntropin	CHEBI:3901	ABSENT	-
NCIT:C28947	Cyclobenzaprine	CHEBI:3996	ABSENT	-
NCIT:C28949	Cyproheptadine Hydrochloride	CHEBI:650917	ABSENT	-
NCIT:C28989	Adapalene	CHEBI:31174	PRESENT_NO_EVIDENCE	Acne Vulgaris
NCIT:C29056	Fluocinonide	-	ABSENT	-
NCIT:C29249	Mesalamine	CHEBI:6775	ABSENT	-
NCIT:C29268	Mometasone Furoate	CHEBI:47564	ABSENT	-
NCIT:C29291	Nisoldipine	-	ABSENT	-
NCIT:C29294	Nitroglycerin	CHEBI:28787	ABSENT	-
NCIT:C29306	Oxandrolone	CHEBI:7820	ABSENT	-
NCIT:C29345	Pancrelipase	-	PRESENT_NO_EVIDENCE	COX4I2-Related Pancreatic Insufficiency-Anemia-Hyperostosis Syndrome; Pancreatic Agenesis
NCIT:C29385	Propoxyphene Hydrochloride	CHEBI:8498	ABSENT	-
NCIT:C29406	Rifamycin	CHEBI:26580	ABSENT	-
NCIT:C29451	Sertraline Hydrochloride	CHEBI:9124	ABSENT	-
NCIT:C29486	Tamsulosin Hydrochloride	CHEBI:9399	ABSENT	-
NCIT:C29487	Tazarotene	CHEBI:32184	ABSENT	-
NCIT:C29499	Thrombin Alfa	-	ABSENT	-
NCIT:C29536	Valproic Acid	CHEBI:39867	PRESENT_NO_EVIDENCE	ADGRG1-related Bilateral Frontoparietal Polymicrogyria; Angelman Syndrome; Generalized Epilepsy with Febrile Seizures Plus; Jeavons Syndrome; Lissencephaly Spectrum Disorders; Miller-Dieker Lissencephaly Syndrome; Mowat-Wilson syndrome; Pentanucleotide Repeat Familial Adult Myoclonus Epilepsy; Sensory Ataxic Neuropathy, Dysarthria, and Ophthalmoparesis; Wolf-Hirschhorn_Syndrome
NCIT:C298	BCG Vaccine	-	PRESENT_NO_EVIDENCE	Transitional Cell Carcinoma
NCIT:C299	Beclomethasone Dipropionate	CHEBI:3002	ABSENT	-
NCIT:C312	Bleomycin Sulfate	CHEBI:34582	ABSENT	-
NCIT:C317	Bromocriptine Mesylate	CHEBI:3182	ABSENT	-
NCIT:C320	Buserelin	-	ABSENT	-
NCIT:C321	Busulfan	CHEBI:28901	ABSENT	-
NCIT:C325	CA-125 Antigen	-	ABSENT	-
NCIT:C330	Calcitriol	CHEBI:17823	PRESENT_NO_EVIDENCE	CKD-Mineral Bone Disorder; Fanconi Renotubular Syndrome; Fibrous Dysplasia; Pseudohypoparathyroidism; X-Linked Hypophosphatemia
NCIT:C332	Calcium Carbonate	CHEBI:3311	PRESENT_NO_EVIDENCE	CKD-Mineral Bone Disorder
NCIT:C336	Calcium Gluconate	-	ABSENT	-
NCIT:C33987	Peginterferon Alfa-2a	-	ABSENT	-
NCIT:C340	Captopril	CHEBI:3380	PRESENT_NO_EVIDENCE	Sengers syndrome; Sneddon syndrome
NCIT:C341	Carbamazepine	CHEBI:3387	PRESENT_NO_EVIDENCE	Akinetopsia; Benign Familial Infantile Epilepsy; Benign Neonatal Seizures; Episodic Ataxia; Familial Sleep-Related Hypermotor Epilepsy; Hepatic Fibrinogen Storage Disease; Temple-Baraitser Syndrome; Thomsen and Becker disease
NCIT:C349	Carmustine	CHEBI:3423	ABSENT	-
NCIT:C362	Chlorambucil	CHEBI:28830	ABSENT	-
NCIT:C374	Cimetidine	CHEBI:3699	ABSENT	-
NCIT:C37452	Ixabepilone	CHEBI:63605	ABSENT	-
NCIT:C37453	Efaproxiral	-	ABSENT	-
NCIT:C375	Ciprofloxacin	CHEBI:100241	PRESENT_NO_EVIDENCE	Traveler's Diarrhea; Tularemia
NCIT:C376	Cisplatin	CHEBI:27899	PRESENT_NO_EVIDENCE	Central Nervous System Teratoma; Cervical Adenocarcinoma; Cervical Cancer; Esophageal Carcinoma; Esophageal Squamous Cell Carcinoma; FGFR-Altered Cholangiocarcinoma; Gallbladder Cancer; HPV-Negative Head and Neck Cancer; HPV-Positive Head and Neck Cancer; Hepatoblastoma; IDH-Mutant Cholangiocarcinoma; Malignant Mesothelioma; Malignant Non-Dysgerminomatous Germ Cell Tumor Of Ovary; Malignant Peritoneal Mesothelioma; Medulloblastoma; Nasopharyngeal Carcinoma; Neuroblastoma; Oral Cavity Squamous Cell Carcinoma; Osteosarcoma; Postcricoid Region Cancer; Testicular Seminoma; Thymoma; Transitional Cell Carcinoma; Urinary Bladder Small Cell Neuroendocrine Carcinoma; Yolk Sac Tumor
NCIT:C37899	Tanespimycin	CHEBI:64153	ABSENT	-
NCIT:C38141	Pneumococcal 7-Valent Conjugate Vaccine	-	ABSENT	-
NCIT:C38679	Yttrium Y 90 Glass Microspheres	-	ABSENT	-
NCIT:C38685	Siplizumab	-	ABSENT	-
NCIT:C38690	Muparfostat	-	ABSENT	-
NCIT:C38691	Phentolamine Mesylate	-	ABSENT	-
NCIT:C38693	Paricalcitol	CHEBI:7931	PRESENT_NO_EVIDENCE	CKD-Mineral Bone Disorder
NCIT:C38696	Moxifloxacin Hydrochloride	CHEBI:7008	ABSENT	-
NCIT:C38703	Lamotrigine	CHEBI:6367	PRESENT_NO_EVIDENCE	Angelman Syndrome; Lissencephaly Spectrum Disorders; Miller-Dieker Lissencephaly Syndrome; Thomsen and Becker disease; Visual Snow Syndrome; Wiedemann-Steiner Syndrome
NCIT:C38705	Absorbable Gelatin Sponge	-	ABSENT	-
NCIT:C38709	Deslorelin	-	ABSENT	-
NCIT:C38712	Carbon-11 Acetate	-	ABSENT	-
NCIT:C38713	Dasatinib	-	ABSENT	-
NCIT:C38716	Anidulafungin	CHEBI:55346	ABSENT	-
NCIT:C38717	Anakinra	-	PRESENT_NO_EVIDENCE	Adult-Onset Still Disease; CINCA Syndrome; Juvenile Idiopathic Arthritis; Kawasaki Disease; Wissler syndrome
NCIT:C38726	Synthetic Human Papillomavirus 16 E6 Peptide	-	ABSENT	-
NCIT:C395	Therapeutic Cortisone	CHEBI:16962	ABSENT	-
NCIT:C405	Cyclophosphamide	CHEBI:4026	PRESENT_NO_EVIDENCE	Alveolar Rhabdomyosarcoma; Desmoplastic Small Round Cell Tumor; Neuroblastoma
NCIT:C406	Cyclosporine	CHEBI:4031	PRESENT_NO_EVIDENCE	Autoimmune Polyendocrine Syndrome Type 1; Cogan Syndrome; Focal Segmental Glomerulosclerosis; Hemophagocytic Lymphohistiocytosis; Kawasaki Disease; Minimal Change Disease; Pars Planitis; Rosacea; Satoyoshi Syndrome; Ullrich congenital muscular dystrophy; Vogt-Koyanagi-Harada Disease
NCIT:C408	Cytarabine	CHEBI:28680	PRESENT_NO_EVIDENCE	Acute Megakaryoblastic Leukemia; Acute Myeloid Leukemia with CEBPA Somatic Mutations; Langerhans Cell Histiocytosis
NCIT:C411	Dacarbazine	CHEBI:4305	PRESENT_NO_EVIDENCE	Classic Hodgkin Lymphoma
NCIT:C412	Dactinomycin	CHEBI:27666	PRESENT_NO_EVIDENCE	Alveolar Rhabdomyosarcoma; Embryonal Rhabdomyosarcoma; Gestational Trophoblastic Neoplasm; Pleuropulmonary Blastoma; Sarcoma Of Cervix Uteri; Wilms Tumor
NCIT:C415	Dapsone	CHEBI:4325	PRESENT_NO_EVIDENCE	Allergic Cutaneous Vasculitis; Leprosy; Wissler syndrome
NCIT:C422	Dexamethasone	CHEBI:41879	PRESENT_NO_EVIDENCE	Acute Promyelocytic Leukemia, PML-RARA; Bacterial meningitis; COVID-19; Cortisone Reductase Deficiency; Familial hyperaldosteronism type I; Hemophagocytic Lymphohistiocytosis; Labyrinthitis; familial hyperaldosteronism
NCIT:C428	Diazoxide	CHEBI:4495	PRESENT_NO_EVIDENCE	Beckwith-Wiedemann Syndrome; Congenital Isolated Hyperinsulinism; Kabuki Syndrome
NCIT:C433	Diethylstilbestrol	CHEBI:41922	ABSENT	-
NCIT:C436	Hydromorphone Hydrochloride	CHEBI:5791	ABSENT	-
NCIT:C474	Epirubicin Hydrochloride	-	ABSENT	-
NCIT:C47403	Aripiprazole	CHEBI:31236	PRESENT_NO_EVIDENCE	Conduct Disorder; Kufor-Rakeb syndrome; Obsessive-Compulsive Disorder; Tourette Syndrome
NCIT:C47408	Azelastine Hydrochloride	CHEBI:2951	ABSENT	-
NCIT:C47409	Balsalazide Disodium	CHEBI:59164	ABSENT	-
NCIT:C47414	Bimatoprost	CHEBI:51230	ABSENT	-
NCIT:C47518	Escitalopram Oxalate	-	ABSENT	-
NCIT:C47581	Levetiracetam	CHEBI:6437	PRESENT_NO_EVIDENCE	ADGRG1-related Bilateral Frontoparietal Polymicrogyria; Angelman Syndrome; EML1-related Ribbon-like Subcortical Heterotopia; Generalized Epilepsy with Febrile Seizures Plus; Jeavons Syndrome; Mowat-Wilson syndrome; Pentanucleotide Repeat Familial Adult Myoclonus Epilepsy; Sialidosis type 1; Wolf-Hirschhorn_Syndrome
NCIT:C47650	Palonosetron Hydrochloride	-	ABSENT	-
NCIT:C47700	Quetiapine Fumarate	CHEBI:8708	ABSENT	-
NCIT:C47707	Rivastigmine Tartrate	CHEBI:64358	ABSENT	-
NCIT:C47743	Tadalafil	-	ABSENT	-
NCIT:C47766	Travoprost	CHEBI:746859	ABSENT	-
NCIT:C479	Estramustine	CHEBI:4868	ABSENT	-
NCIT:C47983	Diclofenac Potassium	CHEBI:4508	ABSENT	-
NCIT:C47984	Diclofenac Sodium	CHEBI:4509	ABSENT	-
NCIT:C47994	Fentanyl Citrate	CHEBI:31602	ABSENT	-
NCIT:C48007	Ondansetron Hydrochloride	-	ABSENT	-
NCIT:C48010	Oxycodone Hydrochloride	CHEBI:7859	ABSENT	-
NCIT:C48027	Triamcinolone Acetonide	-	ABSENT	-
NCIT:C482	Estrogens, Conjugated	-	ABSENT	-
NCIT:C48375	Nilotinib	CHEBI:52172	PRESENT_NO_EVIDENCE	Chronic Myeloid Leukemia, BCR-ABL1 Positive; KIT Mutant Melanoma
NCIT:C48382	Bardoxolone	-	ABSENT	-
NCIT:C48385	Degarelix	-	ABSENT	-
NCIT:C48386	Eculizumab	-	PRESENT_NO_EVIDENCE	Atypical Hemolytic Uremic Syndrome; Guillain-Barre Syndrome; Malignant Atrophic Papulosis; Neuromyelitis Optica; Neuromyelitis Optica Spectrum Disorder; Neuromyelitis Optica Spectrum Disorder with Anti-AQP4 Antibodies; Optic Neuritis
NCIT:C48387	Everolimus	-	ABSENT	-
NCIT:C48406	Veltuzumab	-	ABSENT	-
NCIT:C486	Ethinyl Estradiol	CHEBI:4903	ABSENT	-
NCIT:C48636	Lenvatinib Mesylate	-	ABSENT	-
NCIT:C487	Ethiodized Oil	-	ABSENT	-
NCIT:C488	Amifostine	-	ABSENT	-
NCIT:C48812	Belinostat	CHEBI:61076	ABSENT	-
NCIT:C49085	Tremelimumab	-	PRESENT_NO_EVIDENCE	Hepatocellular Carcinoma
NCIT:C49094	Neratinib	CHEBI:61397	PRESENT_NO_EVIDENCE	HER2-Positive Breast Cancer
NCIT:C491	Etoposide	CHEBI:4911	PRESENT_NO_EVIDENCE	Central Nervous System Teratoma; Choroid Plexus Carcinoma; Desmoplastic Small Round Cell Tumor; Ewing Sarcoma; Gastroenteropancreatic Neuroendocrine Neoplasm; Gestational Trophoblastic Neoplasm; Hemophagocytic Lymphohistiocytosis; Malignant Non-Dysgerminomatous Germ Cell Tumor Of Ovary; Neuroblastoma; Pineoblastoma; Retinoblastoma; Testicular Seminoma; Urinary Bladder Small Cell Neuroendocrine Carcinoma; Yolk Sac Tumor
NCIT:C49176	Palbociclib	-	ABSENT	-
NCIT:C49234	Lenograstim	-	ABSENT	-
NCIT:C493	Omega-3 Fatty Acid	CHEBI:25681	PRESENT_NO_EVIDENCE	Hyperlipidemia
NCIT:C495	Recombinant Interferon Beta	-	ABSENT	-
NCIT:C500	Fluconazole	CHEBI:46081	PRESENT_NO_EVIDENCE	Autoimmune Polyendocrine Syndrome Type 1; Autoimmune Polyendocrinopathy; Coccidioidomycosis
NCIT:C504	Floxuridine	CHEBI:60761	ABSENT	-
NCIT:C505	Fluorouracil	CHEBI:46345	PRESENT_NO_EVIDENCE	Anal Canal Carcinoma; Basal Cell Carcinoma; Esophageal Carcinoma; Esophageal Squamous Cell Carcinoma
NCIT:C506	Fluoxetine	CHEBI:5118	PRESENT_NO_EVIDENCE	Bulimia Nervosa; Obsessive-Compulsive Disorder; Premenstrual Dysphoric Disorder
NCIT:C509	Flutamide	CHEBI:5132	ABSENT	-
NCIT:C517	Ganciclovir	CHEBI:465284	PRESENT_NO_EVIDENCE	Cytomegalovirus Retinitis
NCIT:C52183	Romiplostim	-	ABSENT	-
NCIT:C52195	Mirdametinib	-	ABSENT	-
NCIT:C52196	Carfilzomib	-	ABSENT	-
NCIT:C522	Glutamine	CHEBI:18050	ABSENT	-
NCIT:C53398	Dacomitinib	-	ABSENT	-
NCIT:C53447	Octreotide Acetate	-	ABSENT	-
NCIT:C539	Heparin	CHEBI:28304	PRESENT_NO_EVIDENCE	Antiphospholipid Syndrome; Budd-Chiari Syndrome; Livedoid vasculopathy; Neuropsychiatric Systemic Lupus Erythematosus; Sagittal Sinus Thrombosis
NCIT:C557	Hydroxychloroquine	-	ABSENT	-
NCIT:C560	Hydroxyurea	CHEBI:44423	PRESENT_NO_EVIDENCE	Beta Thalassemia; Chronic Myelomonocytic Leukemia; Essential Thrombocythemia; Myeloproliferative Neoplasm, Unclassifiable; Polycythemia Vera; Porphyria due to ALA Dehydratase Deficiency; Primary Myelofibrosis
NCIT:C562	Idarubicin	CHEBI:42068	ABSENT	-
NCIT:C564	Ifosfamide	CHEBI:5864	PRESENT_NO_EVIDENCE	Central Nervous System Teratoma; Desmoplastic Small Round Cell Tumor; Ewing Sarcoma; Liposarcoma; Malignant Peripheral Nerve Sheath Tumor; Pleuropulmonary Blastoma; Synovial Sarcoma
NCIT:C572	Immunoglobulin	-	ABSENT	-
NCIT:C576	Indomethacin	CHEBI:49662	PRESENT_NO_EVIDENCE	Bartter syndrome
NCIT:C583	Recombinant Interferon Gamma	-	ABSENT	-
NCIT:C587	Recombinant Interleukin-2	-	ABSENT	-
NCIT:C603	Isotretinoin	CHEBI:6067	PRESENT_NO_EVIDENCE	Acne Vulgaris; Autosomal Recessive Congenital Ichthyosis; Inherited Ichthyosis; Keratosis follicularis spinulosa decalvans; Neuroblastoma; Rosacea
NCIT:C605	Ketoconazole	CHEBI:47519	PRESENT_NO_EVIDENCE	Infantile Hypercalcemia; Primary Pigmented Nodular Adrenocortical Disease
NCIT:C607	Leucovorin Calcium	-	ABSENT	-
NCIT:C60810	Tinzaparin Sodium	-	ABSENT	-
NCIT:C610	Levamisole Hydrochloride	-	ABSENT	-
NCIT:C61084	Siltuximab	-	PRESENT_NO_EVIDENCE	Castleman Disease
NCIT:C61103	Noscapine Hydrochloride	-	ABSENT	-
NCIT:C61306	Amonafide L-Malate	-	ABSENT	-
NCIT:C61307	Oportuzumab Monatox	-	ABSENT	-
NCIT:C61313	Denosumab	-	PRESENT_NO_EVIDENCE	Fibrous Dysplasia; Osteoporosis; Parathyroid Hyperplasia; Plasma Cell Neoplasm
NCIT:C61314	Talimogene Laherparepvec	-	ABSENT	-
NCIT:C614	Lidocaine	CHEBI:6456	ABSENT	-
NCIT:C61500	Posaconazole	CHEBI:64355	ABSENT	-
NCIT:C61565	Bendamustine Hydrochloride	-	ABSENT	-
NCIT:C617	Lomustine	-	ABSENT	-
NCIT:C61702	Desonide	CHEBI:204734	ABSENT	-
NCIT:C61877	Pantoprazole Sodium	CHEBI:50270	ABSENT	-
NCIT:C61933	Rosuvastatin Calcium	-	ABSENT	-
NCIT:C620	Lovastatin	CHEBI:40303	ABSENT	-
NCIT:C62000	Zolpidem	CHEBI:10125	PRESENT_NO_EVIDENCE	X-linked Dystonia-Parkinsonism
NCIT:C62031	Granisetron	-	ABSENT	-
NCIT:C623	Magnesium Sulfate	-	ABSENT	-
NCIT:C62501	Eltrombopag Olamine	-	ABSENT	-
NCIT:C62510	Mogamulizumab	-	PRESENT_NO_EVIDENCE	Adult T-Cell Leukemia/Lymphoma; Mycosis Fungoides; Sezary Syndrome
NCIT:C62528	Blinatumomab	-	PRESENT_NO_EVIDENCE	Acute Lymphoblastic Leukemia; B-Lymphoblastic Leukemia/Lymphoma With Recurrent Genetic Abnormality
NCIT:C627	Mechlorethamine Hydrochloride	CHEBI:55368	ABSENT	-
NCIT:C629	Medroxyprogesterone	CHEBI:6715	ABSENT	-
NCIT:C630	Megestrol	CHEBI:6722	ABSENT	-
NCIT:C632	Therapeutic Melatonin	CHEBI:16796	PRESENT_NO_EVIDENCE	Smith-Magenis Syndrome
NCIT:C633	Melphalan	CHEBI:28876	PRESENT_NO_EVIDENCE	Retinoblastoma
NCIT:C63415	AC Regimen	-	ABSENT	-
NCIT:C63421	Cyclophosphamide/Epirubicin Regimen	-	ABSENT	-
NCIT:C63422	GT Regimen	-	ABSENT	-
NCIT:C63425	AC-T-T Regimen	-	ABSENT	-
NCIT:C63546	Fresolimumab	-	ABSENT	-
NCIT:C63596	CAPOX Regimen	-	ABSENT	-
NCIT:C63793	PEB Regimen	-	ABSENT	-
NCIT:C642	Methotrexate	CHEBI:44185	PRESENT_NO_EVIDENCE	Acute Lichenoid Pityriasis; Adult-Onset Still Disease; Blau Syndrome; Choroid Plexus Carcinoma; Cogan Syndrome; Dermatomyositis; Gestational Trophoblastic Neoplasm; Giant Cell Arteritis; Juvenile Idiopathic Arthritis; Neurosarcoidosis; Osteosarcoma; Panuveitis; Pars Planitis; Relapsing Polychondritis; Rheumatoid Vasculitis; Sarcoidosis; Satoyoshi Syndrome; Takayasu Arteritis
NCIT:C64260	Asparaginase Erwinia chrysanthemi	-	ABSENT	-
NCIT:C643	Methoxsalen	CHEBI:18358	ABSENT	-
NCIT:C644	Methylene Blue	CHEBI:6872	PRESENT_NO_EVIDENCE	Hereditary methemoglobinemia
NCIT:C64539	Yttrium Y 90 Resin Microspheres	-	ABSENT	-
NCIT:C646	Methylphenidate Hydrochloride	CHEBI:31836	ABSENT	-
NCIT:C647	Methylprednisolone	CHEBI:6888	PRESENT_NO_EVIDENCE	Central Retinal Artery Occlusion; Fibrocartilaginous Embolism; Hantavirus Pulmonary Syndrome
NCIT:C64768	Vemurafenib	CHEBI:63637	PRESENT_NO_EVIDENCE	Ameloblastoma; BRAF V600 Mutant Melanoma; Craniopharyngioma; Hairy Cell Leukemia; Langerhans Cell Histiocytosis
NCIT:C64769	Tagraxofusp-erzs	-	ABSENT	-
NCIT:C65216	Adalimumab	-	PRESENT_NO_EVIDENCE	Blau Syndrome; Deficiency of Adenosine Deaminase 2; Hidradenitis Suppurativa; Juvenile Idiopathic Arthritis; Neurosarcoidosis; Panuveitis; Pars Planitis; Vogt-Koyanagi-Harada Disease; Wissler syndrome
NCIT:C65221	Alglucosidase Alfa	-	ABSENT	-
NCIT:C65222	Aliskiren	CHEBI:601027	ABSENT	-
NCIT:C65240	Arformoterol Tartrate	-	ABSENT	-
NCIT:C65241	Armodafinil	-	ABSENT	-
NCIT:C65326	Ciclesonide	-	ABSENT	-
NCIT:C65470	Doripenem	-	ABSENT	-
NCIT:C65475	Doxepin	CHEBI:4710	ABSENT	-
NCIT:C65495	Duloxetine	CHEBI:36795	ABSENT	-
NCIT:C65517	Eplivanserin	-	ABSENT	-
NCIT:C65545	Eszopiclone	CHEBI:53760	ABSENT	-
NCIT:C65868	Hydroxocobalamin	CHEBI:27786	PRESENT_NO_EVIDENCE	Hereditary intrinsic factor deficiency; Inborn Disorder of Cobalamin Metabolism and Transport; Inborn Disorder of Methionine Cycle and Sulfur Amino Acid Metabolism; MMACHC-related Methylmalonic Aciduria and Homocystinuria, cblC Type
NCIT:C65883	Idursulfase	-	PRESENT_NO_EVIDENCE	Hunter syndrome
NCIT:C65896	Imiglucerase	-	ABSENT	-
NCIT:C65963	Iron Sucrose	-	ABSENT	-
NCIT:C66040	Lubiprostone	-	ABSENT	-
NCIT:C66221	Nebivolol	CHEBI:64022	ABSENT	-
NCIT:C66293	Paliperidone	-	ABSENT	-
NCIT:C663	Mitomycin Antineoplastic Antibiotic	CHEBI:25357	ABSENT	-
NCIT:C664	Mitotane	-	ABSENT	-
NCIT:C665	Mitoxantrone Hydrochloride	CHEBI:50727	ABSENT	-
NCIT:C66519	Rivastigmine	CHEBI:8874	ABSENT	-
NCIT:C66525	Sacrosidase	-	PRESENT_NO_EVIDENCE	Congenital Sucrase-Isomaltase Deficiency
NCIT:C66538	Sevelamer Hydrochloride	-	ABSENT	-
NCIT:C66584	Telbivudine	CHEBI:63624	ABSENT	-
NCIT:C66721	Levoleucovorin Calcium	-	ABSENT	-
NCIT:C66878	Lapatinib Ditosylate	-	ABSENT	-
