bpm_id	score	n_query_module	n_library_module	seed_pair	cross_negative_weight	cross_positive_weight	within_query_weight	query_module	library_module	A_top_region	A_region_frac	B_top_region	B_region_frac	coherence_call	dismech_genes_A	dismech_genes_B	n_dismech_genes
BPM0050	2.5398	3	23	NAA38~PTBP1	66.026	0.0	0.01	NAA30|NAA35|NAA38	ARFRP1|ARL1|ARMC5|CLEC16A|COG7|COL4A3BP|ILF3|JTB|KIAA1432|MTMR9|PTBP1|RAB1A|RAB2A|RGP1|SLC10A7|SYS1|TMED10|TRAPPC12|TRIP11|TSSC1|UGCG|UNC50|ZFAT	Vesicle traffic	1.0	Vesicle traffic	0.95	same-process		ARMC5|CLEC16A|COG7|PTBP1|SLC10A7|TRAPPC12|TRIP11	7
BPM0051	2.5383	4	9	ATP5L~MRS2	29.142	0.0	3.856	ATP5J|ATP5L|ATPAF2|NDUFA2	C11orf30|GATAD1|KDM5A|MLF2|MRS2|PHF12|SIN3B|SPG7|USF2	Mitochondrial function	1.0	Mitochondrial membrane transport	0.75	different-process		GATAD1|KDM5A|SPG7	3
BPM0052	2.4657	4	3	NDUFA2~FIS1	13.925	0.521	3.856	ATP5J|ATP5L|ATPAF2|NDUFA2	BCAT1|FIS1|GOT1	Mitochondrial function	1.0	Metabolism	1.0	different-process			0
BPM0053	2.3901	4	24	ATP5J~GALE	64.95	1.882	3.856	ATP5J|ATP5L|ATPAF2|NDUFA2	ALG9|BIRC6|CAND1|CNOT7|DDX5|E2F7|EDC4|GALE|GLS|HDAC3|INTS6|MGAT1|MORC2|MPHOSPH8|NONO|PMM2|PPP5C|TPK1|TSC1|UBA6|UBE2K|UGP2|XRN1|ZSWIM6	Mitochondrial function	1.0	mRNA processing	0.3	one-side		ALG9|GALE|GLS|MORC2|PMM2|TSC1|UGP2	7
BPM0054	2.3752	7	15	ANGPTL4~ATP5B	40.466	0.0	11.79	ANGPTL4|CDKN2B|EMC6|GSK3A|GSK3B|PC|SLX1	ACO2|ATP5B|ATP5F1|FPGS|IDH3A|MTHFD1|MTHFD1L|MTHFD2|MTHFS|OSGEPL1|PDE12|PFAS|SFXN1|SHMT2|SLC25A32	Vesicle traffic	1.0	Mitochondrial function	0.57	one-side	CDKN2B|GSK3B|PC		3
BPM0055	2.3264	4	24	ATPAF2~INTS6	61.284	0.0	3.856	ATP5J|ATP5L|ATPAF2|NDUFA2	ADNP|ARHGEF12|E2F7|F2R|GNA12|GNA13|ICMT|INTS6|KLF5|MAU2|NONO|PAN2|PAN3|PAXIP1|PDCL|PKN2|RHOA|RIC8A|TAF3|TM2D1|TM2D2|TM2D3|WWTR1|YAP1	Mitochondrial function	1.0	Actin cytoskeleton & cell adhesion/migration	0.67	different-process		ADNP|RHOA|WWTR1|YAP1	4
BPM0056	2.2456	4	25	ATP5J~PDXK	61.267	0.0	3.856	ATP5J|ATP5L|ATPAF2|NDUFA2	ARHGEF12|ATP13A1|BRD8|COX7A2L|F2R|GNA12|GNA13|HELZ|ICMT|MGAT1|MRS2|PDXK|RHOA|RIC8A|SLC25A25|STT3B|TAF3|TIMM10B|TM2D1|TM2D2|TM2D3|USF2|VPS29|VPS35|WWTR1	Mitochondrial function	1.0	Actin cytoskeleton & cell adhesion/migration	0.31	one-side		PDXK|RHOA|VPS35|WWTR1	4
BPM0057	2.2346	4	24	ATP5L~COX7A2L	58.713	0.0	3.856	ATP5J|ATP5L|ATPAF2|NDUFA2	ARHGEF12|ATP13A1|CNOT6|CNOT7|COX7A2L|F2R|GNA12|GNA13|HELZ|MPP6|MRS2|RIC8A|SLC20A1|SLC25A25|SLC25A33|SMG8|TAF3|THAP3|TIMM10B|TM2D1|TM2D2|TM2D3|USF2|VPS29	Mitochondrial function	1.0	Mitochondrial membrane transport	0.4	one-side			0
BPM0058	2.2261	4	18	NDUFA2~ITFG2	45.119	0.0	3.856	ATP5J|ATP5L|ATPAF2|NDUFA2	ASF1A|CNOT4|DDX5|DEPDC5|E2F7|EED|ITFG2|KLF5|LIN37|MORC2|MPHOSPH8|NPRL2|PPHLN1|STK11|SZT2|TFAP4|TSC2|ZC3HAV1	Mitochondrial function	1.0	Cell proliferation	1.0	different-process		DEPDC5|EED|MORC2|NPRL2|STK11|SZT2|TSC2	7
BPM0059	2.1918	3	21	NDUFA2~CYB5R4	49.473	0.0	3.13	ATP5J|ATP5L|NDUFA2	BIRC6|CYB5R4|DDX5|E2F7|EDC4|EED|EIF4ENIF1|GGNBP2|HDAC3|INTS6|MORC2|MPHOSPH8|MTF2|NONO|NPRL2|STK11|SZT2|UBE2K|XRN1|ZC3HAV1|ZSWIM6	Mitochondrial function	1.0	mRNA processing	0.67	different-process		EED|MORC2|NPRL2|STK11|SZT2	5
BPM0060	2.1726	4	24	ATP5L~EPC2	57.321	0.345	3.856	ATP5J|ATP5L|ATPAF2|NDUFA2	ARHGEF12|ATP13A1|BRD8|CNOT2|CNOT7|EPC2|F2R|GNA12|GNA13|HELZ|INTS6|MTF2|PPP5C|RHOA|RIC8A|SNX27|TAF3|THAP3|TM2D1|TM2D2|TM2D3|TSC1|USF2|VPS29	Mitochondrial function	1.0	Actin cytoskeleton & cell adhesion/migration	0.4	one-side		RHOA|TSC1	2
BPM0061	2.1703	4	23	ATPAF2~SCAF8	54.741	0.0	3.856	ATP5J|ATP5L|ATPAF2|NDUFA2	ATP13A1|CNOT7|COX7A2L|F2R|HELZ|ICMT|MGAT1|MRS2|NFE2L1|NGLY1|PDXK|RIC8A|SCAF8|SLC25A25|SLC25A33|THAP3|TIMM10B|TM2D1|TM2D2|TM2D3|USF2|VPS29|VPS35	Mitochondrial function	1.0	Mitochondrial membrane transport	0.5	different-process		NGLY1|PDXK|VPS35	3
BPM0062	2.1627	4	25	ATP5J~GNA13	58.862	0.0	3.856	ATP5J|ATP5L|ATPAF2|NDUFA2	ARHGEF12|ATP13A1|F2R|GNA12|GNA13|ICMT|MGAT1|MPP6|PPP5C|RHOA|RIC8A|SLC20A1|SMG8|STT3B|TAF3|THAP3|TIMM10B|TM2D1|TM2D2|TM2D3|TPK1|USF2|VPS29|VPS35|WWTR1	Mitochondrial function	1.0	Actin cytoskeleton & cell adhesion/migration	0.33	one-side		RHOA|VPS35|WWTR1	3
BPM0063	2.1055	4	22	ATPAF2~ADNP	50.886	0.0	3.856	ATP5J|ATP5L|ATPAF2|NDUFA2	ADNP|ARHGEF12|F2R|GNA12|GNA13|ILK|ITGAV|ITGB1|KLF5|MAU2|NONO|PARVB|PAXIP1|PTK2|RHOA|RIC8A|RSU1|TM2D1|TM2D2|TM2D3|WWTR1|YAP1	Mitochondrial function	1.0	Actin cytoskeleton & cell adhesion/migration	0.91	different-process		ADNP|ITGAV|ITGB1|RHOA|WWTR1|YAP1	6
BPM0064	1.9953	7	9	GSK3B~DLD	20.136	0.0	11.79	ANGPTL4|CDKN2B|EMC6|GSK3A|GSK3B|PC|SLX1	ATP5A1|ATP5B|ATP5F1|ATP5O|DLD|LIAS|PDE12|SLC25A19|TMEM242	Vesicle traffic	1.0	Mitochondrial function	1.0	one-side	CDKN2B|GSK3B|PC	DLD|LIAS	5
BPM0065	1.9942	5	17	ANGPTL4~FCHO2	40.052	0.0	3.821	ANGPTL4|CDKN2B|EMC6|GSK3A|PC	DHODH|FCHO2|FPGS|MTHFD1|MTHFD1L|MTHFD2|MTHFS|NAMPT|ODC1|PDXK|PFAS|PPCS|SFXN1|SHMT2|SLC25A32|SRM|TPK1	Vesicle traffic	1.0	Metabolism	0.91	one-side	CDKN2B|PC	NAMPT|ODC1|PDXK	5
BPM0066	1.9928	3	20	C5orf34~HGS	45.835	0.0	0.0	C5orf34|MPV17|TMEM126A	C12orf49|COG1|COG7|COPB2|GET4|HGS|IER3IP1|KIAA1432|RAB18|RAB1A|RAB3GAP1|RAB3GAP2|SCYL1|SNAP29|TBC1D20|TRAPPC12|TSSC1|UNC50|VPS52|YIPF5	Mitosis & tubulin dynamics	0.33	Vesicle traffic	0.94	one-side		COG1|COG7|COPB2|RAB18|RAB3GAP1|RAB3GAP2|SCYL1|SNAP29|TBC1D20|TRAPPC12	10
BPM0067	1.9542	4	22	ATPAF2~FIS1	47.473	0.521	3.856	ATP5J|ATP5L|ATPAF2|NDUFA2	ARHGEF12|F2R|FIS1|GNA12|GNA13|ICMT|MAU2|MGAT1|NFE2L1|NGLY1|PAXIP1|PDCL|PKN2|RHOA|RIC8A|STT3B|TAF3|TM2D1|TM2D2|TM2D3|WWTR1|YAP1	Mitochondrial function	1.0	Actin cytoskeleton & cell adhesion/migration	0.6	different-process		NGLY1|RHOA|WWTR1|YAP1	4
BPM0068	1.9213	6	12	ANGPTL4~C15orf57	29.756	0.439	5.267	ANGPTL4|CDKN2B|EMC6|GSK3A|PC|SLX1	C15orf57|CHKA|FCHO2|FLAD1|GCLC|GLS|GSS|NAMPT|SFXN1|SRM|TPK1|TRA2A	Vesicle traffic	1.0	Metabolism	0.75	one-side	CDKN2B|PC	CHKA|FLAD1|GLS|GSS|NAMPT	7
BPM0069	1.9039	3	4	ATP5J~ACACA	10.198	0.0	3.13	ATP5J|ATP5L|NDUFA2	ACACA|BPGM|HLCS|LDHA	Mitochondrial function	1.0	Metabolism	0.75	different-process		HLCS	1
BPM0070	1.7497	4	12	ANGPTL4~DHODH	25.349	0.0	2.647	ANGPTL4|CDKN2B|EMC6|GSK3A	ALAD|CHKA|CPOX|DHODH|FLAD1|GCLC|HMBS|NAMPT|PPCS|SFXN1|SRM|TPK1	Vesicle traffic	1.0	Metabolism	1.0	one-side	CDKN2B	ALAD|CHKA|CPOX|FLAD1|HMBS|NAMPT	7
BPM0071	1.7357	3	4	NAA38~TACC3	12.14	0.0	0.01	NAA30|NAA35|NAA38	KIF20A|MAD2L1BP|SKA2|TACC3	Vesicle traffic	1.0	Mitosis & tubulin dynamics	1.0	different-process			0
BPM0072	1.5774	3	10	TMEM126A~CCDC51	20.506	0.0	0.0	C5orf34|MPV17|TMEM126A	CARM1|CCDC51|CHCHD3|FAM136A|FAM73B|HTRA2|MTX1|TAFAZZIN|TSC1|TSC2	Mitosis & tubulin dynamics	0.33	Mitochondrial function	1.0	one-side		TAFAZZIN|TSC1|TSC2	3
BPM0073	1.5737	3	12	TMEM126A~DDX5	23.605	0.0	0.0	C5orf34|MPV17|TMEM126A	CARM1|CHCHD3|DDX5|FAM136A|FAM73B|HTRA2|MARCH5|MGAT1|MTF2|MTX1|TSC1|TSC2	Mitosis & tubulin dynamics	0.33	Mitochondrial function	0.8	one-side		TSC1|TSC2	2
BPM0074	1.5466	3	6	NAA35~MAD2L1BP	13.909	0.0	0.01	NAA30|NAA35|NAA38	CLASP1|KIF20A|MAD2L1BP|SGOL2|SKA2|TRIP12	Vesicle traffic	1.0	Mitosis & tubulin dynamics	0.83	different-process			0
BPM0075	1.5373	3	3	NAA38~CHAMP1	9.214	0.0	0.01	NAA30|NAA35|NAA38	CHAMP1|CKAP2|KIF20A	Vesicle traffic	1.0	Mitosis & tubulin dynamics	1.0	different-process			0
BPM0076	1.5353	3	4	NAA38~PRPF39	10.737	0.0	0.01	NAA30|NAA35|NAA38	CKAP2|KIF20A|PRPF39|SKA2	Vesicle traffic	1.0	Mitosis & tubulin dynamics	1.0	different-process			0
BPM0077	1.4141	3	9	NAA38~NADK	16.959	0.0	0.01	NAA30|NAA35|NAA38	ARMC5|HEXIM1|LARP7|MND1|NADK|PPIG|PSMC3IP|RAD51AP1|ZRSR2	Vesicle traffic	1.0	DNA replication & repair	0.57	different-process		ARMC5|PSMC3IP|ZRSR2	3
BPM0078	1.4073	3	8	NAA38~CUL3	15.47	0.0	0.01	NAA30|NAA35|NAA38	ARMC5|CUL3|MND1|NARG2|PPIG|PSMC3IP|RAD51AP1|ZRSR2	Vesicle traffic	1.0	mRNA processing	0.5	different-process		ARMC5|CUL3|PSMC3IP|ZRSR2	4
BPM0079	1.3218	3	6	C5orf34~AHCYL1	11.896	0.0	0.0	C5orf34|MPV17|TMEM126A	AHCYL1|BRD7|MBNL1|MGA|PBRM1|SNAP29	Mitosis & tubulin dynamics	0.33	Transcription & chromatin organization	0.67	one-side		PBRM1|SNAP29	2
BPM0080	1.3009	3	11	NAA38~GPS2	18.202	0.0	0.01	NAA30|NAA35|NAA38	ARMC5|CUL3|FBXO33|GPS2|HEXIM1|ILF2|ILF3|LARP7|NADK|PSMF1|PTBP1	Vesicle traffic	1.0	mRNA processing	0.75	different-process		ARMC5|CUL3|PTBP1	3
BPM0081	1.2904	3	5	ATP5J~UGCG	7.194	0.0	3.13	ATP5J|ATP5L|NDUFA2	GALE|TM9SF3|UGCG|UGP2|UXS1	Mitochondrial function	1.0	Vesicle traffic	0.67	different-process		GALE|UGP2	2
BPM0082	1.2771	3	8	CDKN2B~PEX19	11.715	0.0	2.333	ANGPTL4|CDKN2B|GSK3A	GNPAT|PEX1|PEX10|PEX12|PEX13|PEX19|PEX5|SLC7A11		0.0	Lipid & fatty acid biosynthesis	1.0	one-side	CDKN2B	GNPAT|PEX1|PEX10|PEX12|PEX13|PEX19|PEX5	8
BPM0083	1.216	3	3	NAA38~PSMF1	7.286	0.0	0.01	NAA30|NAA35|NAA38	CCDC51|PSMF1|TSC2	Vesicle traffic	1.0	Mitochondrial function	1.0	one-side		TSC2	1
BPM0084	1.1923	3	6	NAA38~ARF6	10.721	0.0	0.01	NAA30|NAA35|NAA38	ARF6|CNBP|DAPK3|MYL6|TRIP12|UBA3	Vesicle traffic	1.0	Actin cytoskeleton & cell adhesion/migration	0.67	different-process		ARF6|CNBP	2
BPM0085	1.1276	3	14	NAA38~KLF5	19.16	0.0	0.01	NAA30|NAA35|NAA38	ADNP|EIF4ENIF1|GGNBP2|HIST1H1E|KLF5|MPHOSPH8|NONO|PAXIP1|PSMF1|PTBP1|STK11|TBC1D7|TSC1|TSC2	Vesicle traffic	1.0	Cell proliferation	1.0	different-process		ADNP|PTBP1|STK11|TSC1|TSC2	5
BPM0086	1.1216	5	11	NDUFA2~TMEM70	14.664	0.0	3.282	ANGPTL4|CDKN2B|EMC6|GSK3A|NDUFA2	COQ2|FASTKD2|METAP1D|MRPS17|MTFMT|MTRF1L|NSUN3|OSGEPL1|PDE12|TMEM70|XPNPEP3	Vesicle traffic	0.5	Mitochondrial function	1.0	different-process	CDKN2B	COQ2	2
BPM0087	1.1156	3	18	C5orf34~BAHD1	23.427	0.0	0.0	C5orf34|MPV17|TMEM126A	BAHD1|CNOT3|CRAMP1L|DDX5|EIF4ENIF1|EZH2|HIST1H1C|HIST1H1E|IRF2BP1|MARCH5|MGAT1|MPHOSPH8|MTF2|SMG9|TAFAZZIN|TSC1|TSC2|ZDHHC5	Mitosis & tubulin dynamics	0.33	Cell proliferation	0.67	one-side		CNOT3|EZH2|TAFAZZIN|TSC1|TSC2	5
BPM0088	1.1064	5	7	CDKN2B~PPP6R3	14.2	0.439	-0.484	ANGPTL4|CDKN2B|EMC6|PC|SLX1	C15orf57|CHKA|FCHO2|PPP6R3|SAFB|SRSF5|TRA2A	Vesicle traffic	1.0	Vesicle traffic	0.4	neither	CDKN2B|PC	CHKA	3
BPM0089	1.058	3	14	C5orf34~CRAMP1L	17.986	0.0	0.0	C5orf34|MPV17|TMEM126A	BAHD1|CRAMP1L|DDX5|EIF4ENIF1|EZH2|HIST1H1C|HIST1H1E|IRF2BP1|MPHOSPH8|MTF2|NPRL2|TSC1|TSC2|VPS37A	Mitosis & tubulin dynamics	0.33	Cell proliferation	0.33	neither		EZH2|NPRL2|TSC1|TSC2	4
BPM0090	1.0466	4	5	GSK3A~DLD	6.772	0.0	2.647	ANGPTL4|CDKN2B|EMC6|GSK3A	COQ2|DLD|MRPS17|NSUN3|PDE12	Vesicle traffic	1.0	Mitochondrial function	1.0	one-side	CDKN2B	COQ2|DLD	3
BPM0091	1.0094	3	7	NAA38~PTRH2	10.084	0.0	0.01	NAA30|NAA35|NAA38	ARMC5|ATMIN|HEXIM1|LARP7|PTRH2|TOE1|TRA2A	Vesicle traffic	1.0	mRNA processing	1.0	different-process		ARMC5	1
BPM0092	0.9706	3	6	EMC6~CKAP2L	8.735	0.0	0.0	ANGPTL4|EMC6|PC	CKAP2L|CLASP1|PFDN1|PFDN4|PFDN5|VBP1	Vesicle traffic	1.0	Mitosis & tubulin dynamics	1.0	one-side	PC	CKAP2L	2
BPM0093	0.9586	3	6	NAA38~SRF	8.617	0.0	0.01	NAA30|NAA35|NAA38	INTS6|RRAGA|SRF|VPS16|VPS18|VPS41	Vesicle traffic	1.0	Nutrient sensing & endosme-lysosome sorting	0.8	different-process			0
BPM0094	0.9347	3	5	TMEM126A~GCLM	7.478	0.0	0.0	C5orf34|MPV17|TMEM126A	GCLC|GCLM|GSS|HGS|USP8	Mitosis & tubulin dynamics	0.33	Metabolism	0.33	neither		GSS|USP8	2
BPM0095	0.9129	4	7	GSK3A~HOMEZ	6.321	0.0	3.721	CDKN2B|GSK3A|GSK3B|PC	ADCY4|CBLN3|GMPR2|HOMEZ|IL25|LTB4R|TGM1		0.0		0.0	neither	CDKN2B|GSK3B|PC	TGM1	4
BPM0096	0.907	3	3	TMEM126A~ARF6	5.442	0.0	0.0	C5orf34|MPV17|TMEM126A	ARF6|CIT|NCAPG2	Mitosis & tubulin dynamics	0.33	Actin cytoskeleton & cell adhesion/migration	0.5	one-side		ARF6|CIT	2
BPM0097	0.9047	3	3	TMEM126A~USP14	5.428	0.0	0.0	C5orf34|MPV17|TMEM126A	HGS|USP14|USP8	Mitosis & tubulin dynamics	0.33	Vesicle traffic	0.5	one-side		USP8	1
BPM0098	0.8894	3	5	C5orf34~TACC3	7.115	0.0	0.0	C5orf34|MPV17|TMEM126A	DHX35|PPIL1|SNRPA|TACC3|WDR83	Mitosis & tubulin dynamics	0.33	Mitosis & tubulin dynamics	0.67	one-side			0
BPM0099	0.8343	3	3	SLX1~ARF6	5.49	0.0	-0.484	CDKN2B|EMC6|SLX1	ARF6|CTC1|TEN1	Vesicle traffic	1.0	Actin cytoskeleton & cell adhesion/migration	1.0	neither	CDKN2B	ARF6|CTC1	3
BPM0100	0.8314	3	7	NAA38~ATN1	8.304	0.0	0.01	NAA30|NAA35|NAA38	ADNP|ATN1|DAPK3|GGNBP2|INTS6|NONO|PAXIP1	Vesicle traffic	1.0	Actin cytoskeleton & cell adhesion/migration	0.5	different-process		ADNP|ATN1	2
BPM0101	0.7733	3	3	C5orf34~GAPDH	4.64	0.0	0.0	C5orf34|MPV17|TMEM126A	GAPDH|PHB|PHF5A	Mitosis & tubulin dynamics	0.33	Mitochondrial function	1.0	neither			0
BPM0102	0.7535	3	3	C5orf34~CNBP	4.521	0.0	0.0	C5orf34|MPV17|TMEM126A	ARF6|CNBP|UBA3	Mitosis & tubulin dynamics	0.33	Actin cytoskeleton & cell adhesion/migration	0.67	one-side		ARF6|CNBP	2
BPM0103	0.7463	3	3	C5orf34~ANAPC11	4.478	0.0	0.0	C5orf34|MPV17|TMEM126A	ANAPC11|AQR|GAPDH	Mitosis & tubulin dynamics	0.33		0.0	neither			0
BPM0104	0.7322	3	3	NAA38~CCND3	4.383	0.0	0.01	NAA30|NAA35|NAA38	CCND3|E2F3|TFDP1	Vesicle traffic	1.0		0.0	one-side		CCND3	1
BPM0105	0.6813	3	4	SLX1~KIF18B	4.769	0.0	0.0	ANGPTL4|EMC6|SLX1	KIF18B|UFC1|UFL1|UFSP2	Vesicle traffic	1.0	Glycosylation & protein folding	0.75	one-side			0
