bpm_id	side	gene	disorder
BPM0030	library_module	TSC2	Tuberous Sclerosis Complex
BPM0031	library_module	HADHA	HELLP Syndrome
BPM0031	library_module	HADHA	Long-chain 3-hydroxyacyl-CoA Dehydrogenase Deficiency
BPM0031	library_module	HADHA	Mitochondrial Trifunctional Protein Deficiency
BPM0031	library_module	HADHB	Mitochondrial Trifunctional Protein Deficiency
BPM0031	library_module	SLC2A1	Childhood Absence Epilepsy
BPM0031	library_module	SLC2A1	Epilepsy with Myoclonic Absences
BPM0031	library_module	SLC2A1	Epilepsy with Myoclonic-Atonic Seizures
BPM0031	library_module	SLC2A1	GLUT1 Deficiency Syndrome
BPM0031	library_module	SLC2A1	Jeavons Syndrome
BPM0031	library_module	SLC2A1	Paroxysmal Dyskinesia
BPM0032	library_module	HADHA	HELLP Syndrome
BPM0032	library_module	HADHA	Long-chain 3-hydroxyacyl-CoA Dehydrogenase Deficiency
BPM0032	library_module	HADHA	Mitochondrial Trifunctional Protein Deficiency
BPM0032	library_module	HADHB	Mitochondrial Trifunctional Protein Deficiency
BPM0032	library_module	KEAP1	KRAS G12C-Mutant Non-Small Cell Lung Cancer
BPM0032	library_module	KEAP1	Large Cell Neuroendocrine Carcinoma
BPM0032	library_module	KEAP1	Non-Small Cell Lung Cancer
BPM0032	library_module	SLC2A1	Childhood Absence Epilepsy
BPM0032	library_module	SLC2A1	Epilepsy with Myoclonic Absences
BPM0032	library_module	SLC2A1	Epilepsy with Myoclonic-Atonic Seizures
BPM0032	library_module	SLC2A1	GLUT1 Deficiency Syndrome
BPM0032	library_module	SLC2A1	Jeavons Syndrome
BPM0032	library_module	SLC2A1	Paroxysmal Dyskinesia
BPM0032	library_module	TAFAZZIN	Barth syndrome
BPM0032	library_module	TAFAZZIN	Left ventricular noncompaction
BPM0033	library_module	KDM5A	Acute Megakaryoblastic Leukemia
BPM0033	library_module	KEAP1	KRAS G12C-Mutant Non-Small Cell Lung Cancer
BPM0033	library_module	KEAP1	Large Cell Neuroendocrine Carcinoma
BPM0033	library_module	KEAP1	Non-Small Cell Lung Cancer
BPM0033	library_module	TSC1	Focal Cortical Dysplasia Type II
BPM0033	library_module	TSC1	Infantile Spasms
BPM0033	library_module	TSC1	Lymphangioleiomyomatosis
BPM0033	library_module	TSC1	Perivascular Epithelioid Cell Neoplasm
BPM0033	library_module	TSC1	Tuberous Sclerosis Complex
BPM0033	library_module	TSC2	Focal Cortical Dysplasia Type II
BPM0033	library_module	TSC2	Gastroenteropancreatic Neuroendocrine Neoplasm
BPM0033	library_module	TSC2	Infantile Spasms
BPM0033	library_module	TSC2	Lymphangioleiomyomatosis
BPM0033	library_module	TSC2	Non-functional Pancreatic Neuroendocrine Tumor
BPM0033	library_module	TSC2	Pancreatic Neuroendocrine Tumor
BPM0033	library_module	TSC2	Perivascular Epithelioid Cell Neoplasm
BPM0033	library_module	TSC2	Sarcoidosis
BPM0033	library_module	TSC2	Thymic Neuroendocrine Carcinoma
BPM0033	library_module	TSC2	Tuberous Sclerosis Complex
BPM0034	library_module	ADNP	ADNP-Related Syndrome
BPM0034	library_module	GATAD1	Dilated Cardiomyopathy
BPM0034	library_module	KDM5A	Acute Megakaryoblastic Leukemia
BPM0034	library_module	MORC2	Charcot-Marie-Tooth Disease Type 2
BPM0034	library_module	SPG7	Complex Hereditary Spastic Paraplegia
BPM0034	library_module	SPG7	Hereditary Spastic Paraplegia
BPM0034	library_module	SPG7	Hereditary Spastic Paraplegia 7
BPM0034	library_module	SPG7	Spasticity-Ataxia-Gait Anomalies Syndrome
BPM0034	library_module	TSC1	Focal Cortical Dysplasia Type II
BPM0034	library_module	TSC1	Infantile Spasms
BPM0034	library_module	TSC1	Lymphangioleiomyomatosis
BPM0034	library_module	TSC1	Perivascular Epithelioid Cell Neoplasm
BPM0034	library_module	TSC1	Tuberous Sclerosis Complex
BPM0034	library_module	TSC2	Focal Cortical Dysplasia Type II
BPM0034	library_module	TSC2	Gastroenteropancreatic Neuroendocrine Neoplasm
BPM0034	library_module	TSC2	Infantile Spasms
BPM0034	library_module	TSC2	Lymphangioleiomyomatosis
BPM0034	library_module	TSC2	Non-functional Pancreatic Neuroendocrine Tumor
BPM0034	library_module	TSC2	Pancreatic Neuroendocrine Tumor
BPM0034	library_module	TSC2	Perivascular Epithelioid Cell Neoplasm
BPM0034	library_module	TSC2	Sarcoidosis
BPM0034	library_module	TSC2	Thymic Neuroendocrine Carcinoma
BPM0034	library_module	TSC2	Tuberous Sclerosis Complex
BPM0035	library_module	FBXW7	MED13L Syndrome
BPM0035	library_module	GATAD1	Dilated Cardiomyopathy
BPM0035	library_module	KDM5A	Acute Megakaryoblastic Leukemia
BPM0035	library_module	TSC1	Focal Cortical Dysplasia Type II
BPM0035	library_module	TSC1	Infantile Spasms
BPM0035	library_module	TSC1	Lymphangioleiomyomatosis
BPM0035	library_module	TSC1	Perivascular Epithelioid Cell Neoplasm
BPM0035	library_module	TSC1	Tuberous Sclerosis Complex
BPM0035	library_module	TSC2	Focal Cortical Dysplasia Type II
BPM0035	library_module	TSC2	Gastroenteropancreatic Neuroendocrine Neoplasm
BPM0035	library_module	TSC2	Infantile Spasms
BPM0035	library_module	TSC2	Lymphangioleiomyomatosis
BPM0035	library_module	TSC2	Non-functional Pancreatic Neuroendocrine Tumor
BPM0035	library_module	TSC2	Pancreatic Neuroendocrine Tumor
BPM0035	library_module	TSC2	Perivascular Epithelioid Cell Neoplasm
BPM0035	library_module	TSC2	Sarcoidosis
BPM0035	library_module	TSC2	Thymic Neuroendocrine Carcinoma
BPM0035	library_module	TSC2	Tuberous Sclerosis Complex
BPM0036	library_module	GATAD1	Dilated Cardiomyopathy
BPM0036	library_module	KDM5A	Acute Megakaryoblastic Leukemia
BPM0036	library_module	MORC2	Charcot-Marie-Tooth Disease Type 2
BPM0036	library_module	TSC1	Focal Cortical Dysplasia Type II
BPM0036	library_module	TSC1	Infantile Spasms
BPM0036	library_module	TSC1	Lymphangioleiomyomatosis
BPM0036	library_module	TSC1	Perivascular Epithelioid Cell Neoplasm
BPM0036	library_module	TSC1	Tuberous Sclerosis Complex
BPM0036	library_module	TSC2	Focal Cortical Dysplasia Type II
BPM0036	library_module	TSC2	Gastroenteropancreatic Neuroendocrine Neoplasm
BPM0036	library_module	TSC2	Infantile Spasms
BPM0036	library_module	TSC2	Lymphangioleiomyomatosis
BPM0036	library_module	TSC2	Non-functional Pancreatic Neuroendocrine Tumor
BPM0036	library_module	TSC2	Pancreatic Neuroendocrine Tumor
BPM0036	library_module	TSC2	Perivascular Epithelioid Cell Neoplasm
BPM0036	library_module	TSC2	Sarcoidosis
BPM0036	library_module	TSC2	Thymic Neuroendocrine Carcinoma
BPM0036	library_module	TSC2	Tuberous Sclerosis Complex
BPM0037	library_module	FBXW7	MED13L Syndrome
BPM0037	library_module	HADHA	HELLP Syndrome
BPM0037	library_module	HADHA	Long-chain 3-hydroxyacyl-CoA Dehydrogenase Deficiency
BPM0037	library_module	HADHA	Mitochondrial Trifunctional Protein Deficiency
BPM0037	library_module	HADHB	Mitochondrial Trifunctional Protein Deficiency
BPM0037	library_module	KEAP1	KRAS G12C-Mutant Non-Small Cell Lung Cancer
BPM0037	library_module	KEAP1	Large Cell Neuroendocrine Carcinoma
BPM0037	library_module	KEAP1	Non-Small Cell Lung Cancer
BPM0037	library_module	MORC2	Charcot-Marie-Tooth Disease Type 2
BPM0037	library_module	OPA1	Auditory Neuropathy
BPM0037	library_module	OPA1	Autosomal Dominant Optic Atrophy Plus
BPM0037	library_module	OPA1	Behr Syndrome
BPM0037	library_module	OPA1	Mitochondrial DNA Depletion Syndrome 14B (Cardioencephalomyopathic Type)
BPM0037	library_module	TSC2	Focal Cortical Dysplasia Type II
BPM0037	library_module	TSC2	Gastroenteropancreatic Neuroendocrine Neoplasm
BPM0037	library_module	TSC2	Infantile Spasms
BPM0037	library_module	TSC2	Lymphangioleiomyomatosis
BPM0037	library_module	TSC2	Non-functional Pancreatic Neuroendocrine Tumor
BPM0037	library_module	TSC2	Pancreatic Neuroendocrine Tumor
BPM0037	library_module	TSC2	Perivascular Epithelioid Cell Neoplasm
BPM0037	library_module	TSC2	Sarcoidosis
BPM0037	library_module	TSC2	Thymic Neuroendocrine Carcinoma
BPM0037	library_module	TSC2	Tuberous Sclerosis Complex
BPM0038	library_module	ADNP	ADNP-Related Syndrome
BPM0038	library_module	FBXW7	MED13L Syndrome
BPM0038	library_module	KDM5A	Acute Megakaryoblastic Leukemia
BPM0038	library_module	KEAP1	KRAS G12C-Mutant Non-Small Cell Lung Cancer
BPM0038	library_module	KEAP1	Large Cell Neuroendocrine Carcinoma
BPM0038	library_module	KEAP1	Non-Small Cell Lung Cancer
BPM0038	library_module	MORC2	Charcot-Marie-Tooth Disease Type 2
BPM0038	library_module	TSC1	Focal Cortical Dysplasia Type II
BPM0038	library_module	TSC1	Infantile Spasms
BPM0038	library_module	TSC1	Lymphangioleiomyomatosis
BPM0038	library_module	TSC1	Perivascular Epithelioid Cell Neoplasm
BPM0038	library_module	TSC1	Tuberous Sclerosis Complex
BPM0038	library_module	TSC2	Focal Cortical Dysplasia Type II
BPM0038	library_module	TSC2	Gastroenteropancreatic Neuroendocrine Neoplasm
BPM0038	library_module	TSC2	Infantile Spasms
BPM0038	library_module	TSC2	Lymphangioleiomyomatosis
BPM0038	library_module	TSC2	Non-functional Pancreatic Neuroendocrine Tumor
BPM0038	library_module	TSC2	Pancreatic Neuroendocrine Tumor
BPM0038	library_module	TSC2	Perivascular Epithelioid Cell Neoplasm
BPM0038	library_module	TSC2	Sarcoidosis
BPM0038	library_module	TSC2	Thymic Neuroendocrine Carcinoma
BPM0038	library_module	TSC2	Tuberous Sclerosis Complex
BPM0039	library_module	EED	Malignant Peripheral Nerve Sheath Tumor
BPM0039	library_module	KEAP1	KRAS G12C-Mutant Non-Small Cell Lung Cancer
BPM0039	library_module	KEAP1	Large Cell Neuroendocrine Carcinoma
BPM0039	library_module	KEAP1	Non-Small Cell Lung Cancer
BPM0039	library_module	MORC2	Charcot-Marie-Tooth Disease Type 2
BPM0040	library_module	FBXW7	MED13L Syndrome
BPM0040	library_module	KDM5A	Acute Megakaryoblastic Leukemia
BPM0040	library_module	KEAP1	KRAS G12C-Mutant Non-Small Cell Lung Cancer
BPM0040	library_module	KEAP1	Large Cell Neuroendocrine Carcinoma
BPM0040	library_module	KEAP1	Non-Small Cell Lung Cancer
BPM0040	library_module	TSC1	Focal Cortical Dysplasia Type II
BPM0040	library_module	TSC1	Infantile Spasms
BPM0040	library_module	TSC1	Lymphangioleiomyomatosis
BPM0040	library_module	TSC1	Perivascular Epithelioid Cell Neoplasm
BPM0040	library_module	TSC1	Tuberous Sclerosis Complex
BPM0040	library_module	TSC2	Focal Cortical Dysplasia Type II
BPM0040	library_module	TSC2	Gastroenteropancreatic Neuroendocrine Neoplasm
BPM0040	library_module	TSC2	Infantile Spasms
BPM0040	library_module	TSC2	Lymphangioleiomyomatosis
BPM0040	library_module	TSC2	Non-functional Pancreatic Neuroendocrine Tumor
BPM0040	library_module	TSC2	Pancreatic Neuroendocrine Tumor
BPM0040	library_module	TSC2	Perivascular Epithelioid Cell Neoplasm
BPM0040	library_module	TSC2	Sarcoidosis
BPM0040	library_module	TSC2	Thymic Neuroendocrine Carcinoma
BPM0040	library_module	TSC2	Tuberous Sclerosis Complex
BPM0041	library_module	CSNK2A1	Okur-Chung Neurodevelopmental Syndrome
BPM0041	library_module	TSC1	Focal Cortical Dysplasia Type II
BPM0041	library_module	TSC1	Infantile Spasms
BPM0041	library_module	TSC1	Lymphangioleiomyomatosis
BPM0041	library_module	TSC1	Perivascular Epithelioid Cell Neoplasm
BPM0041	library_module	TSC1	Tuberous Sclerosis Complex
BPM0041	library_module	TSC2	Focal Cortical Dysplasia Type II
BPM0041	library_module	TSC2	Gastroenteropancreatic Neuroendocrine Neoplasm
BPM0041	library_module	TSC2	Infantile Spasms
BPM0041	library_module	TSC2	Lymphangioleiomyomatosis
BPM0041	library_module	TSC2	Non-functional Pancreatic Neuroendocrine Tumor
BPM0041	library_module	TSC2	Pancreatic Neuroendocrine Tumor
BPM0041	library_module	TSC2	Perivascular Epithelioid Cell Neoplasm
BPM0041	library_module	TSC2	Sarcoidosis
BPM0041	library_module	TSC2	Thymic Neuroendocrine Carcinoma
BPM0041	library_module	TSC2	Tuberous Sclerosis Complex
BPM0042	query_module	CDKN2B	Acute Lymphoblastic Leukemia
BPM0042	query_module	CDKN2B	Glioma
BPM0042	query_module	CDKN2B	Malignant Peripheral Nerve Sheath Tumor
BPM0042	query_module	CDKN2B	Meningioma
BPM0042	query_module	CDKN2B	Oligoastrocytoma
BPM0042	query_module	CDKN2B	Thymic Carcinoma
BPM0042	query_module	GSK3B	Alzheimer Disease
BPM0042	query_module	PC	Pyruvate Carboxylase Deficiency Disease
BPM0042	library_module	RAB18	Warburg micro syndrome
BPM0042	library_module	RAB3GAP2	Warburg micro syndrome
BPM0042	library_module	SPTLC1	Amyotrophic Lateral Sclerosis 27, Juvenile
BPM0042	library_module	SPTLC1	Hereditary Sensory and Autonomic Neuropathy
BPM0042	library_module	SPTLC1	Juvenile Amyotrophic Lateral Sclerosis
BPM0042	library_module	TBC1D20	Warburg micro syndrome
BPM0043	library_module	EED	Malignant Peripheral Nerve Sheath Tumor
BPM0043	library_module	TSC1	Focal Cortical Dysplasia Type II
BPM0043	library_module	TSC1	Infantile Spasms
BPM0043	library_module	TSC1	Lymphangioleiomyomatosis
BPM0043	library_module	TSC1	Perivascular Epithelioid Cell Neoplasm
BPM0043	library_module	TSC1	Tuberous Sclerosis Complex
BPM0043	library_module	TSC2	Focal Cortical Dysplasia Type II
BPM0043	library_module	TSC2	Gastroenteropancreatic Neuroendocrine Neoplasm
BPM0043	library_module	TSC2	Infantile Spasms
BPM0043	library_module	TSC2	Lymphangioleiomyomatosis
BPM0043	library_module	TSC2	Non-functional Pancreatic Neuroendocrine Tumor
BPM0043	library_module	TSC2	Pancreatic Neuroendocrine Tumor
BPM0043	library_module	TSC2	Perivascular Epithelioid Cell Neoplasm
BPM0043	library_module	TSC2	Sarcoidosis
BPM0043	library_module	TSC2	Thymic Neuroendocrine Carcinoma
BPM0043	library_module	TSC2	Tuberous Sclerosis Complex
BPM0044	query_module	CDKN2B	Acute Lymphoblastic Leukemia
BPM0044	query_module	CDKN2B	Glioma
BPM0044	query_module	CDKN2B	Malignant Peripheral Nerve Sheath Tumor
BPM0044	query_module	CDKN2B	Meningioma
BPM0044	query_module	CDKN2B	Oligoastrocytoma
BPM0044	query_module	CDKN2B	Thymic Carcinoma
BPM0044	query_module	GSK3B	Alzheimer Disease
BPM0044	query_module	PC	Pyruvate Carboxylase Deficiency Disease
BPM0045	query_module	CDKN2B	Acute Lymphoblastic Leukemia
BPM0045	query_module	CDKN2B	Glioma
BPM0045	query_module	CDKN2B	Malignant Peripheral Nerve Sheath Tumor
BPM0045	query_module	CDKN2B	Meningioma
BPM0045	query_module	CDKN2B	Oligoastrocytoma
BPM0045	query_module	CDKN2B	Thymic Carcinoma
BPM0045	query_module	GSK3B	Alzheimer Disease
BPM0045	query_module	PC	Pyruvate Carboxylase Deficiency Disease
BPM0045	library_module	ALDH18A1	ALDH18A1-Related Autosomal Dominant Cutis Laxa Type 3
BPM0045	library_module	ALDH18A1	ALDH18A1-Related Spastic Paraplegia and Neurocutaneous Spectrum
BPM0045	library_module	ALDH18A1	Complex Hereditary Spastic Paraplegia
BPM0045	library_module	CHKA	Neurodevelopmental Disorder with Microcephaly, Movement Abnormalities, and Seizures
BPM0045	library_module	GLS	Chromosome 2q32-q33 Deletion Syndrome
BPM0045	library_module	GLS	Global Developmental Delay, Progressive Ataxia, and Elevated Glutamine
BPM0045	library_module	GLS	Infantile Cataract, Skin Abnormalities, Glutamate Excess, and Impaired Intellectual Development
BPM0045	library_module	GLS	Neonatal Epileptic Encephalopathy Due to Glutaminase Deficiency
BPM0045	library_module	PDXK	Neuropathy Hereditary Motor And Sensory Type VIc With Optic Atrophy
BPM0046	library_module	FBXW7	MED13L Syndrome
BPM0046	library_module	KDM5A	Acute Megakaryoblastic Leukemia
BPM0046	library_module	TSC1	Focal Cortical Dysplasia Type II
BPM0046	library_module	TSC1	Infantile Spasms
BPM0046	library_module	TSC1	Lymphangioleiomyomatosis
BPM0046	library_module	TSC1	Perivascular Epithelioid Cell Neoplasm
BPM0046	library_module	TSC1	Tuberous Sclerosis Complex
BPM0046	library_module	TSC2	Focal Cortical Dysplasia Type II
BPM0046	library_module	TSC2	Gastroenteropancreatic Neuroendocrine Neoplasm
BPM0046	library_module	TSC2	Infantile Spasms
BPM0046	library_module	TSC2	Lymphangioleiomyomatosis
BPM0046	library_module	TSC2	Non-functional Pancreatic Neuroendocrine Tumor
BPM0046	library_module	TSC2	Pancreatic Neuroendocrine Tumor
BPM0046	library_module	TSC2	Perivascular Epithelioid Cell Neoplasm
BPM0046	library_module	TSC2	Sarcoidosis
BPM0046	library_module	TSC2	Thymic Neuroendocrine Carcinoma
BPM0046	library_module	TSC2	Tuberous Sclerosis Complex
BPM0047	library_module	MORC2	Charcot-Marie-Tooth Disease Type 2
BPM0047	library_module	STK11	Cervical Adenocarcinoma
BPM0047	library_module	STK11	KRAS G12C-Mutant Non-Small Cell Lung Cancer
BPM0047	library_module	STK11	Large Cell Neuroendocrine Carcinoma
BPM0047	library_module	STK11	Non-Small Cell Lung Cancer
BPM0047	library_module	STK11	Peutz-Jeghers polyp
BPM0047	library_module	STK11	Peutz-Jeghers syndrome
BPM0047	library_module	STK11	Small Intestine Cancer
BPM0047	library_module	STK11	Testicular Sex Cord-Stromal Neoplasm
BPM0047	library_module	SZT2	SZT2-Related Developmental and Epileptic Encephalopathy
BPM0048	library_module	CLEC16A	Addison's Disease
BPM0048	library_module	SLC10A7	Short Stature, Amelogenesis Imperfecta, and Skeletal Dysplasia with Scoliosis
BPM0048	library_module	TRAPPC12	TRAPPC12-Related Encephalopathy
BPM0049	query_module	CDKN2B	Acute Lymphoblastic Leukemia
BPM0049	query_module	CDKN2B	Glioma
BPM0049	query_module	CDKN2B	Malignant Peripheral Nerve Sheath Tumor
BPM0049	query_module	CDKN2B	Meningioma
BPM0049	query_module	CDKN2B	Oligoastrocytoma
BPM0049	query_module	CDKN2B	Thymic Carcinoma
BPM0049	query_module	GSK3B	Alzheimer Disease
BPM0049	query_module	PC	Pyruvate Carboxylase Deficiency Disease
BPM0049	library_module	MIB1	Dilated Cardiomyopathy
BPM0050	library_module	ARMC5	ACTH-Independent Macronodular Adrenal Hyperplasia 3
BPM0050	library_module	CLEC16A	Addison's Disease
BPM0050	library_module	COG7	COG7-congenital disorder of glycosylation
BPM0050	library_module	PTBP1	Adult-Onset Autosomal Dominant Demyelinating Leukodystrophy
BPM0050	library_module	SLC10A7	Short Stature, Amelogenesis Imperfecta, and Skeletal Dysplasia with Scoliosis
BPM0050	library_module	TRAPPC12	TRAPPC12-Related Encephalopathy
BPM0050	library_module	TRIP11	Odontochondrodysplasia
BPM0051	library_module	GATAD1	Dilated Cardiomyopathy
BPM0051	library_module	KDM5A	Acute Megakaryoblastic Leukemia
BPM0051	library_module	SPG7	Complex Hereditary Spastic Paraplegia
BPM0051	library_module	SPG7	Hereditary Spastic Paraplegia
BPM0051	library_module	SPG7	Hereditary Spastic Paraplegia 7
BPM0051	library_module	SPG7	Spasticity-Ataxia-Gait Anomalies Syndrome
BPM0053	library_module	ALG9	ALG9-congenital disorder of glycosylation
BPM0053	library_module	ALG9	Autosomal Dominant Polycystic Kidney Disease
BPM0053	library_module	GALE	Galactosemia
BPM0053	library_module	GLS	Chromosome 2q32-q33 Deletion Syndrome
BPM0053	library_module	GLS	Global Developmental Delay, Progressive Ataxia, and Elevated Glutamine
BPM0053	library_module	GLS	Infantile Cataract, Skin Abnormalities, Glutamate Excess, and Impaired Intellectual Development
BPM0053	library_module	GLS	Neonatal Epileptic Encephalopathy Due to Glutaminase Deficiency
BPM0053	library_module	MORC2	Charcot-Marie-Tooth Disease Type 2
BPM0053	library_module	PMM2	PMM2-Congenital Disorder of Glycosylation
BPM0053	library_module	TSC1	Focal Cortical Dysplasia Type II
BPM0053	library_module	TSC1	Infantile Spasms
BPM0053	library_module	TSC1	Lymphangioleiomyomatosis
BPM0053	library_module	TSC1	Perivascular Epithelioid Cell Neoplasm
BPM0053	library_module	TSC1	Tuberous Sclerosis Complex
BPM0053	library_module	UGP2	UGP2-related developmental and epileptic encephalopathy 83
BPM0054	query_module	CDKN2B	Acute Lymphoblastic Leukemia
BPM0054	query_module	CDKN2B	Glioma
BPM0054	query_module	CDKN2B	Malignant Peripheral Nerve Sheath Tumor
BPM0054	query_module	CDKN2B	Meningioma
BPM0054	query_module	CDKN2B	Oligoastrocytoma
BPM0054	query_module	CDKN2B	Thymic Carcinoma
BPM0054	query_module	GSK3B	Alzheimer Disease
BPM0054	query_module	PC	Pyruvate Carboxylase Deficiency Disease
BPM0055	library_module	ADNP	ADNP-Related Syndrome
BPM0055	library_module	RHOA	Gastric Adenocarcinoma
BPM0055	library_module	RHOA	Gastric Cancer H. pylori Associated
BPM0055	library_module	RHOA	Peripheral T-Cell Lymphoma
BPM0055	library_module	WWTR1	Epithelioid Hemangioendothelioma
BPM0055	library_module	YAP1	Epithelioid Hemangioendothelioma
BPM0055	library_module	YAP1	Ewing Sarcoma
BPM0055	library_module	YAP1	Meningioma
BPM0055	library_module	YAP1	Polycystic Ovary Syndrome
BPM0055	library_module	YAP1	Uveal Coloboma-Cleft Lip and Palate-Intellectual Disability Syndrome
BPM0056	library_module	PDXK	Neuropathy Hereditary Motor And Sensory Type VIc With Optic Atrophy
BPM0056	library_module	RHOA	Gastric Adenocarcinoma
BPM0056	library_module	RHOA	Gastric Cancer H. pylori Associated
BPM0056	library_module	RHOA	Peripheral T-Cell Lymphoma
BPM0056	library_module	VPS35	Parkinson's Disease
BPM0056	library_module	WWTR1	Epithelioid Hemangioendothelioma
BPM0058	library_module	DEPDC5	DEPDC5-Related Epilepsy
BPM0058	library_module	DEPDC5	Dravet_syndrome
BPM0058	library_module	DEPDC5	Epilepsy
BPM0058	library_module	DEPDC5	Familial Focal Epilepsy With Variable Foci
BPM0058	library_module	DEPDC5	Familial Sleep-Related Hypermotor Epilepsy
BPM0058	library_module	DEPDC5	Focal Cortical Dysplasia Type II
BPM0058	library_module	DEPDC5	Hemimegalencephaly
BPM0058	library_module	EED	Malignant Peripheral Nerve Sheath Tumor
BPM0058	library_module	MORC2	Charcot-Marie-Tooth Disease Type 2
BPM0058	library_module	NPRL2	Familial Focal Epilepsy With Variable Foci
BPM0058	library_module	STK11	Cervical Adenocarcinoma
BPM0058	library_module	STK11	KRAS G12C-Mutant Non-Small Cell Lung Cancer
BPM0058	library_module	STK11	Large Cell Neuroendocrine Carcinoma
BPM0058	library_module	STK11	Non-Small Cell Lung Cancer
BPM0058	library_module	STK11	Peutz-Jeghers polyp
BPM0058	library_module	STK11	Peutz-Jeghers syndrome
BPM0058	library_module	STK11	Small Intestine Cancer
BPM0058	library_module	STK11	Testicular Sex Cord-Stromal Neoplasm
BPM0058	library_module	SZT2	SZT2-Related Developmental and Epileptic Encephalopathy
BPM0058	library_module	TSC2	Focal Cortical Dysplasia Type II
BPM0058	library_module	TSC2	Gastroenteropancreatic Neuroendocrine Neoplasm
BPM0058	library_module	TSC2	Infantile Spasms
BPM0058	library_module	TSC2	Lymphangioleiomyomatosis
BPM0058	library_module	TSC2	Non-functional Pancreatic Neuroendocrine Tumor
BPM0058	library_module	TSC2	Pancreatic Neuroendocrine Tumor
BPM0058	library_module	TSC2	Perivascular Epithelioid Cell Neoplasm
BPM0058	library_module	TSC2	Sarcoidosis
BPM0058	library_module	TSC2	Thymic Neuroendocrine Carcinoma
BPM0058	library_module	TSC2	Tuberous Sclerosis Complex
BPM0059	library_module	EED	Malignant Peripheral Nerve Sheath Tumor
BPM0059	library_module	MORC2	Charcot-Marie-Tooth Disease Type 2
BPM0059	library_module	NPRL2	Familial Focal Epilepsy With Variable Foci
BPM0059	library_module	STK11	Cervical Adenocarcinoma
BPM0059	library_module	STK11	KRAS G12C-Mutant Non-Small Cell Lung Cancer
BPM0059	library_module	STK11	Large Cell Neuroendocrine Carcinoma
BPM0059	library_module	STK11	Non-Small Cell Lung Cancer
BPM0059	library_module	STK11	Peutz-Jeghers polyp
BPM0059	library_module	STK11	Peutz-Jeghers syndrome
BPM0059	library_module	STK11	Small Intestine Cancer
BPM0059	library_module	STK11	Testicular Sex Cord-Stromal Neoplasm
BPM0059	library_module	SZT2	SZT2-Related Developmental and Epileptic Encephalopathy
BPM0060	library_module	RHOA	Gastric Adenocarcinoma
BPM0060	library_module	RHOA	Gastric Cancer H. pylori Associated
BPM0060	library_module	RHOA	Peripheral T-Cell Lymphoma
BPM0060	library_module	TSC1	Focal Cortical Dysplasia Type II
BPM0060	library_module	TSC1	Infantile Spasms
BPM0060	library_module	TSC1	Lymphangioleiomyomatosis
BPM0060	library_module	TSC1	Perivascular Epithelioid Cell Neoplasm
BPM0060	library_module	TSC1	Tuberous Sclerosis Complex
BPM0061	library_module	NGLY1	NGLY1-congenital disorder of deglycosylation
BPM0061	library_module	PDXK	Neuropathy Hereditary Motor And Sensory Type VIc With Optic Atrophy
BPM0061	library_module	VPS35	Parkinson's Disease
BPM0062	library_module	RHOA	Gastric Adenocarcinoma
BPM0062	library_module	RHOA	Gastric Cancer H. pylori Associated
BPM0062	library_module	RHOA	Peripheral T-Cell Lymphoma
BPM0062	library_module	VPS35	Parkinson's Disease
BPM0062	library_module	WWTR1	Epithelioid Hemangioendothelioma
BPM0063	library_module	ADNP	ADNP-Related Syndrome
BPM0063	library_module	ITGAV	Marfan Syndrome
BPM0063	library_module	ITGB1	Vein of Galen malformation
BPM0063	library_module	RHOA	Gastric Adenocarcinoma
BPM0063	library_module	RHOA	Gastric Cancer H. pylori Associated
BPM0063	library_module	RHOA	Peripheral T-Cell Lymphoma
BPM0063	library_module	WWTR1	Epithelioid Hemangioendothelioma
BPM0063	library_module	YAP1	Epithelioid Hemangioendothelioma
BPM0063	library_module	YAP1	Ewing Sarcoma
BPM0063	library_module	YAP1	Meningioma
BPM0063	library_module	YAP1	Polycystic Ovary Syndrome
BPM0063	library_module	YAP1	Uveal Coloboma-Cleft Lip and Palate-Intellectual Disability Syndrome
BPM0064	query_module	CDKN2B	Acute Lymphoblastic Leukemia
BPM0064	query_module	CDKN2B	Glioma
BPM0064	query_module	CDKN2B	Malignant Peripheral Nerve Sheath Tumor
BPM0064	query_module	CDKN2B	Meningioma
BPM0064	query_module	CDKN2B	Oligoastrocytoma
BPM0064	query_module	CDKN2B	Thymic Carcinoma
BPM0064	query_module	GSK3B	Alzheimer Disease
BPM0064	query_module	PC	Pyruvate Carboxylase Deficiency Disease
BPM0064	library_module	DLD	Maple Syrup Urine Disease
BPM0064	library_module	DLD	Pyruvate Dehydrogenase Deficiency
BPM0064	library_module	LIAS	Lipoic Acid Synthetase Deficiency
BPM0065	query_module	CDKN2B	Acute Lymphoblastic Leukemia
BPM0065	query_module	CDKN2B	Glioma
BPM0065	query_module	CDKN2B	Malignant Peripheral Nerve Sheath Tumor
BPM0065	query_module	CDKN2B	Meningioma
BPM0065	query_module	CDKN2B	Oligoastrocytoma
BPM0065	query_module	CDKN2B	Thymic Carcinoma
BPM0065	query_module	PC	Pyruvate Carboxylase Deficiency Disease
BPM0065	library_module	NAMPT	Leptospirosis
BPM0065	library_module	ODC1	Bachmann-Bupp Syndrome
BPM0065	library_module	PDXK	Neuropathy Hereditary Motor And Sensory Type VIc With Optic Atrophy
BPM0066	library_module	COG1	COG1-congenital disorder of glycosylation
